Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
656	 0.52557686	 149.59491	 0.33686255	 5.6890711	 439.89952	 Si PPv (Sakai)
657	 0.52714711	 148.91511	 0.33821316	 5.6838979	 439.4406	 Si PPv (Sakai)
658	 0.52930453	 147.98427	 0.34007997	 5.6767988	 438.81058	 Si PPv (Sakai)
659	 0.53101986	 147.24676	 0.34157345	 5.6711611	 438.31006	 Si PPv (Sakai)
660	 0.53272586	 146.5155	 0.34306694	 5.6655599	 437.81259	 Si PPv (Sakai)
661	 0.53490483	 145.58472	 0.34498628	 5.6584138	 437.17765	 Si PPv (Sakai)
662	 0.53669598	 144.82226	 0.34657394	 5.6525462	 436.65609	 Si PPv (Sakai)
663	 0.53912313	 143.79286	 0.34873967	 5.6446042	 435.94983	 Si PPv (Sakai)
664	 0.54153198	 142.77546	 0.3509054	 5.6367321	 435.24941	 Si PPv (Sakai)
665	 0.54362036	 141.89678	 0.3527962	 5.629915	 434.64258	 Si PPv (Sakai)
666	 0.5454911	 141.1123	 0.35450037	 5.6238141	 434.09927	 Si PPv (Sakai)
667	 0.54727868	 140.36497	 0.35613802	 5.6179895	 433.58035	 Si PPv (Sakai)
668	 0.54947048	 139.45166	 0.35815829	 5.610854	 432.94439	 Si PPv (Sakai)
669	 0.55178386	 138.49124	 0.36030538	 5.6033301	 432.27348	 Si PPv (Sakai)
670	 0.55368886	 137.70306	 0.36208483	 5.5971397	 431.72123	 Si PPv (Sakai)
671	 0.55592458	 136.78112	 0.36418635	 5.5898806	 431.07334	 Si PPv (Sakai)
672	 0.55813637	 135.87226	 0.36627938	 5.5827051	 430.4326	 Si PPv (Sakai)
673	 0.56033357	 134.97252	 0.36837241	 5.5755824	 429.79629	 Si PPv (Sakai)
674	 0.56297114	 133.8965	 0.37090315	 5.5670392	 429.03265	 Si PPv (Sakai)
675	 0.5665614	 132.43881	 0.37437998	 5.5554214	 427.9935	 Si PPv (Sakai)
676	 0.56985375	 131.10901	 0.37760083	 5.544778	 427.04078	 Si PPv (Sakai)
677	 0.57311467	 129.79832	 0.38082168	 5.534245	 426.09727	 Si PPv (Sakai)
678	 0.57634498	 128.5061	 0.38404253	 5.5238187	 425.16264	 Si PPv (Sakai)
679	 0.57954546	 127.23175	 0.38726338	 5.5134954	 424.23659	 Si PPv (Sakai)
680	 0.58271684	 125.97471	 0.39048423	 5.5032719	 423.31883	 Si PPv (Sakai)
681	 0.58585984	 124.73444	 0.39370509	 5.4931446	 422.40908	 Si PPv (Sakai)
682	 0.58842033	 123.72801	 0.39635024	 5.4848974	 421.66774	 Si PPv (Sakai)
683	 0.59092703	 122.74615	 0.39895834	 5.4768257	 420.94176	 Si PPv (Sakai)
684	 0.59310785	 121.89465	 0.4012423	 5.4698049	 420.30997	 Si PPv (Sakai)
685	 0.59557096	 120.93591	 0.40383862	 5.4618766	 419.59613	 Si PPv (Sakai)
686	 0.59801738	 119.98678	 0.40643495	 5.4540031	 418.88684	 Si PPv (Sakai)
687	 0.60044743	 119.04701	 0.40903127	 5.446183	 418.18196	 Si PPv (Sakai)
688	 0.60252965	 118.24411	 0.41126977	 5.4394825	 417.57769	 Si PPv (Sakai)
689	 0.6040728	 117.65047	 0.41293696	 5.4345167	 417.12968	 Si PPv (Sakai)
690	 0.60559177	 117.06728	 0.41458488	 5.4296288	 416.68853	 Si PPv (Sakai)
691	 0.60710452	 116.48759	 0.41623279	 5.4247607	 416.24902	 Si PPv (Sakai)
692	 0.60800225	 116.14411	 0.41721393	 5.4218717	 415.98812	 Si PPv (Sakai)
693	 0.60873836	 115.86275	 0.41802021	 5.4195027	 415.77413	 Si PPv (Sakai)
694	 0.60938299	 115.61657	 0.4187276	 5.4174281	 415.58671	 Si PPv (Sakai)
695	 0.60971295	 115.49064	 0.41909015	 5.4163661	 415.49077	 Si PPv (Sakai)
696	 0.60983247	 115.44504	 0.41922156	 5.4159814	 415.45601	 Si PPv (Sakai)
699	 0.60992518	 115.40967	 0.41932352	 5.4156831	 415.42905	 Si PPv (Sakai)
709	 0.60992957	 115.40799	 0.41932835	 5.4156689	 415.42777	 Si PPv (Sakai)
709	 0.60992957	 115.40799	 0.41932835	 5.3805199	 415.42777	 Si Pv (Oganov)
720	 0.61012409	 115.33428	 0.41954097	 5.3799225	 415.37282	 Si Pv (Oganov)
721	 0.61035905	 115.24526	 0.41979795	 5.379201	 415.30645	 Si Pv (Oganov)
722	 0.61129741	 114.89003	 0.42082586	 5.3763196	 415.04138	 Si Pv (Oganov)
723	 0.61731613	 112.62118	 0.4274811	 5.3578417	 413.34129	 Si Pv (Oganov)
724	 0.62323977	 110.4042	 0.43413634	 5.3396585	 411.66792	 Si Pv (Oganov)
725	 0.62831522	 108.51692	 0.43992189	 5.3240779	 410.23374	 Si Pv (Oganov)
726	 0.63251074	 106.96515	 0.44476255	 5.311196	 409.04771	 Si Pv (Oganov)
727	 0.63962266	 104.35143	 0.45308864	 5.2893502	 407.03584	 Si Pv (Oganov)
728	 0.64405141	 102.73414	 0.45835032	 5.2757379	 405.78185	 Si Pv (Oganov)
729	 0.64703162	 101.65019	 0.46192428	 5.2665732	 404.93741	 Si Pv (Oganov)
730	 0.65054162	 100.37797	 0.46616797	 5.2557737	 403.94217	 Si Pv (Oganov)
731	 0.65402122	 99.121411	 0.47041165	 5.2450612	 402.95473	 Si Pv (Oganov)
732	 0.65953301	 97.140253	 0.47720879	 5.2280769	 401.38877	 Si Pv (Oganov)
733	 0.66635532	 94.703402	 0.48574967	 5.2070244	 399.44694	 Si Pv (Oganov)
734	 0.67370767	 92.095689	 0.49511252	 5.1842934	 397.34927	 Si Pv (Oganov)
735	 0.67896555	 90.24225	 0.50190914	 5.1680069	 395.84563	 Si Pv (Oganov)
736	 0.68162819	 89.307202	 0.50538318	 5.1597485	 395.08294	 Si Pv (Oganov)
737	 0.68473435	 88.219373	 0.50946325	 5.1501049	 394.19212	 Si Pv (Oganov)
738	 0.6878183	 87.142445	 0.51354332	 5.1405194	 393.30645	 Si Pv (Oganov)
739	 0.69088051	 86.076155	 0.51762339	 5.1309904	 392.42578	 Si Pv (Oganov)
740	 0.69443431	 84.84244	 0.52239441	 5.1199173	 391.40209	 Si Pv (Oganov)
741	 0.69795966	 83.622533	 0.52716544	 5.1089167	 390.3848	 Si Pv (Oganov)
742	 0.70158645	 82.371551	 0.53211349	 5.0975822	 389.33628	 Si Pv (Oganov)
743	 0.70359893	 81.679134	 0.53487651	 5.0912849	 388.75357	 Si Pv (Oganov)
744	 0.70572524	 80.948889	 0.5378093	 5.084625	 388.1372	 Si Pv (Oganov)
745	 0.70802519	 80.160544	 0.54099721	 5.0774138	 387.46966	 Si Pv (Oganov)
746	 0.71425631	 78.032654	 0.5497155	 5.0578365	 385.65659	 Si Pv (Oganov)
747	 0.71925848	 76.332678	 0.55680052	 5.0420755	 384.19608	 Si Pv (Oganov)
748	 0.72531971	 74.282427	 0.56548845	 5.022921	 382.42001	 Si Pv (Oganov)
749	 0.73050644	 72.53622	 0.57301243	 5.0064783	 380.89439	 Si Pv (Oganov)
750	 0.73405919	 71.34444	 0.57821376	 4.9951867	 379.84615	 Si Pv (Oganov)
751	 0.73969358	 69.461465	 0.58654206	 4.9772293	 378.17813	 Si Pv (Oganov)
752	 0.7445082	 67.859253	 0.59373578	 4.9618342	 376.74713	 Si Pv (Oganov)
753	 0.74904215	 66.356096	 0.60057509	 4.9472924	 375.39457	 Si Pv (Oganov)
754	 0.75353494	 64.871929	 0.60741439	 4.932839	 374.04936	 Si Pv (Oganov)
755	 0.7579877	 63.406174	 0.6142537	 4.9184699	 372.71112	 Si Pv (Oganov)
756	 0.76240151	 61.95828	 0.62109301	 4.9041814	 371.37947	 Si Pv (Oganov)
757	 0.76592065	 60.807436	 0.62658862	 4.8927562	 370.31399	 Si Pv (Oganov)
758	 0.76947681	 59.647665	 0.63218043	 4.8811801	 369.23382	 Si Pv (Oganov)
759	 0.77300872	 58.49895	 0.63777225	 4.8696519	 368.15746	 Si Pv (Oganov)
760	 0.77580124	 57.592916	 0.64222032	 4.8605146	 367.30387	 Si Pv (Oganov)
761	 0.77903823	 56.54509	 0.64740606	 4.8498975	 366.31151	 Si Pv (Oganov)
762	 0.78295483	 55.280725	 0.65372308	 4.8370143	 365.10654	 Si Pv (Oganov)
763	 0.78778254	 53.727398	 0.66157361	 4.8210767	 363.61465	 Si Pv (Oganov)
764	 0.79194016	 52.394208	 0.66839103	 4.807299	 362.32381	 Si Pv (Oganov)
765	 0.79567954	 51.198695	 0.67456723	 4.794865	 361.15792	 Si Pv (Oganov)
766	 0.79939365	 50.014579	 0.68074343	 4.7824743	 359.99518	 Si Pv (Oganov)
767	 0.80308306	 48.841601	 0.68691962	 4.7701251	 358.83541	 Si Pv (Oganov)
768	 0.80647528	 47.765962	 0.69263438	 4.7587338	 357.76475	 Si Pv (Oganov)
769	 0.81093096	 46.357244	 0.70019309	 4.7437165	 356.35201	 Si Pv (Oganov)
770	 0.81525949	 44.993202	 0.70759291	 4.7290667	 354.9724	 Si Pv (Oganov)
771	 0.81921592	 43.750267	 0.71440542	 4.7156224	 353.70502	 Si Pv (Oganov)
772	 0.82314561	 42.51935	 0.72121792	 4.7022167	 352.44002	 Si Pv (Oganov)
773	 0.82704918	 41.300177	 0.72803043	 4.6888474	 351.17715	 Si Pv (Oganov)
774	 0.83250885	 39.600936	 0.73763408	 4.6700585	 349.40007	 Si Pv (Oganov)
775	 0.83947501	 37.442848	 0.75001482	 4.6459276	 347.11368	 Si Pv (Oganov)
776	 0.84629244	 35.341687	 0.76226847	 4.6221345	 344.85464	 Si Pv (Oganov)
777	 0.85211433	 33.555847	 0.7728395	 4.6016719	 342.90792	 Si Pv (Oganov)
778	 0.85772026	 31.843631	 0.7831108	 4.5818387	 341.01748	 Si Pv (Oganov)
779	 0.86327769	 30.153384	 0.79338209	 4.5620476	 339.12736	 Si Pv (Oganov)
780	 0.86878815	 28.48446	 0.80365339	 4.5422923	 337.23685	 Si Pv (Oganov)
781	 0.87287697	 27.250636	 0.81133031	 4.5275467	 335.82317	 Si Pv (Oganov)
782	 0.87664523	 26.116973	 0.81844697	 4.5138899	 334.51184	 Si Pv (Oganov)
783	 0.88104127	 24.798608	 0.82679942	 4.4978746	 332.97146	 Si Pv (Oganov)
784	 0.88480216	 23.674289	 0.83398774	 4.4841002	 331.64434	 Si Pv (Oganov)
785	 0.88854278	 22.559305	 0.84117605	 4.470332	 330.31562	 Si Pv (Oganov)
786	 0.89615294	 20.301015	 0.85591883	 4.4421048	 327.58446	 Si Pv (Oganov)
787	 0.9036833	 18.079826	 0.87066161	 4.4138778	 324.84334	 Si Pv (Oganov)
788	 0.91072625	 16.014579	 0.88458746	 4.3872001	 322.24297	 Si Pv (Oganov)
789	 0.91770393	 13.980175	 0.89851332	 4.3604932	 319.62978	 Si Pv (Oganov)
790	 0.92349083	 12.301865	 0.91015876	 4.338127	 317.43323	 Si Pv (Oganov)
791	 0.92915882	 10.665947	 0.92164823	 4.3160224	 315.25479	 Si Pv (Oganov)
792	 0.93478709	 9.0492965	 0.93313769	 4.2938719	 313.0639	 Si Pv (Oganov)
793	 0.93973448	 7.6347022	 0.94330258	 4.27423	 311.11423	 Si Pv (Oganov)
794	 0.94717314	 5.5193285	 0.9586992	 4.2443847	 308.13871	 Si Pv (Oganov)
795	 0.9519983	 4.1546569	 0.96875793	 4.2248166	 306.17887	 Si Pv (Oganov)
796	 0.95584468	 3.0710757	 0.97681591	 4.2090962	 304.59904	 Si Pv (Oganov)
797	 0.95842222	 2.3470801	 0.98223519	 4.1984996	 303.53135	 Si Pv (Oganov)
798	 0.9608037	 1.6796857	 0.98725601	 4.1886639	 302.53829	 Si Pv (Oganov)
799	 0.96288753	 1.0969187	 0.99166004	 4.1800214	 301.66404	 Si Pv (Oganov)
800	 0.96431983	 0.69701926	 0.99469287	 4.1740613	 301.06022	 Si Pv (Oganov)
801	 0.96534051	 0.41237292	 0.99685698	 4.169804	 300.62845	 Si Pv (Oganov)
802	 0.96603758	 0.21813336	 0.9983363	 4.1668918	 300.33286	 Si Pv (Oganov)
803	 0.96646945	 0.097854503	 0.99925338	 4.1650855	 300.14943	 Si Pv (Oganov)
804	 0.96665857	 0.045199088	 0.99965511	 4.164294	 300.06904	 Si Pv (Oganov)
805	 0.96676174	 0.016479654	 0.99987429	 4.1638622	 300.02517	 Si Pv (Oganov)
807	 0.96681483	 0.0017017903	 0.99998709	 4.1636399	 300.00259	 Si Pv (Oganov)
818	 0.96682091	 1e-05	 1	 4.1636145	 300	 Si Pv (Oganov)
