Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
753	 5.517235	 1356.0958	 95.658838	 2.1612321	 2814.8827	 H (Chabrier)
754	 5.521333	 1354.3569	 95.806094	 2.1600071	 2811.1102	 H (Chabrier)
755	 5.5325843	 1349.5874	 96.21108	 2.1566465	 2800.77	 H (Chabrier)
756	 5.544232	 1344.6569	 96.631408	 2.1531717	 2790.0927	 H (Chabrier)
757	 5.5584859	 1338.633	 97.14727	 2.1489252	 2777.0642	 H (Chabrier)
758	 5.5720379	 1332.9156	 97.639238	 2.1448938	 2764.7166	 H (Chabrier)
759	 5.5875922	 1326.3655	 98.205708	 2.1402738	 2750.5927	 H (Chabrier)
760	 5.6632036	 1294.7055	 100.98691	 2.1179228	 2682.689	 H (Chabrier)
761	 5.7243296	 1269.3287	 103.2685	 2.0999825	 2628.75	 H (Chabrier)
762	 5.7419902	 1262.0327	 103.93319	 2.0948205	 2613.3315	 H (Chabrier)
763	 5.7548272	 1256.7397	 104.41788	 2.0909704	 2602.172	 H (Chabrier)
764	 5.7713614	 1249.9355	 105.044	 2.0858297	 2587.8599	 H (Chabrier)
765	 5.8016311	 1237.5179	 106.19557	 2.0764436	 2561.8402	 H (Chabrier)
766	 5.8491784	 1218.1143	 108.01823	 2.0617651	 2521.451	 H (Chabrier)
767	 5.8586356	 1214.2697	 108.38276	 2.058855	 2513.4887	 H (Chabrier)
768	 5.860525	 1213.5022	 108.45567	 2.058274	 2511.9008	 H (Chabrier)
769	 5.8622651	 1212.7955	 108.52284	 2.057767	 2510.4391	 H (Chabrier)
770	 5.8658431	 1211.3429	 108.66103	 2.0567253	 2507.4345	 H (Chabrier)
771	 5.8711813	 1209.1769	 108.86738	 2.0551718	 2502.9547	 H (Chabrier)
772	 5.9716782	 1168.6731	 112.79298	 2.0260701	 2419.2838	 H (Chabrier)
773	 6.0546165	 1135.6345	 116.09056	 2.0022594	 2351.2064	 H (Chabrier)
774	 6.0826162	 1124.5597	 117.21551	 1.994263	 2328.4281	 H (Chabrier)
775	 6.0881987	 1122.3564	 117.4405	 1.9926712	 2323.8991	 H (Chabrier)
776	 6.0917751	 1120.9456	 117.58476	 1.9915974	 2320.9999	 H (Chabrier)
777	 6.1014308	 1117.1404	 117.9747	 1.9886541	 2313.1826	 H (Chabrier)
778	 6.1260068	 1107.4782	 118.97013	 1.9811759	 2293.3528	 H (Chabrier)
779	 6.1558753	 1095.7795	 120.18564	 1.972113	 2269.3834	 H (Chabrier)
780	 6.1862084	 1083.9485	 121.42645	 1.9629379	 2245.1899	 H (Chabrier)
781	 6.1922563	 1081.5955	 121.67461	 1.961112	 2240.3843	 H (Chabrier)
782	 6.1934652	 1081.1254	 121.72424	 1.9607472	 2239.4244	 H (Chabrier)
783	 6.1946738	 1080.6556	 121.77387	 1.9603788	 2238.465	 H (Chabrier)
784	 6.1980399	 1079.3473	 121.91215	 1.9593249	 2235.793	 H (Chabrier)
785	 6.2010412	 1078.1813	 122.03552	 1.9583856	 2233.41	 H (Chabrier)
786	 6.2162887	 1072.2658	 122.66316	 1.9536198	 2221.2993	 H (Chabrier)
787	 6.2316761	 1066.3093	 123.29814	 1.9488205	 2209.0689	 H (Chabrier)
788	 6.2477663	 1060.0951	 123.9638	 1.9438129	 2196.2712	 H (Chabrier)
789	 6.2684309	 1052.1355	 124.82123	 1.9373981	 2179.8225	 H (Chabrier)
790	 6.357784	 1017.9941	 128.56108	 1.9098722	 2108.5493	 H (Chabrier)
791	 6.3922253	 1004.9535	 130.01652	 1.8993536	 2081.0195	 H (Chabrier)
792	 6.3990919	 1002.3614	 130.30761	 1.8972626	 2075.5275	 H (Chabrier)
793	 6.4059512	 999.77476	 130.5987	 1.8951695	 2070.0402	 H (Chabrier)
794	 6.4091502	 998.56934	 130.73455	 1.8941641	 2067.4809	 H (Chabrier)
795	 6.4144117	 996.58798	 130.95814	 1.8925135	 2063.2715	 H (Chabrier)
796	 6.4355551	 988.64193	 131.85836	 1.8859193	 2046.3571	 H (Chabrier)
797	 6.4856193	 969.92819	 134.00106	 1.8705515	 2006.3148	 H (Chabrier)
798	 6.4955883	 966.21863	 134.4296	 1.8675324	 1998.3434	 H (Chabrier)
799	 6.4975804	 965.47803	 134.51531	 1.8669307	 1996.7506	 H (Chabrier)
800	 6.4995719	 964.73787	 134.60102	 1.8663308	 1995.1583	 H (Chabrier)
801	 6.5004652	 964.40591	 134.63947	 1.8660686	 1994.4442	 H (Chabrier)
802	 6.5028306	 963.52721	 134.74132	 1.8653743	 1992.5546	 H (Chabrier)
803	 6.5169907	 958.27306	 135.35177	 1.8612084	 1981.2762	 H (Chabrier)
804	 6.5312083	 953.00859	 135.96598	 1.85701	 1970.0109	 H (Chabrier)
805	 6.5455778	 947.69903	 136.58807	 1.8527512	 1958.6848	 H (Chabrier)
806	 6.5606617	 942.13771	 137.24248	 1.8482642	 1946.8598	 H (Chabrier)
807	 6.5803203	 934.90854	 138.09749	 1.8423917	 1931.5466	 H (Chabrier)
808	 6.6608368	 905.52497	 141.6239	 1.8180633	 1869.9755	 H (Chabrier)
809	 6.686155	 896.36122	 142.7407	 1.8103275	 1850.9916	 H (Chabrier)
810	 6.7102361	 887.67952	 143.80632	 1.8026911	 1833.1011	 H (Chabrier)
811	 6.7218014	 883.52271	 144.31916	 1.7988583	 1824.5684	 H (Chabrier)
812	 6.7432992	 875.81811	 145.27424	 1.7917513	 1808.8103	 H (Chabrier)
813	 6.7769234	 863.82545	 146.77269	 1.7806812	 1784.4274	 H (Chabrier)
814	 6.7836332	 861.44072	 147.07238	 1.7784788	 1779.5998	 H (Chabrier)
815	 6.7849745	 860.96433	 147.13231	 1.7780388	 1778.6362	 H (Chabrier)
816	 6.7858197	 860.6642	 147.17009	 1.7777638	 1778.0293	 H (Chabrier)
817	 6.7882846	 859.78921	 147.28026	 1.7769716	 1776.2595	 H (Chabrier)
818	 6.7903757	 859.04719	 147.37375	 1.7763002	 1774.7581	 H (Chabrier)
819	 6.7942493	 857.67333	 147.547	 1.7750584	 1771.9771	 H (Chabrier)
820	 6.8107874	 851.81802	 148.28753	 1.7697836	 1760.1062	 H (Chabrier)
821	 6.827421	 845.94559	 149.03374	 1.7645222	 1748.1707	 H (Chabrier)
822	 6.8447021	 839.86211	 149.81051	 1.7591023	 1735.7747	 H (Chabrier)
823	 6.8664782	 832.22156	 150.79152	 1.7523393	 1720.1603	 H (Chabrier)
824	 6.9515912	 802.62393	 154.64956	 1.7266101	 1659.1948	 H (Chabrier)
825	 6.9715805	 795.73301	 155.56118	 1.7207277	 1644.8911	 H (Chabrier)
826	 6.9755727	 794.35945	 155.74351	 1.7195601	 1642.0351	 H (Chabrier)
827	 6.9795633	 792.98743	 155.92583	 1.7182872	 1639.1804	 H (Chabrier)
828	 6.9855872	 790.91814	 156.2012	 1.7163602	 1634.8713	 H (Chabrier)
829	 7.0046616	 784.38069	 157.07422	 1.7102442	 1621.2286	 H (Chabrier)
830	 7.027288	 776.65516	 158.11193	 1.7029616	 1605.0484	 H (Chabrier)
831	 7.04143	 771.8428	 158.76165	 1.6983948	 1594.9372	 H (Chabrier)
832	 7.0555533	 767.04934	 159.41138	 1.6938222	 1584.8407	 H (Chabrier)
833	 7.0601975	 765.47584	 159.62522	 1.6922795	 1581.5204	 H (Chabrier)
834	 7.0769804	 759.80133	 160.39868	 1.6867156	 1569.5143	 H (Chabrier)
835	 7.0883926	 755.9531	 160.92527	 1.6829419	 1561.3445	 H (Chabrier)
836	 7.1047091	 750.46571	 161.67905	 1.6775602	 1549.6576	 H (Chabrier)
837	 7.1691987	 728.94498	 164.66849	 1.6564456	 1503.4328	 H (Chabrier)
838	 7.2011372	 718.38558	 166.15495	 1.6460799	 1480.5485	 H (Chabrier)
839	 7.2329932	 707.91839	 167.6414	 1.6357999	 1457.7497	 H (Chabrier)
840	 7.2393548	 705.83591	 167.93869	 1.6336907	 1453.2011	 H (Chabrier)
841	 7.257112	 700.03706	 168.76927	 1.6278435	 1440.5118	 H (Chabrier)
842	 7.2851859	 690.9109	 170.08464	 1.6187191	 1420.4773	 H (Chabrier)
843	 7.2907936	 689.09406	 170.34771	 1.6169139	 1416.4801	 H (Chabrier)
844	 7.2963989	 687.27999	 170.61079	 1.6151152	 1412.4863	 H (Chabrier)
845	 7.2975197	 686.91751	 170.6634	 1.6147538	 1411.6881	 H (Chabrier)
846	 7.3002599	 686.03162	 170.79206	 1.6138707	 1409.7372	 H (Chabrier)
847	 7.3882308	 657.84678	 174.93616	 1.5857439	 1347.7694	 H (Chabrier)
848	 7.4558485	 636.51826	 178.13909	 1.5644189	 1301.0373	 H (Chabrier)
849	 7.4697947	 632.15531	 178.80155	 1.5600523	 1291.4989	 H (Chabrier)
850	 7.4725823	 631.28468	 178.93404	 1.5591807	 1289.5965	 H (Chabrier)
851	 7.4753695	 630.41471	 179.06653	 1.5582667	 1287.6958	 H (Chabrier)
852	 7.4839909	 627.72704	 179.47648	 1.5553685	 1281.8266	 H (Chabrier)
853	 7.4924658	 625.08992	 179.87964	 1.5525341	 1276.0718	 H (Chabrier)
854	 7.5106349	 619.45263	 180.74457	 1.5465058	 1263.7837	 H (Chabrier)
855	 7.5142666	 618.32848	 180.91756	 1.5453086	 1261.3355	 H (Chabrier)
856	 7.5178977	 617.20542	 181.09054	 1.5441143	 1258.8904	 H (Chabrier)
857	 7.5196523	 616.66303	 181.17415	 1.543536	 1257.7103	 H (Chabrier)
858	 7.5219602	 615.94995	 181.28413	 1.5427757	 1256.1602	 H (Chabrier)
859	 7.5273813	 614.27634	 181.54251	 1.5409909	 1252.5289	 H (Chabrier)
860	 7.5317494	 612.92926	 181.75075	 1.539554	 1249.6128	 H (Chabrier)
861	 7.6120593	 588.38903	 185.58775	 1.5133242	 1197.5383	 H (Chabrier)
862	 7.676146	 569.11337	 188.66041	 1.4926531	 1158.0063	 H (Chabrier)
863	 7.6926131	 564.2043	 189.4514	 1.4873793	 1148.1277	 H (Chabrier)
864	 7.6959051	 563.22506	 189.6096	 1.4863269	 1146.1663	 H (Chabrier)
865	 7.6991966	 562.24668	 189.7678	 1.4852631	 1144.2096	 H (Chabrier)
866	 7.7007379	 561.78878	 189.84189	 1.4847122	 1143.2949	 H (Chabrier)
867	 7.704929	 560.54458	 190.04336	 1.4832152	 1140.8135	 H (Chabrier)
868	 7.7108328	 558.79412	 190.32718	 1.4811087	 1137.3317	 H (Chabrier)
869	 7.7315723	 552.66515	 191.32447	 1.4737286	 1125.2271	 H (Chabrier)
870	 7.7357193	 551.4434	 191.52393	 1.4722568	 1122.83	 H (Chabrier)
871	 7.7365487	 551.19922	 191.56382	 1.4719625	 1122.3516	 H (Chabrier)
872	 7.737378	 550.95508	 191.60371	 1.4716655	 1121.8734	 H (Chabrier)
873	 7.7428244	 549.35313	 191.86569	 1.4696756	 1118.7378	 H (Chabrier)
874	 7.747171	 548.07627	 192.07477	 1.4680925	 1116.2408	 H (Chabrier)
875	 7.751315	 546.86024	 192.27412	 1.4665875	 1113.8646	 H (Chabrier)
876	 7.7679315	 541.99708	 193.07357	 1.4605936	 1104.3796	 H (Chabrier)
877	 7.7885649	 535.98677	 194.06649	 1.4532409	 1092.6965	 H (Chabrier)
878	 7.8733696	 511.60802	 198.15062	 1.4240343	 1045.7443	 H (Chabrier)
879	 7.8997998	 504.11415	 199.42472	 1.4152532	 1031.4487	 H (Chabrier)
880	 7.9050842	 502.62166	 199.67954	 1.4135153	 1028.6091	 H (Chabrier)
881	 7.910368	 501.13125	 199.93436	 1.4117796	 1025.7759	 H (Chabrier)
882	 7.9128863	 500.42158	 200.05582	 1.4109074	 1024.4279	 H (Chabrier)
883	 7.9187105	 498.78209	 200.33672	 1.4088923	 1021.3168	 H (Chabrier)
884	 7.9334341	 494.64838	 201.04691	 1.4038098	 1013.4915	 H (Chabrier)
885	 7.9452028	 491.35552	 201.61462	 1.3997595	 1007.2773	 H (Chabrier)
886	 7.9567594	 488.13174	 202.17214	 1.3957928	 1001.2099	 H (Chabrier)
887	 7.9590706	 487.48817	 202.28364	 1.3950007	 1000.0006	 H (Chabrier)
888	 7.9605336	 487.08099	 202.35422	 1.3945021	 999.23577	 H (Chabrier)
889	 7.9771935	 482.45496	 203.15802	 1.3888357	 990.54975	 H (Chabrier)
890	 8.0527907	 461.71175	 206.80637	 1.3633975	 951.7056	 H (Chabrier)
891	 8.0950752	 450.28538	 208.84752	 1.3493637	 930.39953	 H (Chabrier)
892	 8.1035315	 448.01532	 209.25575	 1.3465738	 926.17586	 H (Chabrier)
893	 8.1119877	 445.7503	 209.66398	 1.3437097	 921.96502	 H (Chabrier)
894	 8.1167067	 444.48861	 209.89177	 1.3420507	 919.62191	 H (Chabrier)
895	 8.1287918	 441.26498	 210.47507	 1.3378109	 913.64434	 H (Chabrier)
896	 8.1414601	 437.89743	 211.08639	 1.3333802	 907.41426	 H (Chabrier)
897	 8.1652723	 431.59967	 212.23513	 1.3250897	 895.80458	 H (Chabrier)
898	 8.1700359	 430.34484	 212.46488	 1.3234372	 893.49804	 H (Chabrier)
899	 8.1747999	 429.09158	 212.69463	 1.3217849	 891.19667	 H (Chabrier)
900	 8.1759104	 428.79969	 212.74818	 1.3213854	 890.66104	 H (Chabrier)
901	 8.1786775	 428.07276	 212.88161	 1.3203906	 889.32803	 H (Chabrier)
902	 8.183224	 426.87965	 213.10082	 1.3187578	 887.14293	 H (Chabrier)
903	 8.1976911	 423.09356	 213.79819	 1.3135763	 880.23209	 H (Chabrier)
904	 8.2598878	 406.99685	 216.793	 1.2915472	 851.25399	 H (Chabrier)
905	 8.2849818	 400.5847	 217.99974	 1.2827719	 839.89866	 H (Chabrier)
906	 8.2900028	 399.30732	 218.24109	 1.2810238	 837.64973	 H (Chabrier)
907	 8.2950247	 398.03163	 218.48244	 1.279269	 835.40818	 H (Chabrier)
908	 8.2968318	 397.57305	 218.56927	 1.2785873	 834.60353	 H (Chabrier)
909	 8.3032592	 395.94409	 218.87807	 1.2761699	 831.75047	 H (Chabrier)
910	 8.36186	 381.24296	 221.68871	 1.2546294	 806.37953	 H (Chabrier)
911	 8.3846484	 375.59809	 222.77952	 1.2464877	 796.82323	 H (Chabrier)
912	 8.3892089	 374.47316	 222.99768	 1.2448736	 794.93144	 H (Chabrier)
913	 8.3901211	 374.24833	 223.04131	 1.2445513	 794.55386	 H (Chabrier)
914	 8.3910334	 374.02356	 223.08495	 1.2442291	 794.17655	 H (Chabrier)
915	 8.3920453	 373.77431	 223.13334	 1.2438715	 793.75847	 H (Chabrier)
916	 8.3943518	 373.20648	 223.24365	 1.2430562	 792.80745	 H (Chabrier)
917	 8.4061137	 370.31712	 223.80595	 1.238894	 787.9985	 H (Chabrier)
918	 8.418217	 367.35487	 224.38425	 1.2346035	 783.12041	 H (Chabrier)
919	 8.4319224	 364.01401	 225.03867	 1.2297368	 777.68177	 H (Chabrier)
920	 8.4591949	 357.40868	 226.33952	 1.22003	 767.12307	 H (Chabrier)
921	 8.4646543	 356.09328	 226.59969	 1.2180838	 765.0509	 H (Chabrier)
922	 8.4701154	 354.77976	 226.85985	 1.2161313	 762.99172	 H (Chabrier)
923	 8.4752849	 353.53856	 227.10604	 1.2141134	 761.05562	 H (Chabrier)
924	 8.4874013	 350.63818	 227.68263	 1.2093979	 756.56971	 H (Chabrier)
925	 8.5432356	 337.42968	 230.33192	 1.1879235	 736.79928	 H (Chabrier)
926	 8.5947453	 325.47052	 232.76468	 1.1684802	 719.78749	 H (Chabrier)
927	 8.6251172	 318.51943	 234.19401	 1.1571791	 710.26723	 H (Chabrier)
928	 8.6312013	 317.13586	 234.47988	 1.1549297	 708.40347	 H (Chabrier)
929	 8.6324185	 316.85942	 234.53705	 1.1544803	 708.0323	 H (Chabrier)
930	 8.633456	 316.62387	 234.58578	 1.1540894	 707.71634	 H (Chabrier)
931	 8.635449	 316.17166	 234.67937	 1.1533275	 707.11045	 H (Chabrier)
932	 8.6383481	 315.51448	 234.81546	 1.1521602	 706.23124	 H (Chabrier)
933	 8.6457254	 313.84535	 235.16159	 1.1491962	 704.00457	 H (Chabrier)
934	 8.6533309	 312.12953	 235.51811	 1.14615	 701.72485	 H (Chabrier)
935	 8.6627405	 310.01355	 235.95875	 1.1423942	 698.92593	 H (Chabrier)
936	 8.6745345	 307.37209	 236.51036	 1.1377073	 695.45044	 H (Chabrier)
937	 8.7307154	 294.95132	 239.12748	 1.1156893	 679.35253	 H (Chabrier)
938	 8.7757682	 285.18168	 241.21369	 1.098393	 666.92301	 H (Chabrier)
939	 8.7870351	 282.76469	 241.73367	 1.0941167	 663.87281	 H (Chabrier)
940	 8.7892903	 282.28216	 241.83767	 1.0932631	 663.26488	 H (Chabrier)
941	 8.7915461	 281.79991	 241.94167	 1.0924045	 662.65763	 H (Chabrier)
942	 8.7925934	 281.57616	 241.98994	 1.0919768	 662.37594	 H (Chabrier)
943	 8.7951788	 281.02422	 242.10908	 1.0909224	 661.68109	 H (Chabrier)
944	 8.7991352	 280.18072	 242.2913	 1.0893126	 660.61919	 H (Chabrier)
945	 8.8143391	 276.95198	 242.99059	 1.0831682	 656.55444	 H (Chabrier)
946	 8.82589	 274.5124	 243.52084	 1.0785441	 653.4832	 H (Chabrier)
947	 8.8404218	 271.45951	 244.18669	 1.0727801	 649.63984	 H (Chabrier)
948	 8.8963415	 259.8781	 246.7363	 1.0511412	 635.05971	 H (Chabrier)
949	 8.9081194	 257.4719	 247.27081	 1.0466906	 632.03048	 H (Chabrier)
950	 8.9199162	 255.07322	 247.80532	 1.0422185	 629.01071	 H (Chabrier)
951	 8.9358981	 251.84189	 248.52803	 1.0361379	 624.94272	 H (Chabrier)
952	 8.9390989	 251.19728	 248.67257	 1.0349213	 624.13119	 H (Chabrier)
953	 8.9423013	 250.55321	 248.81712	 1.0335888	 623.32025	 H (Chabrier)
954	 8.947449	 249.51981	 249.04929	 1.0314511	 622.0186	 H (Chabrier)
955	 8.9945891	 240.16531	 251.16561	 1.0122542	 610.17598	 H (Chabrier)
956	 9.0381711	 231.6877	 253.1069	 0.99509815	 599.2675	 H (Chabrier)
957	 9.0702518	 225.54936	 254.5268	 0.98282236	 591.20066	 H (Chabrier)
958	 9.0766884	 224.328	 254.81079	 0.98039482	 589.57435	 H (Chabrier)
959	 9.0779765	 224.08399	 254.86758	 0.97991042	 589.24849	 H (Chabrier)
960	 9.0792649	 223.84005	 254.92438	 0.97942346	 588.92243	 H (Chabrier)
961	 9.0801105	 223.68004	 254.96165	 0.97909139	 588.70832	 H (Chabrier)
962	 9.0814107	 223.4341	 255.01894	 0.978581	 588.37882	 H (Chabrier)
963	 9.0848032	 222.79307	 255.16837	 0.97725072	 587.5176	 H (Chabrier)
964	 9.1145087	 217.22165	 256.47291	 0.96568868	 579.87202	 H (Chabrier)
965	 9.1427034	 212.00188	 257.70463	 0.9548564	 572.40476	 H (Chabrier)
966	 9.166929	 207.56946	 258.75795	 0.94565805	 565.7865	 H (Chabrier)
967	 9.176755	 205.78537	 259.18387	 0.94195563	 563.0411	 H (Chabrier)
968	 9.1787223	 205.42912	 259.26905	 0.94121632	 562.48689	 H (Chabrier)
970	 9.179495	 205.28929	 259.3025	 0.94092613	 562.26879	 H (Chabrier)
971	 9.1803296	 205.13829	 259.33862	 0.94061278	 562.0328	 H (Chabrier)
972	 9.1819957	 204.83704	 259.41072	 0.93998762	 561.56039	 H (Chabrier)
973	 9.2024908	 201.1498	 260.29581	 0.9323357	 555.59782	 H (Chabrier)
974	 9.2098744	 199.82973	 260.61387	 0.92959623	 553.37724	 H (Chabrier)
975	 9.2113523	 199.56603	 260.67749	 0.929049	 552.9279	 H (Chabrier)
976	 9.2128307	 199.30244	 260.7411	 0.92847556	 552.47682	 H (Chabrier)
977	 9.2183001	 198.32882	 260.97628	 0.92634325	 550.79423	 H (Chabrier)
978	 9.2241248	 197.29469	 261.22646	 0.92408402	 548.97842	 H (Chabrier)
979	 9.2463525	 193.37433	 262.17846	 0.91557406	 541.81898	 H (Chabrier)
980	 9.2683178	 189.54004	 263.11513	 0.90734078	 534.37702	 H (Chabrier)
981	 9.2899566	 185.80064	 264.03401	 0.89940467	 526.67721	 H (Chabrier)
982	 9.3108456	 182.22581	 264.9175	 0.89191165	 518.88603	 H (Chabrier)
983	 9.3285394	 179.22417	 265.66322	 0.88569649	 512.00283	 H (Chabrier)
984	 9.3351589	 178.10732	 265.94159	 0.88340282	 509.35924	 H (Chabrier)
985	 9.3364838	 177.8842	 265.99727	 0.88294584	 508.82561	 H (Chabrier)
988	 9.3384893	 177.54668	 266.08153	 0.88222199	 508.01576	 H (Chabrier)
989	 9.3423169	 176.90341	 266.24224	 0.88082756	 506.46735	 H (Chabrier)
990	 9.3461474	 176.2608	 266.40295	 0.87943133	 504.9144	 H (Chabrier)
991	 9.3499809	 175.61886	 266.56365	 0.8780333	 503.35723	 H (Chabrier)
992	 9.3538173	 174.97759	 266.72436	 0.87663345	 501.79615	 H (Chabrier)
993	 9.354585	 174.84942	 266.7565	 0.87635326	 501.48349	 H (Chabrier)
994	 9.3553527	 174.72127	 266.78865	 0.87607263	 501.17069	 H (Chabrier)
996	 9.3566738	 174.50087	 266.84394	 0.8755788	 500.6328	 H (Chabrier)
997	 9.3631969	 173.41471	 267.11674	 0.87315139	 497.98871	 H (Chabrier)
998	 9.3697799	 172.32201	 267.39166	 0.87071992	 495.33976	 H (Chabrier)
999	 9.3764312	 171.22149	 267.66905	 0.86828163	 492.68268	 H (Chabrier)
1000	 9.3831979	 170.10545	 267.95086	 0.86581979	 489.99895	 H (Chabrier)
1001	 9.3903587	 168.92833	 268.24866	 0.86323493	 487.17974	 H (Chabrier)
1002	 9.3998214	 167.37893	 268.64153	 0.85985084	 483.48612	 H (Chabrier)
1003	 9.4391054	 161.01978	 270.26462	 0.84617594	 468.51287	 H (Chabrier)
1004	 9.4516359	 159.01567	 270.77976	 0.84193679	 463.84951	 H (Chabrier)
1005	 9.4541456	 158.61567	 270.88279	 0.84109469	 462.9216	 H (Chabrier)
1007	 9.4551498	 158.45574	 270.924	 0.84075802	 462.55088	 H (Chabrier)
1009	 9.4566057	 158.22401	 270.98373	 0.84026824	 462.01477	 H (Chabrier)
1010	 9.4862796	 153.5346	 272.19767	 0.83033937	 451.52041	 H (Chabrier)
1011	 9.4978903	 151.71715	 272.67079	 0.82648218	 447.64407	 H (Chabrier)
1012	 9.5002155	 151.35435	 272.76542	 0.82571158	 446.88364	 H (Chabrier)
1014	 9.5011459	 151.20929	 272.80327	 0.82540221	 446.58088	 H (Chabrier)
1015	 9.5054992	 150.53141	 272.98028	 0.82394282	 445.1772	 H (Chabrier)
1016	 9.5093247	 149.93685	 273.1357	 0.82265888	 443.96134	 H (Chabrier)
1017	 9.5135192	 149.28616	 273.30599	 0.82124956	 442.64689	 H (Chabrier)
1018	 9.5203833	 148.22412	 273.58434	 0.81894023	 440.53749	 H (Chabrier)
1019	 9.5449813	 144.44651	 274.57865	 0.8106394	 433.3873	 H (Chabrier)
1020	 9.5618208	 141.88596	 275.25644	 0.80494129	 428.84359	 H (Chabrier)
1021	 9.5651959	 141.37526	 275.392	 0.80379834	 427.96575	 H (Chabrier)
1023	 9.5665098	 141.17667	 275.44474	 0.80334811	 427.6269	 H (Chabrier)
1024	 9.5674398	 141.03618	 275.48207	 0.80302382	 427.38793	 H (Chabrier)
1025	 9.5694652	 140.73045	 275.56333	 0.80231868	 426.87006	 H (Chabrier)
1026	 9.5743525	 139.99398	 275.75926	 0.80062311	 425.63443	 H (Chabrier)
1027	 9.5794295	 139.23082	 275.96257	 0.79887054	 424.37162	 H (Chabrier)
1028	 9.5900422	 137.64171	 276.38682	 0.79523541	 421.799	 H (Chabrier)
1029	 9.6218783	 132.92407	 277.6536	 0.78454914	 414.60354	 H (Chabrier)
1030	 9.6509851	 128.67441	 278.80425	 0.77504441	 408.66885	 H (Chabrier)
1031	 9.6662706	 126.46648	 279.40571	 0.77014645	 405.78318	 H (Chabrier)
1032	 9.6693335	 126.026	 279.52601	 0.76917235	 405.22335	 H (Chabrier)
1034	 9.6704873	 125.86024	 279.5713	 0.76880124	 405.01403	 H (Chabrier)
1035	 9.6778188	 124.80922	 279.85883	 0.76632268	 403.68831	 H (Chabrier)
1036	 9.6851628	 123.76029	 280.14636	 0.76384876	 402.36538	 H (Chabrier)
1037	 9.6925195	 122.71348	 280.43388	 0.76137949	 401.04525	 H (Chabrier)
1038	 9.6998889	 121.66877	 280.72141	 0.75891486	 399.72793	 H (Chabrier)
1039	 9.707271	 120.62616	 281.00894	 0.75645488	 398.41344	 H (Chabrier)
1040	 9.7087489	 120.41789	 281.06645	 0.75596344	 398.15088	 H (Chabrier)
1041	 9.7102274	 120.20971	 281.12395	 0.75546961	 397.88841	 H (Chabrier)
1042	 9.7133541	 119.76995	 281.2455	 0.75442433	 397.33388	 H (Chabrier)
1043	 9.7179151	 119.12972	 281.42265	 0.75289997	 396.52632	 H (Chabrier)
1044	 9.7519558	 114.39848	 282.73865	 0.74153919	 390.55626	 H (Chabrier)
1045	 9.7635779	 112.80213	 283.18547	 0.73766784	 388.54412	 H (Chabrier)
1046	 9.7659063	 112.48347	 283.27484	 0.73689275	 388.14278	 H (Chabrier)
1047	 9.7682361	 112.16502	 283.3642	 0.73611198	 387.74182	 H (Chabrier)
1048	 9.7708795	 111.80416	 283.46553	 0.73517998	 387.28752	 H (Chabrier)
1049	 9.7742012	 111.35147	 283.59275	 0.73401081	 386.71762	 H (Chabrier)
1050	 9.8285228	 104.06411	 285.65698	 0.71518957	 377.54338	 H (Chabrier)
1051	 9.853373	 100.80214	 286.59109	 0.7067648	 373.4368	 H (Chabrier)
1052	 9.8583634	 100.15242	 286.77791	 0.70508676	 372.61885	 H (Chabrier)
1053	 9.8593622	 100.02258	 286.81528	 0.70475143	 372.4554	 H (Chabrier)
1055	 9.8618228	 99.703078	 286.90727	 0.70386949	 372.05301	 H (Chabrier)
1056	 9.8645365	 99.351227	 287.00865	 0.70289352	 371.60945	 H (Chabrier)
1057	 9.8728381	 98.278325	 287.31825	 0.69991747	 370.25392	 H (Chabrier)
1058	 9.8832092	 96.945249	 287.70391	 0.69621975	 368.56295	 H (Chabrier)
1059	 9.9274662	 91.346409	 289.3359	 0.68068955	 361.36094	 H (Chabrier)
1060	 9.9414819	 89.603262	 289.84812	 0.67585436	 359.07896	 H (Chabrier)
1061	 9.9442923	 89.255443	 289.95057	 0.67488957	 358.62103	 H (Chabrier)
1063	 9.9454172	 89.116391	 289.99154	 0.67450208	 358.4377	 H (Chabrier)
1065	 9.9474287	 88.867962	 290.06479	 0.673762	 358.10907	 H (Chabrier)
1066	 9.95299	 88.182753	 290.26701	 0.67172072	 357.19297	 H (Chabrier)
1067	 9.9586547	 87.487228	 290.4726	 0.66964871	 356.24863	 H (Chabrier)
1068	 9.9649948	 86.711676	 290.70223	 0.6673383	 355.17849	 H (Chabrier)
1069	 9.9662645	 86.556729	 290.74815	 0.66687671	 354.96253	 H (Chabrier)
1070	 9.9675348	 86.401836	 290.79408	 0.66641527	 354.74593	 H (Chabrier)
1071	 9.9689818	 86.225529	 290.84637	 0.66589004	 354.49846	 H (Chabrier)
1072	 9.9710505	 85.97377	 290.92108	 0.66514004	 354.14338	 H (Chabrier)
1073	 9.9740231	 85.612558	 291.02835	 0.66406397	 353.63045	 H (Chabrier)
1074	 9.999983	 82.486267	 291.96045	 0.65475058	 349.02417	 H (Chabrier)
1075	 10.020052	 80.103722	 292.67537	 0.64765284	 345.3221	 H (Chabrier)
1076	 10.024182	 79.617099	 292.82188	 0.64620317	 344.54664	 H (Chabrier)
1078	 10.025835	 79.422606	 292.88048	 0.64562151	 344.23492	 H (Chabrier)
