Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
1052	 10.931199	 12.397752	 314.70461	 0.2447713	 6505.8629	 H/He (Chabrier)
1053	 10.934521	 12.264404	 314.75749	 0.24321749	 6498.0317	 H/He (Chabrier)
1054	 10.938721	 12.097042	 314.82394	 0.2412708	 6487.9865	 H/He (Chabrier)
1055	 10.955607	 11.438582	 315.08625	 0.23364971	 6446.1282	 H/He (Chabrier)
1056	 10.959944	 11.27306	 315.15241	 0.23174361	 6435.0199	 H/He (Chabrier)
1058	 10.961688	 11.206915	 315.17887	 0.2309692	 6430.5149	 H/He (Chabrier)
1059	 10.962963	 11.158721	 315.19816	 0.23036527	 6427.2067	 H/He (Chabrier)
1060	 10.966909	 11.010385	 315.25759	 0.22850845	 6416.8808	 H/He (Chabrier)
1061	 10.970448	 10.878439	 315.31051	 0.22685936	 6407.5139	 H/He (Chabrier)
1062	 10.976069	 10.670943	 315.39386	 0.22427097	 6392.4372	 H/He (Chabrier)
1063	 10.990753	 10.140655	 315.60755	 0.21768343	 6351.9787	 H/He (Chabrier)
1064	 10.993738	 10.034896	 315.65029	 0.2163744	 6343.5779	 H/He (Chabrier)
1066	 10.994937	 9.9926207	 315.66738	 0.21584425	 6340.1889	 H/He (Chabrier)
1068	 10.999387	 9.8366816	 315.7305	 0.21376271	 6327.5138	 H/He (Chabrier)
1069	 11.002503	 9.7284641	 315.77435	 0.21232007	 6318.5529	 H/He (Chabrier)
1070	 11.005176	 9.6362312	 315.81176	 0.21109175	 6310.809	 H/He (Chabrier)
1071	 11.006874	 9.5779411	 315.83542	 0.21031363	 6305.8641	 H/He (Chabrier)
1072	 11.009667	 9.4825504	 315.87417	 0.20904096	 6297.686	 H/He (Chabrier)
1073	 11.015522	 9.2845631	 315.9547	 0.20640806	 6280.3717	 H/He (Chabrier)
1074	 11.022325	 9.0578523	 316.0471	 0.20340765	 6259.9814	 H/He (Chabrier)
1075	 11.025887	 8.9405601	 316.09498	 0.20186152	 6249.1959	 H/He (Chabrier)
1077	 11.027292	 8.8945494	 316.11378	 0.20124011	 6244.9207	 H/He (Chabrier)
1078	 11.028723	 8.8478309	 316.13288	 0.20058433	 6240.5519	 H/He (Chabrier)
1079	 11.030881	 8.7777389	 316.16154	 0.19960173	 6233.9434	 H/He (Chabrier)
1080	 11.048157	 8.2292735	 316.38656	 0.19196731	 6179.9775	 H/He (Chabrier)
1081	 11.055413	 8.005592	 316.47869	 0.18888235	 6156.8071	 H/He (Chabrier)
1082	 11.056877	 7.9609186	 316.49711	 0.18826828	 6152.098	 H/He (Chabrier)
1084	 11.058995	 7.8965657	 316.52367	 0.18734814	 6145.264	 H/He (Chabrier)
1085	 11.075816	 7.3973601	 316.73032	 0.18014795	 6089.9883	 H/He (Chabrier)
1086	 11.083738	 7.1693229	 316.8251	 0.1768864	 6063.3754	 H/He (Chabrier)
1087	 11.085339	 7.1237858	 316.84406	 0.17623723	 6057.9565	 H/He (Chabrier)
1088	 11.086945	 7.0782723	 316.86301	 0.17558821	 6052.5053	 H/He (Chabrier)
1089	 11.088439	 7.0360973	 316.88058	 0.17495579	 6047.4187	 H/He (Chabrier)
1090	 11.091755	 6.9430539	 316.91938	 0.17356265	 6036.0636	 H/He (Chabrier)
1091	 11.095538	 6.8378586	 316.9633	 0.171991	 6023.003	 H/He (Chabrier)
1092	 11.110517	 6.4311424	 317.13362	 0.16594962	 5970.2495	 H/He (Chabrier)
1093	 11.113847	 6.342798	 317.17072	 0.16464486	 5958.3088	 H/He (Chabrier)
1095	 11.115185	 6.307487	 317.18557	 0.16412232	 5953.4872	 H/He (Chabrier)
1097	 11.116788	 6.2653687	 317.20328	 0.1634655	 5947.6936	 H/He (Chabrier)
1098	 11.118074	 6.23173	 317.21743	 0.16294137	 5943.03	 H/He (Chabrier)
1099	 11.121437	 6.1442376	 317.25427	 0.16158004	 5930.7479	 H/He (Chabrier)
1100	 11.124464	 6.0661345	 317.28719	 0.16036712	 5919.5971	 H/He (Chabrier)
1101	 11.127764	 5.9817181	 317.32281	 0.15905864	 5907.3454	 H/He (Chabrier)
1102	 11.131315	 5.8916803	 317.36084	 0.15766589	 5894.0479	 H/He (Chabrier)
1103	 11.139833	 5.6791173	 317.4508	 0.15438962	 5861.7026	 H/He (Chabrier)
1104	 11.141556	 5.6366758	 317.46879	 0.15373746	 5855.0825	 H/He (Chabrier)
1107	 11.142819	 5.6057051	 317.48192	 0.15324462	 5850.2161	 H/He (Chabrier)
1108	 11.145937	 5.5296841	 317.51419	 0.15200453	 5838.1153	 H/He (Chabrier)
1109	 11.148908	 5.4578445	 317.54471	 0.15083474	 5826.4736	 H/He (Chabrier)
1110	 11.152054	 5.3824167	 317.57679	 0.14960869	 5814.033	 H/He (Chabrier)
1111	 11.155151	 5.3087833	 317.60814	 0.14841396	 5801.6721	 H/He (Chabrier)
1112	 11.158678	 5.2256941	 317.64355	 0.14706835	 5787.4656	 H/He (Chabrier)
1113	 11.166048	 5.0546311	 317.71658	 0.14430652	 5757.346	 H/He (Chabrier)
1114	 11.167538	 5.0204682	 317.73119	 0.14375633	 5751.1891	 H/He (Chabrier)
1117	 11.17122	 4.9366208	 317.76707	 0.14232385	 5735.8463	 H/He (Chabrier)
1118	 11.174283	 4.8675569	 317.79665	 0.14113819	 5722.9366	 H/He (Chabrier)
1119	 11.177269	 4.800823	 317.82527	 0.13999437	 5710.2263	 H/He (Chabrier)
1120	 11.180516	 4.7289034	 317.85614	 0.13876368	 5696.2662	 H/He (Chabrier)
1121	 11.184039	 4.6515965	 317.88936	 0.13744314	 5680.9539	 H/He (Chabrier)
1122	 11.190893	 4.5034584	 317.95313	 0.13491936	 5650.7128	 H/He (Chabrier)
1123	 11.192277	 4.4738709	 317.96589	 0.13441634	 5644.5294	 H/He (Chabrier)
1126	 11.193471	 4.4484713	 317.97684	 0.13396137	 5639.1799	 H/He (Chabrier)
1127	 11.196364	 4.3872743	 318.00325	 0.13284477	 5626.1013	 H/He (Chabrier)
1130	 11.199149	 4.3288771	 318.02847	 0.13181094	 5613.3766	 H/He (Chabrier)
1131	 11.202235	 4.2647037	 318.05621	 0.13068612	 5599.1379	 H/He (Chabrier)
1132	 11.205792	 4.191466	 318.08791	 0.12940543	 5582.5627	 H/He (Chabrier)
1133	 11.214132	 4.0226758	 318.16111	 0.12646556	 5543.0479	 H/He (Chabrier)
1134	 11.215821	 3.9889737	 318.17575	 0.12588045	 5534.9394	 H/He (Chabrier)
1137	 11.217047	 3.964635	 318.18633	 0.12543371	 5529.0361	 H/He (Chabrier)
1138	 11.219694	 3.9123813	 318.20905	 0.12445019	 5516.1971	 H/He (Chabrier)
1139	 11.222322	 3.8609309	 318.23144	 0.123483	 5503.3337	 H/He (Chabrier)
1140	 11.224983	 3.8092474	 318.25396	 0.12251258	 5490.1898	 H/He (Chabrier)
1141	 11.227746	 3.7560521	 318.27715	 0.12151493	 5476.4284	 H/He (Chabrier)
1142	 11.231066	 3.6927322	 318.30479	 0.12032884	 5459.7387	 H/He (Chabrier)
1143	 11.237212	 3.5772078	 318.35529	 0.11816866	 5428.42	 H/He (Chabrier)
1144	 11.238454	 3.5541312	 318.36539	 0.1177377	 5422.0289	 H/He (Chabrier)
1148	 11.240242	 3.5210698	 318.37986	 0.1170759	 5412.7877	 H/He (Chabrier)
1150	 11.244279	 3.4471367	 318.41227	 0.11557329	 5391.7224	 H/He (Chabrier)
1151	 11.255714	 3.2431018	 318.50193	 0.11141915	 5330.7428	 H/He (Chabrier)
1152	 11.258049	 3.2023882	 318.51986	 0.11058839	 5318.08	 H/He (Chabrier)
1153	 11.2604	 3.1617061	 318.53779	 0.10975671	 5305.2642	 H/He (Chabrier)
1155	 11.262065	 3.1331126	 318.5504	 0.109132	 5296.1565	 H/He (Chabrier)
1156	 11.26866	 3.0214706	 318.59971	 0.10668839	 5259.7906	 H/He (Chabrier)
1157	 11.277813	 2.8708541	 318.66641	 0.10337755	 5208.7763	 H/He (Chabrier)
1158	 11.280191	 2.8325295	 318.68341	 0.10253198	 5195.4532	 H/He (Chabrier)
1161	 11.281574	 2.8103918	 318.69324	 0.10203285	 5187.6953	 H/He (Chabrier)
1162	 11.284537	 2.7633555	 318.71414	 0.10093339	 5171.0368	 H/He (Chabrier)
1163	 11.286538	 2.7318865	 318.72813	 0.10019697	 5159.7574	 H/He (Chabrier)
1164	 11.289557	 2.6848565	 318.74906	 0.099095007	 5142.7045	 H/He (Chabrier)
1165	 11.298229	 2.5527543	 318.80796	 0.095989464	 5093.5968	 H/He (Chabrier)
1166	 11.300305	 2.5217786	 318.82179	 0.0952588	 5081.8347	 H/He (Chabrier)
1169	 11.302194	 2.4938116	 318.83429	 0.094575459	 5071.1337	 H/He (Chabrier)
1171	 11.310747	 2.3697895	 318.88982	 0.091482107	 5022.6143	 H/He (Chabrier)
1172	 11.312287	 2.3479198	 318.89963	 0.090935188	 5013.8845	 H/He (Chabrier)
1173	 11.313814	 2.3263567	 318.90931	 0.090409305	 5005.2272	 H/He (Chabrier)
1174	 11.315371	 2.3045058	 318.91912	 0.089879688	 4996.4026	 H/He (Chabrier)
1175	 11.319175	 2.2516912	 318.94285	 0.088595117	 4974.8613	 H/He (Chabrier)
1177	 11.320711	 2.2305842	 318.95235	 0.088069937	 4966.1691	 H/He (Chabrier)
1179	 11.32485	 2.1743714	 318.97765	 0.086624697	 4942.7391	 H/He (Chabrier)
1180	 11.334308	 2.0495243	 319.03399	 0.083392498	 4889.2641	 H/He (Chabrier)
1181	 11.337359	 2.0102887	 319.05173	 0.082369751	 4872.0669	 H/He (Chabrier)
1183	 11.338589	 1.9946057	 319.05882	 0.08195914	 4865.1425	 H/He (Chabrier)
1186	 11.341406	 1.9590246	 319.07493	 0.080983762	 4849.3043	 H/He (Chabrier)
1187	 11.343179	 1.9368514	 319.08498	 0.080374806	 4839.3391	 H/He (Chabrier)
1188	 11.345455	 1.908643	 319.09777	 0.079598796	 4826.5577	 H/He (Chabrier)
1189	 11.354091	 1.8041713	 319.14523	 0.076711024	 4778.2419	 H/He (Chabrier)
1190	 11.355908	 1.7826927	 319.15501	 0.076114444	 4768.1241	 H/He (Chabrier)
1193	 11.357128	 1.7683696	 319.16153	 0.075704016	 4761.3409	 H/He (Chabrier)
1194	 11.359125	 1.745106	 319.17212	 0.075027959	 4750.2472	 H/He (Chabrier)
1195	 11.361297	 1.7200368	 319.18355	 0.074298404	 4738.1871	 H/He (Chabrier)
1196	 11.369795	 1.6243776	 319.22724	 0.071503902	 4691.196	 H/He (Chabrier)
1197	 11.371597	 1.6045856	 319.23629	 0.070923439	 4681.2875	 H/He (Chabrier)
1198	 11.373412	 1.5848057	 319.24535	 0.070342386	 4671.3234	 H/He (Chabrier)
1201	 11.376371	 1.5529347	 319.25995	 0.06936543	 4655.1105	 H/He (Chabrier)
1202	 11.378116	 1.5343606	 319.26847	 0.068795337	 4645.5625	 H/He (Chabrier)
1203	 11.380497	 1.5092581	 319.27998	 0.068023953	 4632.5444	 H/He (Chabrier)
1204	 11.387213	 1.4400262	 319.31179	 0.065890603	 4595.9798	 H/He (Chabrier)
1205	 11.388581	 1.4261987	 319.31816	 0.065463401	 4588.5637	 H/He (Chabrier)
1206	 11.389958	 1.4123776	 319.32452	 0.065035802	 4581.1144	 H/He (Chabrier)
1208	 11.400395	 1.3107068	 319.37142	 0.061754503	 4524.8166	 H/He (Chabrier)
1209	 11.404807	 1.2693465	 319.39054	 0.060414599	 4501.1608	 H/He (Chabrier)
1212	 11.406051	 1.2578473	 319.39586	 0.060040073	 4494.5094	 H/He (Chabrier)
1214	 11.408221	 1.2379701	 319.40507	 0.059368711	 4482.9139	 H/He (Chabrier)
1215	 11.409733	 1.224259	 319.41142	 0.058905308	 4474.8363	 H/He (Chabrier)
1216	 11.411257	 1.2105549	 319.41778	 0.058442052	 4466.6989	 H/He (Chabrier)
1218	 11.41268	 1.1978521	 319.42367	 0.058021857	 4459.0953	 H/He (Chabrier)
1219	 11.41452	 1.1815741	 319.43123	 0.057482949	 4449.2604	 H/He (Chabrier)
1220	 11.416511	 1.1641298	 319.43933	 0.056904837	 4438.6077	 H/He (Chabrier)
1221	 11.418832	 1.1440229	 319.44867	 0.056237679	 4426.1845	 H/He (Chabrier)
1222	 11.420787	 1.1272771	 319.45646	 0.055681345	 4415.7207	 H/He (Chabrier)
1225	 11.422016	 1.1168381	 319.46132	 0.055327374	 4409.1423	 H/He (Chabrier)
1227	 11.424716	 1.0941477	 319.47189	 0.05454238	 4394.6525	 H/He (Chabrier)
1228	 11.428175	 1.065559	 319.48521	 0.053552284	 4376.0184	 H/He (Chabrier)
1229	 11.430243	 1.0487266	 319.49307	 0.052968709	 4364.8517	 H/He (Chabrier)
1230	 11.435134	 1.0096593	 319.51132	 0.051612186	 4338.3823	 H/He (Chabrier)
1232	 11.436326	 1.0002928	 319.5157	 0.051286478	 4331.9224	 H/He (Chabrier)
1235	 11.437805	 0.98876027	 319.52109	 0.050869609	 4323.8967	 H/He (Chabrier)
1236	 11.439756	 0.97369823	 319.52814	 0.050324471	 4313.2775	 H/He (Chabrier)
1237	 11.441584	 0.95973295	 319.53468	 0.049818836	 4303.2935	 H/He (Chabrier)
1238	 11.44419	 0.94007686	 319.5439	 0.049106778	 4289.0172	 H/He (Chabrier)
1239	 11.4495	 0.9009174	 319.56228	 0.047686516	 4259.8042	 H/He (Chabrier)
1241	 11.450797	 0.89152967	 319.56669	 0.047345638	 4252.6498	 H/He (Chabrier)
1244	 11.452308	 0.88068187	 319.57179	 0.046936406	 4244.2963	 H/He (Chabrier)
1245	 11.454405	 0.8657892	 319.5788	 0.04637394	 4232.6541	 H/He (Chabrier)
1246	 11.462597	 0.80934099	 319.6054	 0.044240022	 4186.724	 H/He (Chabrier)
1247	 11.46439	 0.79734621	 319.61106	 0.043785974	 4176.6017	 H/He (Chabrier)
1251	 11.467032	 0.77990906	 319.6193	 0.043103954	 4161.6285	 H/He (Chabrier)
1252	 11.468595	 0.76972448	 319.62411	 0.042702934	 4152.7155	 H/He (Chabrier)
1253	 11.470323	 0.75857421	 319.62938	 0.042263836	 4142.8159	 H/He (Chabrier)
1254	 11.472281	 0.74608753	 319.63529	 0.041772003	 4131.5553	 H/He (Chabrier)
1255	 11.477169	 0.71555952	 319.64976	 0.040568771	 4103.2568	 H/He (Chabrier)
1257	 11.478363	 0.70824039	 319.65323	 0.040280072	 4096.3118	 H/He (Chabrier)
1261	 11.481328	 0.69030657	 319.66174	 0.039544844	 4078.9666	 H/He (Chabrier)
1262	 11.48889	 0.64606641	 319.68278	 0.037729334	 4034.0282	 H/He (Chabrier)
1263	 11.490808	 0.6351829	 319.68796	 0.037282291	 4022.5113	 H/He (Chabrier)
1267	 11.492037	 0.62827317	 319.69126	 0.036993884	 4015.1042	 H/He (Chabrier)
1268	 11.493435	 0.62048552	 319.69497	 0.036660903	 4006.6426	 H/He (Chabrier)
1269	 11.494814	 0.61287949	 319.6986	 0.036335696	 3998.2569	 H/He (Chabrier)
1270	 11.49632	 0.60464136	 319.70253	 0.035983444	 3989.04	 H/He (Chabrier)
1271	 11.497842	 0.59640747	 319.70646	 0.035632778	 3979.6888	 H/He (Chabrier)
1272	 11.50011	 0.58428148	 319.71225	 0.035128588	 3965.6655	 H/He (Chabrier)
1273	 11.50273	 0.57049549	 319.71885	 0.034554974	 3949.36	 H/He (Chabrier)
1274	 11.503923	 0.56429463	 319.72181	 0.034296787	 3941.9011	 H/He (Chabrier)
1278	 11.51257	 0.52079452	 319.74266	 0.032411939	 3886.7928	 H/He (Chabrier)
1279	 11.515816	 0.5051009	 319.7502	 0.031729937	 3865.668	 H/He (Chabrier)
1281	 11.517134	 0.49882833	 319.75321	 0.031452822	 3857.0409	 H/He (Chabrier)
1282	 11.524369	 0.46540043	 319.7693	 0.029937587	 3808.7545	 H/He (Chabrier)
1283	 11.527758	 0.4503178	 319.77657	 0.029253028	 3785.6948	 H/He (Chabrier)
1287	 11.529268	 0.44370886	 319.77976	 0.028947046	 3775.3403	 H/He (Chabrier)
1288	 11.531714	 0.43315902	 319.78486	 0.028447402	 3758.4064	 H/He (Chabrier)
1289	 11.537921	 0.4072142	 319.79741	 0.027217555	 3714.6107	 H/He (Chabrier)
1290	 11.539648	 0.4002023	 319.8008	 0.026884627	 3702.2587	 H/He (Chabrier)
1293	 11.541688	 0.39203341	 319.80476	 0.026484572	 3687.5757	 H/He (Chabrier)
1294	 11.543564	 0.38463455	 319.80835	 0.026118234	 3673.9613	 H/He (Chabrier)
1295	 11.549246	 0.36285129	 319.81892	 0.025037416	 3632.1101	 H/He (Chabrier)
1297	 11.551409	 0.3548015	 319.82284	 0.024636898	 3615.9702	 H/He (Chabrier)
1299	 11.553177	 0.34832135	 319.82599	 0.024301951	 3602.6982	 H/He (Chabrier)
1300	 11.55462	 0.34310188	 319.82853	 0.024031655	 3591.8162	 H/He (Chabrier)
1301	 11.55687	 0.33508091	 319.83244	 0.023615313	 3574.7581	 H/He (Chabrier)
1302	 11.559666	 0.32530855	 319.8372	 0.023106335	 3553.4233	 H/He (Chabrier)
1305	 11.561522	 0.31893882	 319.84031	 0.02278259	 3539.1901	 H/He (Chabrier)
1308	 11.563005	 0.31391547	 319.84276	 0.0225277	 3527.7846	 H/He (Chabrier)
1309	 11.564435	 0.30912601	 319.8451	 0.022280513	 3516.75	 H/He (Chabrier)
1310	 11.565986	 0.30399397	 319.84761	 0.022014871	 3504.7501	 H/He (Chabrier)
1311	 11.571433	 0.28645803	 319.85619	 0.02110052	 3462.3747	 H/He (Chabrier)
1313	 11.572775	 0.2822543	 319.85825	 0.020879664	 3451.901	 H/He (Chabrier)
1316	 11.57462	 0.2765479	 319.86104	 0.020572041	 3437.455	 H/He (Chabrier)
1317	 11.577437	 0.26800262	 319.86523	 0.020108571	 3415.26	 H/He (Chabrier)
1318	 11.578834	 0.26383763	 319.86728	 0.019881718	 3404.1999	 H/He (Chabrier)
1319	 11.58226	 0.25382452	 319.8722	 0.01933349	 3376.9672	 H/He (Chabrier)
1323	 11.583794	 0.24943392	 319.87436	 0.019089628	 3364.7391	 H/He (Chabrier)
1324	 11.584998	 0.24602821	 319.87603	 0.018897469	 3355.1125	 H/He (Chabrier)
1325	 11.586191	 0.24268539	 319.87768	 0.018708397	 3345.5387	 H/He (Chabrier)
1326	 11.587615	 0.23874445	 319.87962	 0.018484875	 3334.0932	 H/He (Chabrier)
1327	 11.592037	 0.22680602	 319.8855	 0.017803296	 3298.3755	 H/He (Chabrier)
1330	 11.593232	 0.22365504	 319.88705	 0.017621937	 3288.6868	 H/He (Chabrier)
1332	 11.594678	 0.21989099	 319.88891	 0.017400492	 3276.9441	 H/He (Chabrier)
1333	 11.595871	 0.21682089	 319.89043	 0.017219395	 3267.2166	 H/He (Chabrier)
1334	 11.597515	 0.21264293	 319.89249	 0.016972211	 3253.7635	 H/He (Chabrier)
1335	 11.598831	 0.20934247	 319.89412	 0.016776307	 3242.9608	 H/He (Chabrier)
1336	 11.601984	 0.20159432	 319.89795	 0.016314018	 3216.9962	 H/He (Chabrier)
1341	 11.603321	 0.19837479	 319.89955	 0.01611955	 3205.9566	 H/He (Chabrier)
1342	 11.604594	 0.19534578	 319.90105	 0.015933827	 3195.4105	 H/He (Chabrier)
1343	 11.607457	 0.18866314	 319.90436	 0.015522248	 3171.5744	 H/He (Chabrier)
1346	 11.608899	 0.18536307	 319.90599	 0.015320394	 3159.5164	 H/He (Chabrier)
1348	 11.610923	 0.18080523	 319.90826	 0.01505148	 3142.5627	 H/He (Chabrier)
1350	 11.612273	 0.1778089	 319.90974	 0.014873689	 3131.2318	 H/He (Chabrier)
1354	 11.614745	 0.17242005	 319.91242	 0.014546063	 3110.4272	 H/He (Chabrier)
1355	 11.619925	 0.16151756	 319.91784	 0.013875303	 3066.5431	 H/He (Chabrier)
1357	 11.621212	 0.15888894	 319.91915	 0.01371183	 3055.6051	 H/He (Chabrier)
1362	 11.623482	 0.15433127	 319.92142	 0.013422229	 3036.2537	 H/He (Chabrier)
1364	 11.625643	 0.15008279	 319.92354	 0.013150139	 3017.7173	 H/He (Chabrier)
1365	 11.626841	 0.14776561	 319.9247	 0.013000976	 3007.4064	 H/He (Chabrier)
1366	 11.629597	 0.14253821	 319.92731	 0.012662336	 2983.6302	 H/He (Chabrier)
1371	 11.636151	 0.13066214	 319.93325	 0.011870661	 2926.5499	 H/He (Chabrier)
1372	 11.638348	 0.12685362	 319.93515	 0.011612845	 2907.2511	 H/He (Chabrier)
1376	 11.640054	 0.12395629	 319.93661	 0.011413491	 2892.2343	 H/He (Chabrier)
1378	 11.642529	 0.11984024	 319.93867	 0.011127103	 2870.3197	 H/He (Chabrier)
1380	 11.646254	 0.11384567	 319.94168	 0.010705835	 2837.1815	 H/He (Chabrier)
1384	 11.647961	 0.11117574	 319.94302	 0.010515478	 2821.9536	 H/He (Chabrier)
1388	 11.65382	 0.10236605	 319.94745	 0.0099074685	 2769.3283	 H/He (Chabrier)
1390	 11.65523	 0.10032375	 319.94848	 0.0097648027	 2756.6113	 H/He (Chabrier)
1394	 11.656491	 0.09852361	 319.94939	 0.009636925	 2745.2225	 H/He (Chabrier)
1395	 11.661071	 0.092185429	 319.95259	 0.0091805325	 2703.4917	 H/He (Chabrier)
1396	 11.662715	 0.089986802	 319.9537	 0.0090201402	 2688.433	 H/He (Chabrier)
1401	 11.664669	 0.087423679	 319.95499	 0.0088301657	 2670.4871	 H/He (Chabrier)
1403	 11.666581	 0.084968435	 319.95623	 0.0086459956	 2652.847	 H/He (Chabrier)
1404	 11.668377	 0.082710154	 319.95738	 0.00847525	 2636.2336	 H/He (Chabrier)
1405	 11.670514	 0.080083032	 319.95871	 0.0082748604	 2616.4437	 H/He (Chabrier)
1410	 11.672181	 0.078077032	 319.95972	 0.0081193588	 2600.9778	 H/He (Chabrier)
1412	 11.673979	 0.075956728	 319.9608	 0.0079532823	 2584.216	 H/He (Chabrier)
1414	 11.677838	 0.071554283	 319.96303	 0.0076044192	 2548.0473	 H/He (Chabrier)
1419	 11.679104	 0.070153543	 319.96374	 0.0074916394	 2536.151	 H/He (Chabrier)
1421	 11.680722	 0.068394324	 319.96464	 0.0073483901	 2520.8902	 H/He (Chabrier)
1423	 11.682086	 0.066937194	 319.96538	 0.0072313433	 2507.9751	 H/He (Chabrier)
1424	 11.683302	 0.065657771	 319.96603	 0.0071326305	 2496.4386	 H/He (Chabrier)
1425	 11.685278	 0.063617095	 319.96707	 0.0069737025	 2477.6667	 H/He (Chabrier)
1431	 11.687152	 0.061723615	 319.96803	 0.0068235012	 2459.8166	 H/He (Chabrier)
1433	 11.688996	 0.059902109	 319.96896	 0.0066771631	 2442.1852	 H/He (Chabrier)
1434	 11.691995	 0.057023589	 319.97043	 0.0064427219	 2413.4087	 H/He (Chabrier)
1439	 11.693692	 0.055440622	 319.97124	 0.0063114129	 2397.0984	 H/He (Chabrier)
1441	 11.69816	 0.051430362	 319.97328	 0.0059718906	 2353.819	 H/He (Chabrier)
1443	 11.699681	 0.05011596	 319.97396	 0.0058587501	 2339.0259	 H/He (Chabrier)
1446	 11.701085	 0.048925673	 319.97457	 0.0057546067	 2325.3456	 H/He (Chabrier)
1448	 11.702767	 0.047527255	 319.97528	 0.0056312712	 2308.891	 H/He (Chabrier)
1449	 11.705575	 0.045260395	 319.97644	 0.0054288711	 2281.354	 H/He (Chabrier)
1454	 11.707509	 0.043748399	 319.97722	 0.005291367	 2262.3764	 H/He (Chabrier)
1455	 11.709246	 0.042423321	 319.9779	 0.0051693326	 2245.2589	 H/He (Chabrier)
1459	 11.711397	 0.040824606	 319.97872	 0.0050275757	 2224.0069	 H/He (Chabrier)
1461	 11.712689	 0.03988506	 319.9792	 0.0049451029	 2211.2248	 H/He (Chabrier)
1465	 11.714115	 0.038867179	 319.97973	 0.004854298	 2197.0987	 H/He (Chabrier)
1467	 11.715572	 0.037846341	 319.98025	 0.0047623163	 2182.5954	 H/He (Chabrier)
1469	 11.718523	 0.035838896	 319.98128	 0.0045786467	 2153.1097	 H/He (Chabrier)
1475	 11.720396	 0.034606188	 319.98192	 0.0044633288	 2134.3457	 H/He (Chabrier)
1476	 11.72378	 0.032458553	 319.98303	 0.0042584947	 2100.2312	 H/He (Chabrier)
1479	 11.725151	 0.031617798	 319.98346	 0.0041769549	 2086.3916	 H/He (Chabrier)
1483	 11.729034	 0.029324201	 319.98464	 0.0039492133	 2046.9788	 H/He (Chabrier)
1484	 11.730636	 0.028415302	 319.98511	 0.0038572786	 2030.6632	 H/He (Chabrier)
1489	 11.732204	 0.027546734	 319.98556	 0.0037680963	 2014.6886	 H/He (Chabrier)
1492	 11.733813	 0.026676313	 319.98601	 0.0036776779	 1998.2464	 H/He (Chabrier)
1495	 11.736401	 0.025319693	 319.98672	 0.0035437702	 1971.7769	 H/He (Chabrier)
1501	 11.737826	 0.024594508	 319.98709	 0.0034712225	 1957.1873	 H/He (Chabrier)
1502	 11.74077	 0.02314311	 319.98784	 0.0033232218	 1926.8136	 H/He (Chabrier)
1503	 11.742035	 0.022539311	 319.98816	 0.0032605269	 1913.7289	 H/He (Chabrier)
1509	 11.745842	 0.020791175	 319.98906	 0.0030743167	 1874.1501	 H/He (Chabrier)
1510	 11.747363	 0.020121682	 319.98941	 0.0030013759	 1858.2802	 H/He (Chabrier)
1516	 11.74874	 0.019529452	 319.98972	 0.0029358235	 1843.9016	 H/He (Chabrier)
1518	 11.752225	 0.018088944	 319.99047	 0.0027730469	 1807.3724	 H/He (Chabrier)
1524	 11.754565	 0.017167698	 319.99095	 0.0026661297	 1782.8158	 H/He (Chabrier)
1527	 11.756191	 0.016548785	 319.99127	 0.0025971618	 1765.6861	 H/He (Chabrier)
1528	 11.757539	 0.016047659	 319.99153	 0.0025416607	 1751.4534	 H/He (Chabrier)
1534	 11.761752	 0.014551448	 319.99232	 0.0023704592	 1706.7731	 H/He (Chabrier)
1536	 11.762955	 0.014143691	 319.99253	 0.0023224409	 1693.9802	 H/He (Chabrier)
1541	 11.765925	 0.01317238	 319.99304	 0.0022052609	 1662.2624	 H/He (Chabrier)
1542	 11.767413	 0.012704622	 319.99328	 0.0021475521	 1646.3409	 H/He (Chabrier)
1547	 11.770964	 0.011638572	 319.99384	 0.002012362	 1608.241	 H/He (Chabrier)
1549	 11.772217	 0.011278907	 319.99403	 0.0019656849	 1594.7555	 H/He (Chabrier)
1556	 11.773673	 0.010871373	 319.99424	 0.0019135686	 1579.0537	 H/He (Chabrier)
1558	 11.776168	 0.010197886	 319.9946	 0.0018299984	 1551.992	 H/He (Chabrier)
1562	 11.777546	 0.0098388925	 319.99478	 0.0017842615	 1537.0187	 H/He (Chabrier)
1564	 11.780634	 0.009067409	 319.99519	 0.001683143	 1503.3122	 H/He (Chabrier)
1569	 11.782268	 0.0086773764	 319.99539	 0.0016304452	 1485.4419	 H/He (Chabrier)
1570	 11.784453	 0.0081753287	 319.99566	 0.0015610637	 1461.4391	 H/He (Chabrier)
1575	 11.786348	 0.0077575489	 319.99588	 0.0015018589	 1440.6045	 H/He (Chabrier)
1577	 11.788412	 0.007320749	 319.99611	 0.0014385129	 1417.8224	 H/He (Chabrier)
1583	 11.789617	 0.007074508	 319.99624	 0.0014039238	 1404.5284	 H/He (Chabrier)
1587	 11.79098	 0.0068028108	 319.99638	 0.0013663089	 1389.4359	 H/He (Chabrier)
1589	 11.793103	 0.0063946291	 319.9966	 0.0013083551	 1365.847	 H/He (Chabrier)
1595	 11.796129	 0.0058431958	 319.99689	 0.0012269316	 1332.1121	 H/He (Chabrier)
1598	 11.797396	 0.0056228905	 319.99701	 0.0011933876	 1317.9618	 H/He (Chabrier)
