Press (GPa)	Temp (K)	Density (g/cm^-3)	dT/dP (K/GPa)
1e-09	79432823.47242822	1e-09	7943282347242821.0
1e-09	89125093.8133746	1e-09	8912509381337460.0
1e-09	100000000.0	1e-09	1e+16
1.1220184543019653e-09	100.0	2.010805201595079e-09	8912509381.33744
1.1220184543019653e-09	112.2018454301963	1.8301639647432543e-09	9999999999.99998
1.1220184543019653e-09	125.89254117941675	1.7304936101494255e-09	11220184543.019619
1.1220184543019653e-09	141.2537544622754	1.7344029358670436e-09	32661434991.04663
1.1220184543019653e-09	158.48931924611142	1.3007984177851628e-09	14125375446.227528
1.1220184543019653e-09	177.82794100389228	1.818486159552055e-09	32230070983.25066
1.1220184543019653e-09	199.52623149688787	1.4679119297026876e-09	17782794100.389194
1.1220184543019653e-09	223.872113856834	1.3894726414781233e-09	19952623149.688766
1.1220184543019653e-09	251.18864315095797	1.0586685216489437e-09	22387211385.683357
1.1220184543019653e-09	281.8382931264455	1e-09	25118864315.095768
1.1220184543019653e-09	316.22776601683796	1e-09	88929845821.65282
1.1220184543019653e-09	354.8133892335753	1e-09	39759317021.29695
1.1220184543019653e-09	398.1071705534973	1e-09	35481338923.3575
1.1220184543019653e-09	446.683592150963	1e-09	39810717055.34965
1.1220184543019653e-09	501.18723362727246	1e-09	69910002323.955
1.1220184543019653e-09	562.341325190349	1e-09	50118723362.72714
1.1220184543019653e-09	630.957344480193	1e-09	57781695845.95863
1.1220184543019653e-09	707.945784384138	1e-09	63095734448.01923
1.1220184543019653e-09	794.3282347242813	1e-09	70794578438.41367
1.1220184543019653e-09	891.2509381337459	1e-09	79432823472.42805
1.1220184543019653e-09	1000.0	1e-09	89125093813.3744
1.1220184543019653e-09	1122.018454301963	1e-09	99999999999.9998
1.1220184543019653e-09	1258.9254117941675	1e-09	161755790464.44232
1.1220184543019653e-09	1412.537544622754	1e-09	125892541179.41647
1.1220184543019653e-09	1584.893192461114	1e-09	141253754462.27527
1.1220184543019653e-09	1778.2794100389228	1e-09	158489319246.1111
1.1220184543019653e-09	1995.2623149688789	1e-09	177827941003.89194
1.1220184543019653e-09	2238.72113856834	1e-09	199526231496.88766
1.1220184543019653e-09	2511.88643150958	1e-09	223872113856.8336
1.1220184543019653e-09	2818.382931264455	1e-09	257340253021.7246
1.1220184543019653e-09	3162.2776601683795	1e-09	281838293126.44495
1.1220184543019653e-09	3548.133892335753	1e-09	316227766016.8373
1.1220184543019653e-09	3981.0717055349733	1e-09	354813389233.57495
1.1220184543019653e-09	4466.835921509631	1e-09	398107170553.4966
1.1220184543019653e-09	5011.872336272725	1e-09	446683592150.9626
1.1220184543019653e-09	5623.413251903491	1e-09	501187233627.27155
1.1220184543019653e-09	6309.57344480193	1e-09	859336272676.3783
1.1220184543019653e-09	7079.457843841381	1e-09	630957344480.1924
1.1220184543019653e-09	7943.282347242814	1e-09	707945784384.1366
1.1220184543019653e-09	8912.509381337459	1e-09	794328234724.2805
1.1220184543019653e-09	10000.0	1e-09	891250938133.744
1.1220184543019653e-09	11220.18454301963	1e-09	999999999999.9979
1.1220184543019653e-09	12589.254117941662	1e-09	1122018454301.961
1.1220184543019653e-09	14125.375446227554	1e-09	1258925411794.166
1.1220184543019653e-09	15848.93192461114	1e-09	1412537544622.7527
1.1220184543019653e-09	17782.794100389227	1e-09	1584893192461.1108
1.1220184543019653e-09	19952.62314968879	1e-09	1778279410038.9192
1.1220184543019653e-09	22387.21138568338	1e-09	1995262314968.875
1.1220184543019653e-09	25118.864315095823	1e-09	2238721138568.338
1.1220184543019653e-09	28183.82931264455	1e-09	2511886431509.577
1.1220184543019653e-09	31622.776601683792	1e-09	2818382931264.449
1.1220184543019653e-09	35481.33892335753	1e-09	3162277660168.3726
1.1220184543019653e-09	39810.71705534969	1e-09	3548133892335.7456
1.1220184543019653e-09	44668.359215096345	1e-09	3981071705534.9688
1.1220184543019653e-09	50118.72336272725	1e-09	4466835921509.626
1.1220184543019653e-09	56234.13251903491	1e-09	5011872336272.715
1.1220184543019653e-09	63095.7344480193	1e-09	5623413251903.4795
1.1220184543019653e-09	70794.57843841374	1e-09	6309573444801.917
1.1220184543019653e-09	79432.82347242821	1e-09	7079457843841.372
1.1220184543019653e-09	89125.0938133746	1e-09	7943282347242.807
1.1220184543019653e-09	100000.0	1e-09	8912509381337.441
1.1220184543019653e-09	112201.84543019629	1e-09	9999999999999.979
1.1220184543019653e-09	125892.54117941661	1e-09	11220184543019.607
1.1220184543019653e-09	141253.75446227554	1e-09	12589254117941.66
1.1220184543019653e-09	158489.3192461114	1e-09	14125375446227.525
1.1220184543019653e-09	177827.94100389228	1e-09	15848931924611.111
1.1220184543019653e-09	199526.2314968879	1e-09	17782794100389.195
1.1220184543019653e-09	223872.11385683378	1e-09	19952623149688.746
1.1220184543019653e-09	251188.6431509582	1e-09	22387211385683.38
1.1220184543019653e-09	281838.2931264455	1e-09	25118864315095.77
1.1220184543019653e-09	316227.7660168379	1e-09	28183829312644.492
1.1220184543019653e-09	354813.3892335753	1e-09	31622776601683.73
1.1220184543019653e-09	398107.1705534969	1e-09	35481338923357.46
1.1220184543019653e-09	446683.5921509635	1e-09	39810717055349.695
1.1220184543019653e-09	501187.2336272725	1e-09	44668359215096.26
1.1220184543019653e-09	562341.3251903491	1e-09	50118723362727.16
1.1220184543019653e-09	630957.344480193	1e-09	56234132519034.79
1.1220184543019653e-09	707945.7843841374	1e-09	63095734448019.17
1.1220184543019653e-09	794328.2347242822	1e-09	70794578438413.73
1.1220184543019653e-09	891250.9381337459	1e-09	79432823472428.06
1.1220184543019653e-09	1000000.0	1e-09	89125093813374.4
1.1220184543019653e-09	1122018.4543019629	1e-09	99999999999999.78
1.1220184543019653e-09	1258925.411794166	1e-09	112201845430196.06
1.1220184543019653e-09	1412537.5446227554	1e-09	125892541179416.61
1.1220184543019653e-09	1584893.1924611141	1e-09	505146026557810.2
1.1220184543019653e-09	1778279.410038923	1e-09	158489319246111.12
1.1220184543019653e-09	1995262.3149688789	1e-09	177827941003891.94
1.1220184543019653e-09	2238721.138568338	1e-09	456581861321272.56
1.1220184543019653e-09	2511886.4315095823	1e-09	223872113856833.78
1.1220184543019653e-09	2818382.931264455	1e-09	251188643150957.7
1.1220184543019653e-09	3162277.6601683795	1e-09	281838293126444.94
1.1220184543019653e-09	3548133.892335753	1e-09	316227766016837.3
1.1220184543019653e-09	3981071.7055349695	1e-09	354813389233574.6
1.1220184543019653e-09	4466835.921509635	1e-09	398107170553496.94
1.1220184543019653e-09	5011872.336272725	1e-09	446683592150962.6
1.1220184543019653e-09	5623413.251903491	1e-09	501187233627271.5
1.1220184543019653e-09	6309573.44480193	1e-09	562341325190348.0
1.1220184543019653e-09	7079457.843841373	1e-09	630957344480191.8
1.1220184543019653e-09	7943282.347242822	1e-09	707945784384137.4
1.1220184543019653e-09	8912509.381337458	1e-09	794328234724280.5
1.1220184543019653e-09	10000000.0	1e-09	891250938133744.0
1.1220184543019653e-09	11220184.54301963	1e-09	999999999999998.0
1.1220184543019653e-09	12589254.117941663	1e-09	1122018454301960.8
1.1220184543019653e-09	14125375.446227554	1e-09	1258925411794166.2
1.1220184543019653e-09	15848931.924611142	1e-09	1412537544622752.8
1.1220184543019653e-09	17782794.100389227	1e-09	1584893192461111.0
1.1220184543019653e-09	19952623.149688788	1e-09	1778279410038919.2
1.1220184543019653e-09	22387211.385683376	1e-09	1995262314968874.5
1.1220184543019653e-09	25118864.315095823	1e-09	2238721138568337.8
1.1220184543019653e-09	28183829.31264455	1e-09	2511886431509577.0
1.1220184543019653e-09	31622776.60168379	1e-09	2818382931264449.5
1.1220184543019653e-09	35481338.92335753	1e-09	3528880509311692.0
1.1220184543019653e-09	39810717.05534969	1e-09	3548133892335746.0
1.1220184543019653e-09	44668359.21509635	1e-09	3981071705534969.0
1.1220184543019653e-09	50118723.36272725	1e-09	4466835921509625.5
1.1220184543019653e-09	56234132.51903491	1e-09	5011872336272715.0
1.1220184543019653e-09	63095734.448019296	1e-09	5623413251903480.0
1.1220184543019653e-09	70794578.43841374	1e-09	6309573444801917.0
1.1220184543019653e-09	79432823.47242822	1e-09	7079457843841374.0
1.1220184543019653e-09	89125093.8133746	1e-09	7943282347242806.0
1.1220184543019653e-09	100000000.0	1e-09	8912509381337440.0
1.2589254117941663e-09	100.0	3.1298246019943685e-09	7943282347.242821
1.2589254117941663e-09	112.2018454301963	1.9148731076958334e-09	8912509381.33746
1.2589254117941663e-09	125.89254117941675	1.8156828856459656e-09	10000000000.000011
1.2589254117941663e-09	141.2537544622754	1.7996166392601152e-09	29295116428.90627
1.2589254117941663e-09	158.48931924611142	1.4231805506571874e-09	12589254117.941689
1.2589254117941663e-09	177.82794100389228	1.837426603107419e-09	30419419784.714424
1.2589254117941663e-09	199.52623149688787	1.5306292205780017e-09	15848931924.611141
1.2589254117941663e-09	223.872113856834	1.44963945254553e-09	17782794100.389244
1.2589254117941663e-09	251.18864315095797	1.1470966197735553e-09	19952623149.68881
1.2589254117941663e-09	281.8382931264455	1.6667865987607874e-09	25089123927.821552
1.2589254117941663e-09	316.22776601683796	1e-09	84860566447.54713
1.2589254117941663e-09	354.8133892335753	1.5361018068586374e-09	35266425618.91212
1.2589254117941663e-09	398.1071705534973	1e-09	31622776601.683823
1.2589254117941663e-09	446.683592150963	1e-09	35481338923.35757
1.2589254117941663e-09	501.18723362727246	1e-09	64481020307.37946
1.2589254117941663e-09	562.341325190349	1e-09	44668359215.096344
1.2589254117941663e-09	630.957344480193	1e-09	53054678177.3158
1.2589254117941663e-09	707.945784384138	1e-09	56234132519.034966
1.2589254117941663e-09	794.3282347242813	1e-09	63095734448.01936
1.2589254117941663e-09	891.2509381337459	1e-09	70794578438.41388
1.2589254117941663e-09	1000.0	1e-09	79432823472.4282
1.2589254117941663e-09	1122.018454301963	1e-09	89125093813.37459
1.2589254117941663e-09	1258.9254117941675	1e-09	134055000000.00015
1.2589254117941663e-09	1412.537544622754	1e-09	112201845430.1964
1.2589254117941663e-09	1584.893192461114	1e-09	125892541179.41687
1.2589254117941663e-09	1778.2794100389228	1e-09	141253754462.27554
1.2589254117941663e-09	1995.2623149688789	1e-09	158489319246.11142
1.2589254117941663e-09	2238.72113856834	1e-09	177827941003.89246
1.2589254117941663e-09	2511.88643150958	1e-09	199526231496.8881
1.2589254117941663e-09	2818.382931264455	1e-09	234922441396.80756
1.2589254117941663e-09	3162.2776601683795	1e-09	251188643150.95822
1.2589254117941663e-09	3548.133892335753	1e-09	281838293126.4455
1.2589254117941663e-09	3981.0717055349733	1e-09	316227766016.83826
1.2589254117941663e-09	4466.835921509631	1e-09	354813389233.5757
1.2589254117941663e-09	5011.872336272725	1e-09	398107170553.49774
1.2589254117941663e-09	5623.413251903491	1e-09	446683592150.9635
1.2589254117941663e-09	6309.57344480193	1e-09	501187233627.2726
1.2589254117941663e-09	7079.457843841381	1e-09	562341325190.3497
1.2589254117941663e-09	7943.282347242814	1e-09	630957344480.1936
1.2589254117941663e-09	8912.509381337459	1e-09	707945784384.1387
1.2589254117941663e-09	10000.0	1e-09	794328234724.2821
1.2589254117941663e-09	11220.18454301963	1e-09	891250938133.7458
1.2589254117941663e-09	12589.254117941662	1e-09	1000000000000.0001
1.2589254117941663e-09	14125.375446227554	1e-09	1122018454301.965
1.2589254117941663e-09	15848.93192461114	1e-09	1258925411794.1687
1.2589254117941663e-09	17782.794100389227	1e-09	1412537544622.7554
1.2589254117941663e-09	19952.62314968879	1e-09	1584893192461.114
1.2589254117941663e-09	22387.21138568338	1e-09	1778279410038.9229
1.2589254117941663e-09	25118.864315095823	1e-09	1995262314968.883
1.2589254117941663e-09	28183.82931264455	1e-09	2238721138568.3423
1.2589254117941663e-09	31622.776601683792	1e-09	2511886431509.582
1.2589254117941663e-09	35481.33892335753	1e-09	2818382931264.4546
1.2589254117941663e-09	39810.71705534969	1e-09	3162277660168.379
1.2589254117941663e-09	44668.359215096345	1e-09	3548133892335.76
1.2589254117941663e-09	50118.72336272725	1e-09	3981071705534.977
1.2589254117941663e-09	56234.13251903491	1e-09	4466835921509.635
1.2589254117941663e-09	63095.7344480193	1e-09	5011872336272.725
1.2589254117941663e-09	70794.57843841374	1e-09	5623413251903.49
1.2589254117941663e-09	79432.82347242821	1e-09	6309573444801.941
1.2589254117941663e-09	89125.0938133746	1e-09	7079457843841.389
1.2589254117941663e-09	100000.0	1e-09	7943282347242.821
1.2589254117941663e-09	112201.84543019629	1e-09	8912509381337.459
1.2589254117941663e-09	125892.54117941661	1e-09	10000000000000.0
1.2589254117941663e-09	141253.75446227554	1e-09	11220184543019.65
1.2589254117941663e-09	158489.3192461114	1e-09	12589254117941.686
1.2589254117941663e-09	177827.94100389228	1e-09	14125375446227.555
1.2589254117941663e-09	199526.2314968879	1e-09	15848931924611.145
1.2589254117941663e-09	223872.11385683378	1e-09	17782794100389.227
1.2589254117941663e-09	251188.6431509582	1e-09	19952623149688.83
1.2589254117941663e-09	281838.2931264455	1e-09	22387211385683.42
1.2589254117941663e-09	316227.7660168379	1e-09	25118864315095.82
1.2589254117941663e-09	354813.3892335753	1e-09	28183829312644.55
1.2589254117941663e-09	398107.1705534969	1e-09	31622776601683.797
1.2589254117941663e-09	446683.5921509635	1e-09	35481338923357.6
1.2589254117941663e-09	501187.2336272725	1e-09	39810717055349.77
1.2589254117941663e-09	562341.3251903491	1e-09	44668359215096.35
1.2589254117941663e-09	630957.344480193	1e-09	50118723362727.24
1.2589254117941663e-09	707945.7843841374	1e-09	56234132519034.91
1.2589254117941663e-09	794328.2347242822	1e-09	63095734448019.43
1.2589254117941663e-09	891250.9381337459	1e-09	70794578438413.88
1.2589254117941663e-09	1000000.0	1e-09	79432823472428.2
1.2589254117941663e-09	1122018.4543019629	1e-09	89125093813374.58
1.2589254117941663e-09	1258925.411794166	1e-09	99999999999999.98
1.2589254117941663e-09	1412537.5446227554	1e-09	112201845430196.52
1.2589254117941663e-09	1584893.1924611141	1e-09	454586635870168.1
1.2589254117941663e-09	1778279.410038923	1e-09	141253754462275.56
1.2589254117941663e-09	1995262.3149688789	1e-09	158489319246111.4
1.2589254117941663e-09	2238721.138568338	1e-09	410307743116510.8
1.2589254117941663e-09	2511886.4315095823	1e-09	199526231496888.28
1.2589254117941663e-09	2818382.931264455	1e-09	223872113856834.22
1.2589254117941663e-09	3162277.6601683795	1e-09	251188643150958.22
1.2589254117941663e-09	3548133.892335753	1e-09	281838293126445.5
1.2589254117941663e-09	3981071.7055349695	1e-09	316227766016837.94
1.2589254117941663e-09	4466835.921509635	1e-09	354813389233576.0
1.2589254117941663e-09	5011872.336272725	1e-09	398107170553497.75
1.2589254117941663e-09	5623413.251903491	1e-09	446683592150963.5
1.2589254117941663e-09	6309573.44480193	1e-09	501187233627272.56
1.2589254117941663e-09	7079457.843841373	1e-09	562341325190349.06
1.2589254117941663e-09	7943282.347242822	1e-09	630957344480194.4
1.2589254117941663e-09	8912509.381337458	1e-09	707945784384138.8
1.2589254117941663e-09	10000000.0	1e-09	794328234724282.1
1.2589254117941663e-09	11220184.54301963	1e-09	891250938133745.9
1.2589254117941663e-09	12589254.117941663	1e-09	1000000000000000.0
1.2589254117941663e-09	14125375.446227554	1e-09	1122018454301965.4
1.2589254117941663e-09	15848931.924611142	1e-09	1258925411794168.8
1.2589254117941663e-09	17782794.100389227	1e-09	1412537544622755.5
1.2589254117941663e-09	19952623.149688788	1e-09	1584893192461114.0
1.2589254117941663e-09	22387211.385683376	1e-09	1778279410038922.5
1.2589254117941663e-09	25118864.315095823	1e-09	1995262314968882.8
1.2589254117941663e-09	28183829.31264455	1e-09	2238721138568342.2
1.2589254117941663e-09	31622776.60168379	1e-09	2511886431509582.0
1.2589254117941663e-09	35481338.92335753	1e-09	3169835282793132.5
1.2589254117941663e-09	39810717.05534969	1e-09	3162277660168379.5
1.2589254117941663e-09	44668359.21509635	1e-09	3548133892335760.0
1.2589254117941663e-09	50118723.36272725	1e-09	3981071705534977.0
1.2589254117941663e-09	56234132.51903491	1e-09	4466835921509635.0
1.2589254117941663e-09	63095734.448019296	1e-09	5011872336272725.0
1.2589254117941663e-09	70794578.43841374	1e-09	5623413251903491.0
1.2589254117941663e-09	79432823.47242822	1e-09	6309573444801943.0
1.2589254117941663e-09	89125093.8133746	1e-09	7079457843841388.0
1.2589254117941663e-09	100000000.0	1e-09	7943282347242821.0
1.4125375446227555e-09	100.0	3.967710712149508e-09	7079457843.841373
1.4125375446227555e-09	112.2018454301963	2.9548129926802355e-09	31773129388.971222
1.4125375446227555e-09	125.89254117941675	1.903750366709556e-09	8912509381.33745
1.4125375446227555e-09	141.2537544622754	1.870466782522527e-09	27266999999.999973
1.4125375446227555e-09	158.48931924611142	1.5461442155713114e-09	11220184543.01963
1.4125375446227555e-09	177.82794100389228	1.8669814375471306e-09	28836693697.47481
1.4125375446227555e-09	199.52623149688787	1.5984902807915731e-09	14125375446.227528
1.4125375446227555e-09	223.872113856834	1.5150605851032584e-09	15848931924.611124
1.4125375446227555e-09	251.18864315095797	1.2393672048206793e-09	17782794100.38921
1.4125375446227555e-09	281.8382931264455	1.674403025255063e-09	25766817535.5081
1.4125375446227555e-09	316.22776601683796	1.0587416544055188e-09	81514523120.63947
1.4125375446227555e-09	354.8133892335753	1.5420554834704738e-09	31398329205.22656
1.4125375446227555e-09	398.1071705534973	1e-09	28183829312.64452
1.4125375446227555e-09	446.683592150963	1e-09	31622776601.68376
1.4125375446227555e-09	501.18723362727246	1e-09	59607230137.68372
1.4125375446227555e-09	562.341325190349	1e-09	39810717055.34969
1.4125375446227555e-09	630.957344480193	1e-09	48779188313.66156
1.4125375446227555e-09	707.945784384138	1e-09	50118723362.727196
1.4125375446227555e-09	794.3282347242813	1e-09	56234132519.03485
1.4125375446227555e-09	891.2509381337459	1e-09	63095734448.0193
1.4125375446227555e-09	1000.0	1e-09	70794578438.41373
1.4125375446227555e-09	1122.018454301963	1e-09	79432823472.42805
1.4125375446227555e-09	1258.9254117941675	1e-09	113648754627.06262
1.4125375446227555e-09	1412.537544622754	1e-09	99999999999.9999
1.4125375446227555e-09	1584.893192461114	1e-09	112201845430.1963
1.4125375446227555e-09	1778.2794100389228	1e-09	125892541179.41664
1.4125375446227555e-09	1995.2623149688789	1e-09	141253754462.27527
1.4125375446227555e-09	2238.72113856834	1e-09	158489319246.11124
1.4125375446227555e-09	2511.88643150958	1e-09	177827941003.89212
1.4125375446227555e-09	2818.382931264455	1e-09	214612409860.36755
1.4125375446227555e-09	3162.2776601683795	1e-09	223872113856.8338
1.4125375446227555e-09	3548.133892335753	1e-09	251188643150.9577
1.4125375446227555e-09	3981.0717055349733	1e-09	281838293126.4452
1.4125375446227555e-09	4466.835921509631	1e-09	316227766016.83765
1.4125375446227555e-09	5011.872336272725	1e-09	354813389233.5753
1.4125375446227555e-09	5623.413251903491	1e-09	398107170553.49695
1.4125375446227555e-09	6309.57344480193	1e-09	446683592150.96265
1.4125375446227555e-09	7079.457843841381	1e-09	501187233627.27203
1.4125375446227555e-09	7943.282347242814	1e-09	562341325190.3485
1.4125375446227555e-09	8912.509381337459	1e-09	630957344480.193
1.4125375446227555e-09	10000.0	1e-09	707945784384.1373
1.4125375446227555e-09	11220.18454301963	1e-09	794328234724.2805
1.4125375446227555e-09	12589.254117941662	1e-09	891250938133.7443
1.4125375446227555e-09	14125.375446227554	1e-09	3999999999999.9995
1.4125375446227555e-09	15848.93192461114	1e-09	1122018454301.9631
1.4125375446227555e-09	17782.794100389227	1e-09	1258925411794.1663
1.4125375446227555e-09	19952.62314968879	1e-09	1412537544622.7527
1.4125375446227555e-09	22387.21138568338	1e-09	1584893192461.111
1.4125375446227555e-09	25118.864315095823	1e-09	1778279410038.923
1.4125375446227555e-09	28183.82931264455	1e-09	1995262314968.879
1.4125375446227555e-09	31622.776601683792	1e-09	2238721138568.338
1.4125375446227555e-09	35481.33892335753	1e-09	2511886431509.5767
1.4125375446227555e-09	39810.71705534969	1e-09	2818382931264.449
1.4125375446227555e-09	44668.359215096345	1e-09	3162277660168.379
1.4125375446227555e-09	50118.72336272725	1e-09	3548133892335.7534
1.4125375446227555e-09	56234.13251903491	1e-09	3981071705534.969
1.4125375446227555e-09	63095.7344480193	1e-09	4466835921509.626
1.4125375446227555e-09	70794.57843841374	1e-09	5011872336272.715
1.4125375446227555e-09	79432.82347242821	1e-09	5623413251903.49
1.4125375446227555e-09	89125.0938133746	1e-09	6309573444801.931
1.4125375446227555e-09	100000.0	1e-09	7079457843841.373
1.4125375446227555e-09	112201.84543019629	1e-09	7943282347242.806
1.4125375446227555e-09	125892.54117941661	1e-09	8912509381337.441
1.4125375446227555e-09	141253.75446227554	1e-09	10000000000000.0
1.4125375446227555e-09	158489.3192461114	1e-09	11220184543019.629
1.4125375446227555e-09	177827.94100389228	1e-09	12589254117941.664
1.4125375446227555e-09	199526.2314968879	1e-09	14125375446227.53
1.4125375446227555e-09	223872.11385683378	1e-09	15848931924611.11
1.4125375446227555e-09	251188.6431509582	1e-09	17782794100389.23
1.4125375446227555e-09	281838.2931264455	1e-09	19952623149688.79
1.4125375446227555e-09	316227.7660168379	1e-09	22387211385683.375
1.4125375446227555e-09	354813.3892335753	1e-09	25118864315095.773
1.4125375446227555e-09	398107.1705534969	1e-09	28183829312644.496
1.4125375446227555e-09	446683.5921509635	1e-09	31622776601683.797
