Press (GPa)	Temp (K)	Density (g/cm^-3)	dT/dP (K/GPa)
0.61184	165.92	1.2839	10.999
0.61184	168.57	1.2836	11.195
0.61184	171.22	1.2832	11.391
0.61184	173.88	1.2828	11.589
0.61184	176.53	1.2824	11.787
0.61184	179.18	1.282	11.986
0.61184	181.84	1.2816	12.186
0.61184	184.49	1.2812	12.387
0.61184	187.14	1.2808	12.589
0.61184	189.8	1.2804	12.791
0.61184	192.45	1.28	12.995
0.61184	195.1	1.2795	13.199
0.61184	197.76	1.2791	13.405
0.61184	200.41	1.2787	13.611
0.61184	203.06	1.2782	13.819
0.61184	205.71	1.2778	14.027
0.61184	208.37	1.2774	14.237
0.61184	211.02	1.2769	14.448
0.61184	213.67	1.2765	14.659
0.61184	216.33	1.276	14.872
0.61184	218.98	1.2755	15.086
0.61184	221.63	1.2751	15.301
0.61184	224.29	1.2746	15.517
0.61184	226.94	1.2741	15.734
0.61184	229.59	1.2736	15.952
0.61184	232.24	1.2731	16.172
0.61184	234.9	1.2726	16.393
0.61184	237.55	1.2721	16.615
0.61184	240.2	1.2716	16.839
0.61184	242.86	1.2711	17.063
0.61184	245.51	1.2706	17.289
0.61184	248.16	1.2701	17.516
0.61184	250.82	1.2696	17.745
0.61184	253.47	1.2691	17.974
0.61184	256.12	1.2685	18.205
0.61184	258.78	1.268	18.438
0.61184	261.43	1.2675	18.672
0.61184	264.08	1.2669	18.907
0.61184	266.73	1.2664	19.144
0.61184	269.39	1.2658	19.382
0.61184	272.04	1.2652	19.622
0.61184	274.69	1.2647	19.863
0.61184	277.35	1.2641	20.106
0.61184	280	1.2635	20.35
0.61918	150	1.2867	9.8129
0.61918	152.65	1.2863	10.003
0.61918	155.31	1.286	10.194
0.61918	157.96	1.2856	10.386
0.61918	160.61	1.2853	10.578
0.61918	163.27	1.2849	10.771
0.61918	165.92	1.2845	10.965
0.61918	168.57	1.2842	11.16
0.61918	171.22	1.2838	11.356
0.61918	173.88	1.2834	11.553
0.61918	176.53	1.283	11.751
0.61918	179.18	1.2826	11.949
0.61918	181.84	1.2822	12.148
0.61918	184.49	1.2818	12.348
0.61918	187.14	1.2814	12.549
0.61918	189.8	1.281	12.751
0.61918	192.45	1.2806	12.954
0.61918	195.1	1.2802	13.158
0.61918	197.76	1.2797	13.362
0.61918	200.41	1.2793	13.568
0.61918	203.06	1.2789	13.775
0.61918	205.71	1.2784	13.983
0.61918	208.37	1.278	14.192
0.61918	211.02	1.2775	14.402
0.61918	213.67	1.2771	14.613
0.61918	216.33	1.2766	14.825
0.61918	218.98	1.2762	15.038
0.61918	221.63	1.2757	15.252
0.61918	224.29	1.2752	15.467
0.61918	226.94	1.2747	15.683
0.61918	229.59	1.2743	15.901
0.61918	232.24	1.2738	16.12
0.61918	234.9	1.2733	16.34
0.61918	237.55	1.2728	16.561
0.61918	240.2	1.2723	16.784
0.61918	242.86	1.2718	17.008
0.61918	245.51	1.2713	17.232
0.61918	248.16	1.2708	17.459
0.61918	250.82	1.2702	17.686
0.61918	253.47	1.2697	17.915
0.61918	256.12	1.2692	18.145
0.61918	258.78	1.2686	18.377
0.61918	261.43	1.2681	18.609
0.61918	264.08	1.2676	18.844
0.61918	266.73	1.267	19.08
0.61918	269.39	1.2665	19.317
0.61918	272.04	1.2659	19.556
0.61918	274.69	1.2653	19.796
0.61918	277.35	1.2648	20.038
0.61918	280	1.2642	20.281
0.62653	150	1.2873	9.7827
0.62653	152.65	1.2869	9.9724
0.62653	155.31	1.2866	10.163
0.62653	157.96	1.2862	10.354
0.62653	160.61	1.2859	10.545
0.62653	163.27	1.2855	10.738
0.62653	165.92	1.2851	10.931
0.62653	168.57	1.2848	11.126
0.62653	171.22	1.2844	11.321
0.62653	173.88	1.284	11.517
0.62653	176.53	1.2836	11.714
0.62653	179.18	1.2832	11.912
0.62653	181.84	1.2828	12.11
0.62653	184.49	1.2824	12.31
0.62653	187.14	1.282	12.51
0.62653	189.8	1.2816	12.711
0.62653	192.45	1.2812	12.913
0.62653	195.1	1.2808	13.116
0.62653	197.76	1.2803	13.32
0.62653	200.41	1.2799	13.525
0.62653	203.06	1.2795	13.732
0.62653	205.71	1.279	13.939
0.62653	208.37	1.2786	14.147
0.62653	211.02	1.2781	14.356
0.62653	213.67	1.2777	14.566
0.62653	216.33	1.2772	14.777
0.62653	218.98	1.2768	14.989
0.62653	221.63	1.2763	15.203
0.62653	224.29	1.2758	15.417
0.62653	226.94	1.2754	15.633
0.62653	229.59	1.2749	15.85
0.62653	232.24	1.2744	16.068
0.62653	234.9	1.2739	16.287
0.62653	237.55	1.2734	16.507
0.62653	240.2	1.2729	16.729
0.62653	242.86	1.2724	16.952
0.62653	245.51	1.2719	17.176
0.62653	248.16	1.2714	17.402
0.62653	250.82	1.2709	17.628
0.62653	253.47	1.2703	17.856
0.62653	256.12	1.2698	18.085
0.62653	258.78	1.2693	18.316
0.62653	261.43	1.2687	18.548
0.62653	264.08	1.2682	18.781
0.62653	266.73	1.2677	19.016
0.62653	269.39	1.2671	19.252
0.62653	272.04	1.2665	19.49
0.62653	274.69	1.266	19.73
0.62653	277.35	1.2654	19.971
0.62653	280	1.2648	20.213
0.63388	150	1.2879	9.7528
0.63388	152.65	1.2875	9.9419
0.63388	155.31	1.2872	10.132
0.63388	157.96	1.2868	10.322
0.63388	160.61	1.2865	10.513
0.63388	163.27	1.2861	10.705
0.63388	165.92	1.2857	10.898
0.63388	168.57	1.2854	11.091
0.63388	171.22	1.285	11.286
0.63388	173.88	1.2846	11.481
0.63388	176.53	1.2842	11.678
0.63388	179.18	1.2838	11.875
0.63388	181.84	1.2834	12.073
0.63388	184.49	1.283	12.272
0.63388	187.14	1.2826	12.471
0.63388	189.8	1.2822	12.672
0.63388	192.45	1.2818	12.873
0.63388	195.1	1.2814	13.075
0.63388	197.76	1.281	13.279
0.63388	200.41	1.2805	13.483
0.63388	203.06	1.2801	13.688
0.63388	205.71	1.2797	13.895
0.63388	208.37	1.2792	14.102
0.63388	211.02	1.2788	14.311
0.63388	213.67	1.2783	14.52
0.63388	216.33	1.2779	14.73
0.63388	218.98	1.2774	14.942
0.63388	221.63	1.2769	15.154
0.63388	224.29	1.2765	15.368
0.63388	226.94	1.276	15.583
0.63388	229.59	1.2755	15.799
0.63388	232.24	1.275	16.016
0.63388	234.9	1.2745	16.235
0.63388	237.55	1.274	16.454
0.63388	240.2	1.2735	16.675
0.63388	242.86	1.273	16.897
0.63388	245.51	1.2725	17.12
0.63388	248.16	1.272	17.345
0.63388	250.82	1.2715	17.571
0.63388	253.47	1.271	17.798
0.63388	256.12	1.2705	18.026
0.63388	258.78	1.2699	18.255
0.63388	261.43	1.2694	18.487
0.63388	264.08	1.2689	18.719
0.63388	266.73	1.2683	18.953
0.63388	269.39	1.2678	19.188
0.63388	272.04	1.2672	19.425
0.63388	274.69	1.2666	19.664
0.63388	277.35	1.2661	19.904
0.63388	280	1.2655	20.145
0.64122	150	1.2885	9.723
0.64122	152.65	1.2881	9.9115
0.64122	155.31	1.2878	10.101
0.64122	157.96	1.2874	10.29
0.64122	160.61	1.2871	10.481
0.64122	163.27	1.2867	10.672
0.64122	165.92	1.2863	10.864
0.64122	168.57	1.286	11.057
0.64122	171.22	1.2856	11.251
0.64122	173.88	1.2852	11.446
0.64122	176.53	1.2848	11.642
0.64122	179.18	1.2844	11.838
0.64122	181.84	1.284	12.036
0.64122	184.49	1.2836	12.234
0.64122	187.14	1.2832	12.432
0.64122	189.8	1.2828	12.632
0.64122	192.45	1.2824	12.833
0.64122	195.1	1.282	13.034
0.64122	197.76	1.2816	13.237
0.64122	200.41	1.2811	13.441
0.64122	203.06	1.2807	13.645
0.64122	205.71	1.2803	13.851
0.64122	208.37	1.2798	14.058
0.64122	211.02	1.2794	14.266
0.64122	213.67	1.2789	14.474
0.64122	216.33	1.2785	14.684
0.64122	218.98	1.278	14.894
0.64122	221.63	1.2776	15.106
0.64122	224.29	1.2771	15.319
0.64122	226.94	1.2766	15.533
0.64122	229.59	1.2761	15.748
0.64122	232.24	1.2757	15.965
0.64122	234.9	1.2752	16.182
0.64122	237.55	1.2747	16.401
0.64122	240.2	1.2742	16.621
0.64122	242.86	1.2737	16.843
0.64122	245.51	1.2732	17.065
0.64122	248.16	1.2727	17.289
0.64122	250.82	1.2721	17.513
0.64122	253.47	1.2716	17.739
0.64122	256.12	1.2711	17.967
0.64122	258.78	1.2706	18.196
0.64122	261.43	1.27	18.426
0.64122	264.08	1.2695	18.657
0.64122	266.73	1.2689	18.89
0.64122	269.39	1.2684	19.125
0.64122	272.04	1.2678	19.361
0.64122	274.69	1.2673	19.598
0.64122	277.35	1.2667	19.837
0.64122	280	1.2662	20.077
0.64857	150	1.2891	9.6935
0.64857	152.65	1.2887	9.8814
0.64857	155.31	1.2884	10.07
0.64857	157.96	1.288	10.259
0.64857	160.61	1.2877	10.449
0.64857	163.27	1.2873	10.639
0.64857	165.92	1.2869	10.831
0.64857	168.57	1.2866	11.023
0.64857	171.22	1.2862	11.217
0.64857	173.88	1.2858	11.411
0.64857	176.53	1.2854	11.606
0.64857	179.18	1.285	11.802
0.64857	181.84	1.2846	11.998
0.64857	184.49	1.2842	12.196
0.64857	187.14	1.2838	12.394
0.64857	189.8	1.2834	12.593
0.64857	192.45	1.283	12.793
0.64857	195.1	1.2826	12.994
0.64857	197.76	1.2822	13.196
0.64857	200.41	1.2817	13.399
0.64857	203.06	1.2813	13.603
0.64857	205.71	1.2809	13.808
0.64857	208.37	1.2804	14.014
0.64857	211.02	1.28	14.221
0.64857	213.67	1.2795	14.429
0.64857	216.33	1.2791	14.638
0.64857	218.98	1.2786	14.847
0.64857	221.63	1.2782	15.058
0.64857	224.29	1.2777	15.27
0.64857	226.94	1.2772	15.484
0.64857	229.59	1.2768	15.698
0.64857	232.24	1.2763	15.914
0.64857	234.9	1.2758	16.131
0.64857	237.55	1.2753	16.349
0.64857	240.2	1.2748	16.568
0.64857	242.86	1.2743	16.788
0.64857	245.51	1.2738	17.01
0.64857	248.16	1.2733	17.233
0.64857	250.82	1.2728	17.457
0.64857	253.47	1.2723	17.682
0.64857	256.12	1.2717	17.908
0.64857	258.78	1.2712	18.136
0.64857	261.43	1.2707	18.365
0.64857	264.08	1.2701	18.596
0.64857	266.73	1.2696	18.828
0.64857	269.39	1.269	19.062
0.64857	272.04	1.2685	19.297
0.64857	274.69	1.2679	19.533
0.64857	277.35	1.2674	19.771
0.64857	280	1.2668	20.01
0.65592	150	1.2897	9.6641
0.65592	152.65	1.2893	9.8514
0.65592	155.31	1.289	10.039
0.65592	157.96	1.2886	10.228
0.65592	160.61	1.2883	10.417
0.65592	163.27	1.2879	10.607
0.65592	165.92	1.2875	10.798
0.65592	168.57	1.2872	10.99
0.65592	171.22	1.2868	11.182
0.65592	173.88	1.2864	11.376
0.65592	176.53	1.286	11.57
0.65592	179.18	1.2856	11.766
0.65592	181.84	1.2852	11.962
0.65592	184.49	1.2848	12.158
0.65592	187.14	1.2844	12.356
0.65592	189.8	1.284	12.554
0.65592	192.45	1.2836	12.753
0.65592	195.1	1.2832	12.954
0.65592	197.76	1.2828	13.155
0.65592	200.41	1.2824	13.357
0.65592	203.06	1.2819	13.561
0.65592	205.71	1.2815	13.765
0.65592	208.37	1.2811	13.97
0.65592	211.02	1.2806	14.176
0.65592	213.67	1.2802	14.383
0.65592	216.33	1.2797	14.592
0.65592	218.98	1.2793	14.801
0.65592	221.63	1.2788	15.011
0.65592	224.29	1.2783	15.222
0.65592	226.94	1.2779	15.435
0.65592	229.59	1.2774	15.648
0.65592	232.24	1.2769	15.863
0.65592	234.9	1.2764	16.079
0.65592	237.55	1.2759	16.297
0.65592	240.2	1.2754	16.515
0.65592	242.86	1.2749	16.734
0.65592	245.51	1.2744	16.955
0.65592	248.16	1.2739	17.177
0.65592	250.82	1.2734	17.4
0.65592	253.47	1.2729	17.625
0.65592	256.12	1.2724	17.85
0.65592	258.78	1.2718	18.077
0.65592	261.43	1.2713	18.305
0.65592	264.08	1.2708	18.535
0.65592	266.73	1.2702	18.766
0.65592	269.39	1.2697	18.999
0.65592	272.04	1.2691	19.233
0.65592	274.69	1.2686	19.469
0.65592	277.35	1.268	19.706
0.65592	280	1.2675	19.944
0.66327	150	1.2902	9.6349
0.66327	152.65	1.2899	9.8216
0.66327	155.31	1.2896	10.009
0.66327	157.96	1.2892	10.197
0.66327	160.61	1.2888	10.385
0.66327	163.27	1.2885	10.575
0.66327	165.92	1.2881	10.765
0.66327	168.57	1.2878	10.956
0.66327	171.22	1.2874	11.148
0.66327	173.88	1.287	11.341
0.66327	176.53	1.2866	11.535
0.66327	179.18	1.2862	11.73
0.66327	181.84	1.2858	11.925
0.66327	184.49	1.2854	12.121
0.66327	187.14	1.285	12.318
0.66327	189.8	1.2846	12.516
0.66327	192.45	1.2842	12.714
0.66327	195.1	1.2838	12.914
0.66327	197.76	1.2834	13.114
0.66327	200.41	1.283	13.316
0.66327	203.06	1.2825	13.518
0.66327	205.71	1.2821	13.722
0.66327	208.37	1.2817	13.927
0.66327	211.02	1.2812	14.132
0.66327	213.67	1.2808	14.338
0.66327	216.33	1.2803	14.546
0.66327	218.98	1.2799	14.754
0.66327	221.63	1.2794	14.964
0.66327	224.29	1.2789	15.174
0.66327	226.94	1.2785	15.386
0.66327	229.59	1.278	15.599
0.66327	232.24	1.2775	15.813
0.66327	234.9	1.277	16.028
0.66327	237.55	1.2766	16.245
0.66327	240.2	1.2761	16.462
0.66327	242.86	1.2756	16.681
0.66327	245.51	1.2751	16.901
0.66327	248.16	1.2746	17.122
0.66327	250.82	1.274	17.344
0.66327	253.47	1.2735	17.568
0.66327	256.12	1.273	17.792
0.66327	258.78	1.2725	18.018
0.66327	261.43	1.272	18.246
0.66327	264.08	1.2714	18.475
0.66327	266.73	1.2709	18.705
0.66327	269.39	1.2703	18.937
0.66327	272.04	1.2698	19.17
0.66327	274.69	1.2692	19.405
0.66327	277.35	1.2687	19.641
0.66327	280	1.2681	19.878
0.67061	150	1.2908	9.6059
0.67061	152.65	1.2905	9.792
0.67061	155.31	1.2901	9.9787
0.67061	157.96	1.2898	10.166
0.67061	160.61	1.2894	10.354
0.67061	163.27	1.2891	10.543
0.67061	165.92	1.2887	10.732
0.67061	168.57	1.2883	10.923
0.67061	171.22	1.288	11.115
0.67061	173.88	1.2876	11.307
0.67061	176.53	1.2872	11.5
0.67061	179.18	1.2868	11.694
0.67061	181.84	1.2864	11.889
0.67061	184.49	1.286	12.084
0.67061	187.14	1.2856	12.28
0.67061	189.8	1.2852	12.477
0.67061	192.45	1.2848	12.675
0.67061	195.1	1.2844	12.874
0.67061	197.76	1.284	13.074
0.67061	200.41	1.2836	13.275
0.67061	203.06	1.2831	13.477
0.67061	205.71	1.2827	13.68
0.67061	208.37	1.2823	13.883
0.67061	211.02	1.2818	14.088
0.67061	213.67	1.2814	14.294
0.67061	216.33	1.2809	14.501
0.67061	218.98	1.2805	14.708
0.67061	221.63	1.28	14.917
0.67061	224.29	1.2796	15.127
0.67061	226.94	1.2791	15.338
0.67061	229.59	1.2786	15.55
0.67061	232.24	1.2781	15.763
0.67061	234.9	1.2777	15.978
0.67061	237.55	1.2772	16.193
0.67061	240.2	1.2767	16.41
0.67061	242.86	1.2762	16.628
0.67061	245.51	1.2757	16.847
0.67061	248.16	1.2752	17.067
0.67061	250.82	1.2747	17.289
0.67061	253.47	1.2742	17.511
0.67061	256.12	1.2736	17.735
0.67061	258.78	1.2731	17.96
0.67061	261.43	1.2726	18.187
0.67061	264.08	1.2721	18.415
0.67061	266.73	1.2715	18.644
0.67061	269.39	1.271	18.875
0.67061	272.04	1.2704	19.107
0.67061	274.69	1.2699	19.341
0.67061	277.35	1.2693	19.576
0.67061	280	1.2688	19.812
0.67796	150	1.2914	9.5771
0.67796	152.65	1.2911	9.7626
0.67796	155.31	1.2907	9.9487
0.67796	157.96	1.2904	10.135
0.67796	160.61	1.29	10.323
0.67796	163.27	1.2897	10.511
0.67796	165.92	1.2893	10.7
0.67796	168.57	1.2889	10.89
0.67796	171.22	1.2886	11.081
0.67796	173.88	1.2882	11.273
0.67796	176.53	1.2878	11.465
0.67796	179.18	1.2874	11.658
0.67796	181.84	1.287	11.852
0.67796	184.49	1.2866	12.047
0.67796	187.14	1.2862	12.243
0.67796	189.8	1.2858	12.439
0.67796	192.45	1.2854	12.636
0.67796	195.1	1.285	12.835
0.67796	197.76	1.2846	13.034
0.67796	200.41	1.2842	13.234
0.67796	203.06	1.2838	13.435
0.67796	205.71	1.2833	13.637
0.67796	208.37	1.2829	13.841
0.67796	211.02	1.2824	14.045
0.67796	213.67	1.282	14.25
0.67796	216.33	1.2816	14.455
0.67796	218.98	1.2811	14.662
0.67796	221.63	1.2806	14.87
0.67796	224.29	1.2802	15.079
0.67796	226.94	1.2797	15.29
0.67796	229.59	1.2792	15.501
0.67796	232.24	1.2788	15.713
0.67796	234.9	1.2783	15.927
0.67796	237.55	1.2778	16.142
0.67796	240.2	1.2773	16.358
0.67796	242.86	1.2768	16.575
0.67796	245.51	1.2763	16.793
0.67796	248.16	1.2758	17.013
0.67796	250.82	1.2753	17.233
0.67796	253.47	1.2748	17.455
0.67796	256.12	1.2743	17.678
0.67796	258.78	1.2737	17.902
0.67796	261.43	1.2732	18.128
0.67796	264.08	1.2727	18.355
0.67796	266.73	1.2722	18.584
0.67796	269.39	1.2716	18.814
0.67796	272.04	1.2711	19.045
0.67796	274.69	1.2705	19.278
0.67796	277.35	1.27	19.512
0.67796	280	1.2694	19.747
0.68531	150	1.292	9.5484
0.68531	152.65	1.2917	9.7334
0.68531	155.31	1.2913	9.9188
0.68531	157.96	1.291	10.105
0.68531	160.61	1.2906	10.292
0.68531	163.27	1.2903	10.479
0.68531	165.92	1.2899	10.668
0.68531	168.57	1.2895	10.857
0.68531	171.22	1.2892	11.048
0.68531	173.88	1.2888	11.239
0.68531	176.53	1.2884	11.431
0.68531	179.18	1.288	11.623
0.68531	181.84	1.2876	11.816
0.68531	184.49	1.2872	12.011
0.68531	187.14	1.2868	12.206
0.68531	189.8	1.2864	12.401
0.68531	192.45	1.286	12.598
0.68531	195.1	1.2856	12.795
0.68531	197.76	1.2852	12.994
0.68531	200.41	1.2848	13.193
0.68531	203.06	1.2844	13.394
0.68531	205.71	1.2839	13.595
0.68531	208.37	1.2835	13.798
0.68531	211.02	1.2831	14.001
0.68531	213.67	1.2826	14.205
0.68531	216.33	1.2822	14.411
0.68531	218.98	1.2817	14.617
0.68531	221.63	1.2813	14.824
0.68531	224.29	1.2808	15.032
0.68531	226.94	1.2803	15.242
0.68531	229.59	1.2799	15.452
0.68531	232.24	1.2794	15.664
0.68531	234.9	1.2789	15.877
0.68531	237.55	1.2784	16.091
0.68531	240.2	1.2779	16.306
0.68531	242.86	1.2774	16.523
0.68531	245.51	1.2769	16.74
0.68531	248.16	1.2764	16.959
0.68531	250.82	1.2759	17.178
0.68531	253.47	1.2754	17.399
0.68531	256.12	1.2749	17.622
0.68531	258.78	1.2744	17.845
0.68531	261.43	1.2739	18.07
0.68531	264.08	1.2733	18.296
0.68531	266.73	1.2728	18.524
0.68531	269.39	1.2722	18.753
0.68531	272.04	1.2717	18.983
0.68531	274.69	1.2712	19.215
0.68531	277.35	1.2706	19.448
0.68531	280	1.27	19.683
0.69265	150	1.2926	9.52
0.69265	152.65	1.2923	9.7043
0.69265	155.31	1.2919	9.8892
0.69265	157.96	1.2916	10.075
0.69265	160.61	1.2912	10.261
0.69265	163.27	1.2909	10.448
0.69265	165.92	1.2905	10.636
0.69265	168.57	1.2901	10.825
0.69265	171.22	1.2898	11.014
0.69265	173.88	1.2894	11.205
0.69265	176.53	1.289	11.396
0.69265	179.18	1.2886	11.588
0.69265	181.84	1.2882	11.781
0.69265	184.49	1.2878	11.974
0.69265	187.14	1.2874	12.169
0.69265	189.8	1.287	12.364
0.69265	192.45	1.2866	12.56
0.69265	195.1	1.2862	12.756
0.69265	197.76	1.2858	12.954
0.69265	200.41	1.2854	13.153
0.69265	203.06	1.285	13.353
0.69265	205.71	1.2845	13.554
0.69265	208.37	1.2841	13.756
0.69265	211.02	1.2837	13.958
0.69265	213.67	1.2832	14.162
0.69265	216.33	1.2828	14.366
0.69265	218.98	1.2823	14.572
0.69265	221.63	1.2819	14.778
0.69265	224.29	1.2814	14.986
0.69265	226.94	1.2809	15.194
0.69265	229.59	1.2805	15.404
0.69265	232.24	1.28	15.615
0.69265	234.9	1.2795	15.827
0.69265	237.55	1.279	16.041
0.69265	240.2	1.2786	16.255
0.69265	242.86	1.2781	16.471
0.69265	245.51	1.2776	16.687
0.69265	248.16	1.2771	16.905
0.69265	250.82	1.2766	17.124
0.69265	253.47	1.276	17.344
0.69265	256.12	1.2755	17.565
0.69265	258.78	1.275	17.788
0.69265	261.43	1.2745	18.012
0.69265	264.08	1.274	18.237
0.69265	266.73	1.2734	18.464
0.69265	269.39	1.2729	18.692
0.69265	272.04	1.2723	18.922
0.69265	274.69	1.2718	19.153
0.69265	277.35	1.2712	19.385
0.69265	280	1.2707	19.618
0.7	150	1.2932	9.4917
0.7	152.65	1.2928	9.6755
0.7	155.31	1.2925	9.8598
0.7	157.96	1.2921	10.045
0.7	160.61	1.2918	10.23
0.7	163.27	1.2914	10.417
0.7	165.92	1.2911	10.604
0.7	168.57	1.2907	10.792
0.7	171.22	1.2903	10.981
0.7	173.88	1.29	11.171
0.7	176.53	1.2896	11.362
0.7	179.18	1.2892	11.553
0.7	181.84	1.2888	11.745
0.7	184.49	1.2884	11.938
0.7	187.14	1.288	12.132
0.7	189.8	1.2876	12.326
0.7	192.45	1.2872	12.522
0.7	195.1	1.2868	12.718
0.7	197.76	1.2864	12.915
0.7	200.41	1.286	13.113
0.7	203.06	1.2856	13.312
0.7	205.71	1.2851	13.512
0.7	208.37	1.2847	13.713
0.7	211.02	1.2843	13.915
0.7	213.67	1.2838	14.118
0.7	216.33	1.2834	14.322
0.7	218.98	1.2829	14.527
0.7	221.63	1.2825	14.733
0.7	224.29	1.282	14.939
0.7	226.94	1.2816	15.147
0.7	229.59	1.2811	15.356
0.7	232.24	1.2806	15.567
0.7	234.9	1.2801	15.778
0.7	237.55	1.2797	15.991
0.7	240.2	1.2792	16.204
0.7	242.86	1.2787	16.419
0.7	245.51	1.2782	16.635
0.7	248.16	1.2777	16.852
0.7	250.82	1.2772	17.07
0.7	253.47	1.2767	17.289
0.7	256.12	1.2762	17.51
0.7	258.78	1.2756	17.731
0.7	261.43	1.2751	17.955
0.7	264.08	1.2746	18.179
0.7	266.73	1.2741	18.405
0.7	269.39	1.2735	18.632
0.7	272.04	1.273	18.861
0.7	274.69	1.2724	19.091
0.7	277.35	1.2719	19.322
0.7	280	1.2713	19.555
