Press (GPa)	Temp (K)	Density (gcm^-3)	dT/dP_S (K/GPa)
1e-06	300	7.2260351e-06	74067448.9
1e-06	303.614458	7.13976172e-06	74946520.5
1e-06	307.228916	7.05554277e-06	75818997.7
1e-06	310.843373	6.9733033e-06	76686288.2
1e-06	314.457831	6.89297249e-06	77549185.8
1e-06	318.072289	6.81448316e-06	78408157.5
1e-06	321.686747	6.73777149e-06	79263492.2
1e-06	325.301205	6.66277673e-06	80115379.3
1e-06	328.915663	6.58944101e-06	80963951.1
1e-06	332.53012	6.51770913e-06	81809305.1
1e-06	336.144578	6.44752839e-06	82651516.8
1e-06	339.759036	6.37884846e-06	83490647.4
1e-06	343.373494	6.31162121e-06	84326748.1
1e-06	346.987952	6.2458006e-06	85159862.5
1e-06	350.60241	6.18134256e-06	85990028.9
1e-06	354.216867	6.11820489e-06	86817281.4
1e-06	357.831325	6.05634714e-06	87641650.6
1e-06	361.445783	5.99573053e-06	88463164.7
1e-06	365.060241	5.93631783e-06	89281849.8
1e-06	368.674699	5.87807334e-06	90097730.3
1e-06	372.289157	5.82096276e-06	90910829.4
1e-06	375.903614	5.76495314e-06	91721169.1
1e-06	379.518072	5.7100128e-06	92528770.9
1e-06	383.13253	5.65611129e-06	93333655.6
1e-06	386.746988	5.60321931e-06	94135843.4
1e-06	390.361446	5.55130866e-06	94935354.2
1e-06	393.975904	5.50035219e-06	95732208
1e-06	397.590361	5.45032375e-06	96526424.1
1e-06	401.204819	5.40119814e-06	97318022.1
1e-06	404.819277	5.35295109e-06	98107021.3
1e-06	408.433735	5.30555917e-06	98893441.1
1e-06	412.048193	5.2589998e-06	99677300.8
1e-06	415.662651	5.21325117e-06	100458620
1e-06	419.277108	5.16829226e-06	101237417
1e-06	422.891566	5.12410275e-06	102013712
1e-06	426.506024	5.08066302e-06	102787523
1e-06	430.120482	5.03795412e-06	103558871
1e-06	433.73494	4.99595773e-06	104327774
1e-06	437.349398	4.95465614e-06	105094250
1e-06	440.963855	4.91403222e-06	105858320
1e-06	444.578313	4.87406942e-06	106620001
1e-06	448.192771	4.83475169e-06	107379312
1e-06	451.807229	4.79606354e-06	108136272
1e-06	455.421687	4.75798993e-06	108890898
1e-06	459.036145	4.72051634e-06	109643210
1e-06	462.650602	4.68362866e-06	110393224
1e-06	466.26506	4.64731326e-06	111140958
1e-06	469.879518	4.6115569e-06	111886430
1e-06	473.493976	4.57634677e-06	112629657
1e-06	477.108434	4.54167043e-06	113370654
1e-06	480.722892	4.50751582e-06	114109439
1e-06	484.337349	4.47387126e-06	114846028
1e-06	487.951807	4.44072538e-06	115580436
1e-06	491.566265	4.40806719e-06	116312678
1e-06	495.180723	4.37588598e-06	117042771
1e-06	498.795181	4.34417138e-06	117770727
1e-06	502.409639	4.31291331e-06	118496562
1e-06	506.024096	4.28210196e-06	119220290
1e-06	509.638554	4.25172784e-06	119941923
1e-06	513.253012	4.22178169e-06	120661476
1e-06	516.86747	4.19225452e-06	121378960
1e-06	520.481928	4.16313761e-06	122094389
1e-06	524.096386	4.13442245e-06	122807774
1e-06	527.710843	4.10610079e-06	123519127
1e-06	531.325301	4.07816458e-06	124228459
1e-06	534.939759	4.05060602e-06	124935780
1e-06	538.554217	4.02341748e-06	125641103
1e-06	542.168675	3.99659157e-06	126344436
1e-06	545.783133	3.97012107e-06	127045789
1e-06	549.39759	3.94399896e-06	127745172
1e-06	553.012048	3.91821842e-06	128442594
1e-06	556.626506	3.89277278e-06	129138064
1e-06	560.240964	3.86765555e-06	129831590
1e-06	563.855422	3.84286042e-06	130523181
1e-06	567.46988	3.81838123e-06	131212844
1e-06	571.084337	3.79421198e-06	131900587
1e-06	574.698795	3.77034682e-06	132586418
1e-06	578.313253	3.74678003e-06	133270342
1e-06	581.927711	3.72350607e-06	133952368
1e-06	585.542169	3.7005195e-06	134632501
1e-06	589.156627	3.67781504e-06	135310749
1e-06	592.771084	3.65538751e-06	135987116
1e-06	596.385542	3.63323189e-06	136661609
1e-06	600	3.61134325e-06	137334234
1e-06	603.614458	3.5897168e-06	138004997
1e-06	607.228916	3.56834786e-06	138673901
1e-06	610.843373	3.54723185e-06	139340954
1e-06	614.457831	3.5263643e-06	140006159
1e-06	618.072289	3.50574086e-06	140669523
1e-06	621.686747	3.48535727e-06	141331048
1e-06	625.301205	3.46520937e-06	141990741
1e-06	628.915663	3.44529308e-06	142648605
1e-06	632.53012	3.42560445e-06	143304646
1e-06	636.144578	3.40613959e-06	143958867
1e-06	639.759036	3.3868947e-06	144611273
1e-06	643.373494	3.36786607e-06	145261869
1e-06	646.987952	3.34905009e-06	145910657
1e-06	650.60241	3.3304432e-06	146557644
1e-06	654.216867	3.31204193e-06	147202831
1e-06	657.831325	3.29384291e-06	147846225
1e-06	661.445783	3.27584281e-06	148487829
1e-06	665.060241	3.25803839e-06	149127647
1e-06	668.674699	3.24042647e-06	149765682
1e-06	672.289157	3.22300395e-06	150401940
1e-06	675.903614	3.20576779e-06	151036425
1e-06	679.518072	3.18871501e-06	151669140
1e-06	683.13253	3.1718427e-06	152300089
1e-06	686.746988	3.15514802e-06	152929278
1e-06	690.361446	3.13862817e-06	153556710
1e-06	693.975904	3.12228042e-06	154182390
1e-06	697.590361	3.1061021e-06	154806321
1e-06	701.204819	3.09009058e-06	155428509
1e-06	704.819277	3.07424329e-06	156048958
1e-06	708.433735	3.05855773e-06	156667673
1e-06	712.048193	3.04303143e-06	157284658
1e-06	715.662651	3.02766197e-06	157899918
1e-06	719.277108	3.012447e-06	158513458
1e-06	722.891566	2.99738419e-06	159125282
1e-06	726.506024	2.98247127e-06	159735397
1e-06	730.120482	2.96770601e-06	160343807
1e-06	733.73494	2.95308624e-06	160950517
1e-06	737.349398	2.93860981e-06	161555533
1e-06	740.963855	2.92427463e-06	162158859
1e-06	744.578313	2.91007863e-06	162760503
1e-06	748.192771	2.89601981e-06	163360469
1e-06	751.807229	2.88209618e-06	163958763
1e-06	755.421687	2.86830579e-06	164555391
1e-06	759.036145	2.85464676e-06	165150359
1e-06	762.650602	2.8411172e-06	165743673
1e-06	766.26506	2.82771529e-06	166335340
1e-06	769.879518	2.81443923e-06	166925366
1e-06	773.493976	2.80128725e-06	167513757
1e-06	777.108434	2.78825762e-06	168100519
1e-06	780.722892	2.77534865e-06	168685661
1e-06	784.337349	2.76255866e-06	169269188
1e-06	787.951807	2.74988602e-06	169851107
1e-06	791.566265	2.73732912e-06	170431426
1e-06	795.180723	2.72488637e-06	171010151
1e-06	798.795181	2.71255624e-06	171587291
1e-06	802.409639	2.7003372e-06	172162851
1e-06	806.024096	2.68822776e-06	172736841
1e-06	809.638554	2.67622643e-06	173309268
1e-06	813.253012	2.6643318e-06	173880138
1e-06	816.86747	2.65254243e-06	174449461
1e-06	820.481928	2.64085694e-06	175017244
1e-06	824.096386	2.62927396e-06	175583495
1e-06	827.710843	2.61779214e-06	176148223
1e-06	831.325301	2.60641018e-06	176711436
1e-06	834.939759	2.59512676e-06	177273141
1e-06	838.554217	2.58394062e-06	177833349
1e-06	842.168675	2.5728505e-06	178392066
1e-06	845.783133	2.56185517e-06	178949302
1e-06	849.39759	2.55095343e-06	179505066
1e-06	853.012048	2.54014408e-06	180059367
1e-06	856.626506	2.52942595e-06	180612213
1e-06	860.240964	2.51879789e-06	181163613
1e-06	863.855422	2.50825878e-06	181713577
1e-06	867.46988	2.49780749e-06	182262114
1e-06	871.084337	2.48744294e-06	182809233
1e-06	874.698795	2.47716406e-06	183354943
1e-06	878.313253	2.46696977e-06	183899254
1e-06	881.927711	2.45685905e-06	184442176
1e-06	885.542169	2.44683087e-06	184983717
1e-06	889.156627	2.43688423e-06	185523888
1e-06	892.771084	2.42701812e-06	186062699
1e-06	896.385542	2.41723159e-06	186600158
1e-06	900	2.40752366e-06	187136276
1e-06	903.614458	2.3978934e-06	187671063
1e-06	907.228916	2.38833988e-06	188204528
1e-06	910.843373	2.37886218e-06	188736682
1e-06	914.457831	2.36945941e-06	189267534
1e-06	918.072289	2.36013068e-06	189797095
1e-06	921.686747	2.35087512e-06	190325374
1e-06	925.301205	2.34169187e-06	190852383
1e-06	928.915663	2.33258009e-06	191378130
1e-06	932.53012	2.32353894e-06	191902627
1e-06	936.144578	2.31456761e-06	192425882
1e-06	939.759036	2.3056653e-06	192947908
1e-06	943.373494	2.2968312e-06	193468713
1e-06	946.987952	2.28806454e-06	193988309
1e-06	950.60241	2.27936455e-06	194506705
1e-06	954.216867	2.27073047e-06	195023913
1e-06	957.831325	2.26216156e-06	195539941
1e-06	961.445783	2.25365708e-06	196054801
1e-06	965.060241	2.2452163e-06	196568503
1e-06	968.674699	2.23683852e-06	197081057
1e-06	972.289157	2.22852302e-06	197592475
1e-06	975.903614	2.22026913e-06	198102765
1e-06	979.518072	2.21207615e-06	198611939
1e-06	983.13253	2.20394341e-06	199120007
1e-06	986.746988	2.19587026e-06	199626979
1e-06	990.361446	2.18785603e-06	200132866
1e-06	993.975904	2.1799001e-06	200637679
1e-06	997.590361	2.17200181e-06	201141426
1e-06	1001.20482	2.16416056e-06	201644120
1e-06	1004.81928	2.15637572e-06	202145770
1e-06	1008.43373	2.14864668e-06	202646386
1e-06	1012.04819	2.14097286e-06	203145980
1e-06	1015.66265	2.13335365e-06	203644560
1e-06	1019.27711	2.12578848e-06	204142138
1e-06	1022.89157	2.11827678e-06	204638724
1e-06	1026.50602	2.11081798e-06	205134327
1e-06	1030.12048	2.10341152e-06	205628959
1e-06	1033.73494	2.09605685e-06	206122629
1e-06	1037.3494	2.08875344e-06	206615347
1e-06	1040.96386	2.08150075e-06	207107124
1e-06	1044.57831	2.07429825e-06	207597970
1e-06	1048.19277	2.06714543e-06	208087894
1e-06	1051.80723	2.06004177e-06	208576907
1e-06	1055.42169	2.05298676e-06	209065018
1e-06	1059.03614	2.04597991e-06	209552238
1e-06	1062.6506	2.03902073e-06	210038577
1e-06	1066.26506	2.03210873e-06	210524044
1e-06	1069.87952	2.02524343e-06	211008649
1e-06	1073.49398	2.01842437e-06	211492402
1e-06	1077.10843	2.01165107e-06	211975313
1e-06	1080.72289	2.00492308e-06	212457391
1e-06	1084.33735	1.99823994e-06	212938646
1e-06	1087.95181	1.99160121e-06	213419087
1e-06	1091.56627	1.98500645e-06	213898724
1e-06	1095.18072	1.97845522e-06	214377567
1e-06	1098.79518	1.97194709e-06	214855625
1e-06	1102.40964	1.96548163e-06	215332908
1e-06	1106.0241	1.95905844e-06	215809424
1e-06	1109.63855	1.95267709e-06	216285183
1e-06	1113.25301	1.94633717e-06	216760194
1e-06	1116.86747	1.9400383e-06	217234466
1e-06	1120.48193	1.93378006e-06	217708009
1e-06	1124.09639	1.92756207e-06	218180832
1e-06	1127.71084	1.92138394e-06	218652943
1e-06	1131.3253	1.91524528e-06	219124351
1e-06	1134.93976	1.90914573e-06	219595066
1e-06	1138.55422	1.9030849e-06	220065095
1e-06	1142.16867	1.89706244e-06	220534449
1e-06	1145.78313	1.89107797e-06	221003135
1e-06	1149.39759	1.88513114e-06	221471163
1e-06	1153.01205	1.8792216e-06	221938540
1e-06	1156.62651	1.87334899e-06	222405275
1e-06	1160.24096	1.86751297e-06	222871378
1e-06	1163.85542	1.8617132e-06	223336855
1e-06	1167.46988	1.85594934e-06	223801716
1e-06	1171.08434	1.85022107e-06	224265969
1e-06	1174.6988	1.84452804e-06	224729622
1e-06	1178.31325	1.83886994e-06	225192683
1e-06	1181.92771	1.83324645e-06	225655160
1e-06	1185.54217	1.82765725e-06	226117061
1e-06	1189.15663	1.82210202e-06	226578394
1e-06	1192.77108	1.81658047e-06	227039168
1e-06	1196.38554	1.81109227e-06	227499389
1e-06	1200	1.80563714e-06	227959066
1.05705208e-06	300	7.63850753e-06	70058844.8
1.05705208e-06	303.614458	7.54729404e-06	70892294
1.05705208e-06	307.228916	7.45825429e-06	71718964.7
1.05705208e-06	310.843373	7.3713087e-06	72540410.5
1.05705208e-06	314.457831	7.28638214e-06	73357502.5
1.05705208e-06	318.072289	7.20340339e-06	74170748.8
1.05705208e-06	321.686747	7.12230483e-06	74980461.1
1.05705208e-06	325.301205	7.04302211e-06	75786841.8
1.05705208e-06	328.915663	6.96549395e-06	76590030.4
1.05705208e-06	332.53012	6.8896619e-06	77390129
1.05705208e-06	336.144578	6.81547017e-06	78187216
1.05705208e-06	339.759036	6.74286548e-06	78981354.8
1.05705208e-06	343.373494	6.67179689e-06	79772597.7
1.05705208e-06	346.987952	6.60221569e-06	80560989.6
1.05705208e-06	350.60241	6.53407524e-06	81346569.6
1.05705208e-06	354.216867	6.46733089e-06	82129372.4
1.05705208e-06	357.831325	6.40193984e-06	82909429.2
1.05705208e-06	361.445783	6.33786105e-06	83686768.5
1.05705208e-06	365.060241	6.27505516e-06	84461416.7
1.05705208e-06	368.674699	6.2134844e-06	85233398.3
1.05705208e-06	372.289157	6.15311248e-06	86002736.6
1.05705208e-06	375.903614	6.09390455e-06	86769453.6
1.05705208e-06	379.518072	6.03582711e-06	87533570.7
1.05705208e-06	383.13253	5.97884795e-06	88295108.4
1.05705208e-06	386.746988	5.92293608e-06	89054086.7
1.05705208e-06	390.361446	5.86806169e-06	89810525.3
1.05705208e-06	393.975904	5.81419605e-06	90564443.5
1.05705208e-06	397.590361	5.76131152e-06	91315860.5
1.05705208e-06	401.204819	5.70938146e-06	92064795.1
1.05705208e-06	404.819277	5.65838018e-06	92811266.3
1.05705208e-06	408.433735	5.60828292e-06	93555292.8
1.05705208e-06	412.048193	5.55906579e-06	94296893.1
1.05705208e-06	415.662651	5.51070576e-06	95036086
1.05705208e-06	419.277108	5.46318058e-06	95772889.9
1.05705208e-06	422.891566	5.41646877e-06	96507323.3
1.05705208e-06	426.506024	5.37054959e-06	97239404.6
1.05705208e-06	430.120482	5.32540299e-06	97969152.2
1.05705208e-06	433.73494	5.28100962e-06	98696584.4
1.05705208e-06	437.349398	5.23735074e-06	99421719.3
1.05705208e-06	440.963855	5.19440825e-06	100144575
1.05705208e-06	444.578313	5.15216463e-06	100865169
1.05705208e-06	448.192771	5.11060295e-06	101583520
1.05705208e-06	451.807229	5.06970679e-06	102299644
1.05705208e-06	455.421687	5.02946029e-06	103013560
1.05705208e-06	459.036145	4.98984806e-06	103725284
1.05705208e-06	462.650602	4.95085522e-06	104434834
1.05705208e-06	466.26506	4.91246733e-06	105142226
1.05705208e-06	469.879518	4.87467041e-06	105847476
1.05705208e-06	473.493976	4.8374509e-06	106550601
1.05705208e-06	477.108434	4.80079568e-06	107251617
1.05705208e-06	480.722892	4.76469197e-06	107950538
1.05705208e-06	484.337349	4.72912743e-06	108647382
1.05705208e-06	487.951807	4.69409006e-06	109342161
1.05705208e-06	491.566265	4.65956821e-06	110034891
1.05705208e-06	495.180723	4.62555058e-06	110725586
1.05705208e-06	498.795181	4.59202619e-06	111414261
1.05705208e-06	502.409639	4.5589844e-06	112100928
1.05705208e-06	506.024096	4.52641484e-06	112785600
1.05705208e-06	509.638554	4.49430746e-06	113468291
1.05705208e-06	513.253012	4.46265248e-06	114149013
1.05705208e-06	516.86747	4.43144041e-06	114827778
1.05705208e-06	520.481928	4.40066201e-06	115504598
1.05705208e-06	524.096386	4.3703083e-06	116179485
1.05705208e-06	527.710843	4.34037055e-06	116852448
1.05705208e-06	531.325301	4.31084025e-06	117523499
1.05705208e-06	534.939759	4.28170915e-06	118192649
1.05705208e-06	538.554217	4.25296921e-06	118859906
1.05705208e-06	542.168675	4.22461258e-06	119525281
1.05705208e-06	545.783133	4.19663165e-06	120188784
1.05705208e-06	549.39759	4.16901901e-06	120850422
1.05705208e-06	553.012048	4.14176742e-06	121510205
1.05705208e-06	556.626506	4.11486985e-06	122168141
1.05705208e-06	560.240964	4.08831944e-06	122824238
1.05705208e-06	563.855422	4.06210951e-06	123478504
1.05705208e-06	567.46988	4.03623355e-06	124130946
1.05705208e-06	571.084337	4.01068522e-06	124781571
1.05705208e-06	574.698795	3.98545833e-06	125430387
1.05705208e-06	578.313253	3.96054685e-06	126077400
1.05705208e-06	581.927711	3.93594491e-06	126722616
1.05705208e-06	585.542169	3.91164676e-06	127366042
1.05705208e-06	589.156627	3.88764681e-06	128007684
1.05705208e-06	592.771084	3.86393961e-06	128647547
1.05705208e-06	596.385542	3.84051982e-06	129285637
1.05705208e-06	600	3.81738227e-06	129921960
1.05705208e-06	603.614458	3.79452186e-06	130556520
1.05705208e-06	607.228916	3.77193365e-06	131189323
1.05705208e-06	610.843373	3.74961281e-06	131820374
1.05705208e-06	614.457831	3.72755462e-06	132449677
1.05705208e-06	618.072289	3.70575446e-06	133077237
1.05705208e-06	621.686747	3.68420784e-06	133703059
1.05705208e-06	625.301205	3.66291035e-06	134327147
1.05705208e-06	628.915663	3.6418577e-06	134949505
1.05705208e-06	632.53012	3.6210457e-06	135570138
1.05705208e-06	636.144578	3.60047023e-06	136189049
1.05705208e-06	639.759036	3.58012729e-06	136806243
1.05705208e-06	643.373494	3.56001296e-06	137421725
1.05705208e-06	646.987952	3.5401234e-06	138035497
1.05705208e-06	650.60241	3.52045487e-06	138647563
1.05705208e-06	654.216867	3.5010037e-06	139257929
1.05705208e-06	657.831325	3.48176631e-06	139866597
1.05705208e-06	661.445783	3.46273919e-06	140473572
1.05705208e-06	665.060241	3.44391891e-06	141078857
1.05705208e-06	668.674699	3.42530213e-06	141682456
1.05705208e-06	672.289157	3.40688555e-06	142284374
1.05705208e-06	675.903614	3.38866597e-06	142884614
1.05705208e-06	679.518072	3.37064023e-06	143483179
1.05705208e-06	683.13253	3.35280526e-06	144080075
1.05705208e-06	686.746988	3.33515806e-06	144675304
1.05705208e-06	690.361446	3.31769566e-06	145268872
1.05705208e-06	693.975904	3.30041518e-06	145860782
1.05705208e-06	697.590361	3.28331379e-06	146451038
1.05705208e-06	701.204819	3.26638873e-06	147039645
1.05705208e-06	704.819277	3.24963727e-06	147626606
1.05705208e-06	708.433735	3.23305677e-06	148211927
1.05705208e-06	712.048193	3.21664461e-06	148795612
1.05705208e-06	715.662651	3.20039825e-06	149377664
1.05705208e-06	719.277108	3.18431518e-06	149958090
1.05705208e-06	722.891566	3.16839296e-06	150536892
1.05705208e-06	726.506024	3.15262919e-06	151114077
1.05705208e-06	730.120482	3.1370215e-06	151689649
1.05705208e-06	733.73494	3.12156761e-06	152263613
1.05705208e-06	737.349398	3.10626523e-06	152835975
1.05705208e-06	740.963855	3.09111215e-06	153406738
1.05705208e-06	744.578313	3.07610621e-06	153975909
1.05705208e-06	748.192771	3.06124526e-06	154543493
1.05705208e-06	751.807229	3.04652722e-06	155109495
1.05705208e-06	755.421687	3.03195004e-06	155673921
1.05705208e-06	759.036145	3.01751169e-06	156236777
1.05705208e-06	762.650602	3.00321021e-06	156798068
1.05705208e-06	766.26506	2.98904366e-06	157357801
1.05705208e-06	769.879518	2.97501014e-06	157915981
1.05705208e-06	773.493976	2.96110779e-06	158472615
1.05705208e-06	777.108434	2.94733476e-06	159027708
1.05705208e-06	780.722892	2.93368928e-06	159581268
1.05705208e-06	784.337349	2.92016957e-06	160133300
1.05705208e-06	787.951807	2.9067739e-06	160683811
1.05705208e-06	791.566265	2.89350057e-06	161232808
1.05705208e-06	795.180723	2.88034792e-06	161780298
1.05705208e-06	798.795181	2.86731431e-06	162326287
1.05705208e-06	802.409639	2.85439812e-06	162870783
1.05705208e-06	806.024096	2.84159778e-06	163413793
1.05705208e-06	809.638554	2.82891174e-06	163955324
1.05705208e-06	813.253012	2.81633846e-06	164495383
1.05705208e-06	816.86747	2.80387647e-06	165033977
1.05705208e-06	820.481928	2.79152427e-06	165571115
1.05705208e-06	824.096386	2.77928044e-06	166106804
1.05705208e-06	827.710843	2.76714354e-06	166641052
1.05705208e-06	831.325301	2.75511219e-06	167173866
1.05705208e-06	834.939759	2.74318501e-06	167705255
1.05705208e-06	838.554217	2.73136066e-06	168235226
1.05705208e-06	842.168675	2.71963781e-06	168763787
1.05705208e-06	845.783133	2.70801516e-06	169290948
1.05705208e-06	849.39759	2.69649143e-06	169816715
1.05705208e-06	853.012048	2.68506536e-06	170341098
1.05705208e-06	856.626506	2.67373573e-06	170864105
1.05705208e-06	860.240964	2.6625013e-06	171385745
1.05705208e-06	863.855422	2.65136089e-06	171906026
1.05705208e-06	867.46988	2.64031332e-06	172424956
1.05705208e-06	871.084337	2.62935744e-06	172942545
1.05705208e-06	874.698795	2.61849211e-06	173458802
1.05705208e-06	878.313253	2.6077162e-06	173973735
1.05705208e-06	881.927711	2.59702863e-06	174487353
1.05705208e-06	885.542169	2.58642831e-06	174999666
1.05705208e-06	889.156627	2.57591417e-06	175510682
1.05705208e-06	892.771084	2.56548517e-06	176020411
1.05705208e-06	896.385542	2.55514028e-06	176528862
1.05705208e-06	900	2.54487849e-06	177036044
1.05705208e-06	903.614458	2.53469879e-06	177541966
1.05705208e-06	907.228916	2.52460021e-06	178046639
1.05705208e-06	910.843373	2.51458178e-06	178550071
1.05705208e-06	914.457831	2.50464254e-06	179052271
1.05705208e-06	918.072289	2.49478158e-06	179553250
1.05705208e-06	921.686747	2.48499796e-06	180053016
1.05705208e-06	925.301205	2.47529077e-06	180551580
1.05705208e-06	928.915663	2.46565913e-06	181048952
1.05705208e-06	932.53012	2.45610216e-06	181545139
1.05705208e-06	936.144578	2.44661899e-06	182040153
1.05705208e-06	939.759036	2.43720877e-06	182534003
1.05705208e-06	943.373494	2.42787066e-06	183026699
1.05705208e-06	946.987952	2.41860384e-06	183518251
1.05705208e-06	950.60241	2.40940748e-06	184008668
1.05705208e-06	954.216867	2.40028081e-06	184497959
1.05705208e-06	957.831325	2.39122301e-06	184986136
1.05705208e-06	961.445783	2.38223332e-06	185473207
1.05705208e-06	965.060241	2.37331097e-06	185959183
1.05705208e-06	968.674699	2.36445521e-06	186444073
1.05705208e-06	972.289157	2.35566529e-06	186927888
1.05705208e-06	975.903614	2.34694048e-06	187410636
1.05705208e-06	979.518072	2.33828007e-06	187892328
1.05705208e-06	983.13253	2.32968333e-06	188372974
1.05705208e-06	986.746988	2.32114958e-06	188852584
1.05705208e-06	990.361446	2.31267812e-06	189331166
1.05705208e-06	993.975904	2.30426828e-06	189808732
1.05705208e-06	997.590361	2.29591937e-06	190285291
1.05705208e-06	1001.20482	2.28763075e-06	190760853
1.05705208e-06	1004.81928	2.27940176e-06	191235427
1.05705208e-06	1008.43373	2.27123176e-06	191709024
1.05705208e-06	1012.04819	2.26312012e-06	192181652
1.05705208e-06	1015.66265	2.25506622e-06	192653323
1.05705208e-06	1019.27711	2.24706944e-06	193124045
1.05705208e-06	1022.89157	2.23912917e-06	193593828
1.05705208e-06	1026.50602	2.23124482e-06	194062682
1.05705208e-06	1030.12048	2.2234158e-06	194530617
1.05705208e-06	1033.73494	2.21564153e-06	194997642
1.05705208e-06	1037.3494	2.20792144e-06	195463767
1.05705208e-06	1040.96386	2.20025497e-06	195929001
1.05705208e-06	1044.57831	2.19264155e-06	196393354
1.05705208e-06	1048.19277	2.18508063e-06	196856836
1.05705208e-06	1051.80723	2.17757169e-06	197319455
1.05705208e-06	1055.42169	2.17011417e-06	197781222
1.05705208e-06	1059.03614	2.16270756e-06	198242145
1.05705208e-06	1062.6506	2.15535134e-06	198702234
1.05705208e-06	1066.26506	2.14804499e-06	199161499
1.05705208e-06	1069.87952	2.14078801e-06	199619948
1.05705208e-06	1073.49398	2.1335799e-06	200077592
1.05705208e-06	1077.10843	2.12642017e-06	200534438
1.05705208e-06	1080.72289	2.11930832e-06	200990497
1.05705208e-06	1084.33735	2.1122439e-06	201445777
1.05705208e-06	1087.95181	2.10522641e-06	201900287
1.05705208e-06	1091.56627	2.0982554e-06	202354037
1.05705208e-06	1095.18072	2.0913304e-06	202807036
1.05705208e-06	1098.79518	2.08445096e-06	203259291
1.05705208e-06	1102.40964	2.07761663e-06	203710813
1.05705208e-06	1106.0241	2.07082698e-06	204161610
1.05705208e-06	1109.63855	2.06408156e-06	204611691
1.05705208e-06	1113.25301	2.05737993e-06	205061064
1.05705208e-06	1116.86747	2.05072169e-06	205509739
1.05705208e-06	1120.48193	2.0441064e-06	205957723
1.05705208e-06	1124.09639	2.03753366e-06	206405026
1.05705208e-06	1127.71084	2.03100305e-06	206851655
1.05705208e-06	1131.3253	2.02451417e-06	207297620
1.05705208e-06	1134.93976	2.01806662e-06	207742929
1.05705208e-06	1138.55422	2.01166001e-06	208187590
1.05705208e-06	1142.16867	2.00529395e-06	208631611
1.05705208e-06	1145.78313	1.99896805e-06	209075000
1.05705208e-06	1149.39759	1.99268194e-06	209517767
1.05705208e-06	1153.01205	1.98643524e-06	209959918
1.05705208e-06	1156.62651	1.98022758e-06	210401463
1.05705208e-06	1160.24096	1.9740586e-06	210842408
1.05705208e-06	1163.85542	1.96792794e-06	211282762
1.05705208e-06	1167.46988	1.96183524e-06	211722533
1.05705208e-06	1171.08434	1.95578015e-06	212161729
1.05705208e-06	1174.6988	1.94976233e-06	212600357
1.05705208e-06	1178.31325	1.94378142e-06	213038425
1.05705208e-06	1181.92771	1.93783709e-06	213475941
1.05705208e-06	1185.54217	1.93192901e-06	213912912
1.05705208e-06	1189.15663	1.92605685e-06	214349346
1.05705208e-06	1192.77108	1.92022027e-06	214785250
1.05705208e-06	1196.38554	1.91441896e-06	215220631
1.05705208e-06	1200	1.9086526e-06	215655498
1.1173591e-06	300	8.0745375e-06	66266358.9
1.1173591e-06	303.614458	7.97809985e-06	67056758.5
1.1173591e-06	307.228916	7.88396235e-06	67840153.7
1.1173591e-06	310.843373	7.79204045e-06	68618260.6
1.1173591e-06	314.457831	7.70225442e-06	69392036
1.1173591e-06	318.072289	7.61452877e-06	70162034
1.1173591e-06	321.686747	7.52879182e-06	70928591.4
1.1173591e-06	325.301205	7.4449754e-06	71691924.4
1.1173591e-06	328.915663	7.36301461e-06	72452180.7
1.1173591e-06	332.53012	7.28284756e-06	73209467.3
1.1173591e-06	336.144578	7.20441517e-06	73963865.6
1.1173591e-06	339.759036	7.12766105e-06	74715441
1.1173591e-06	343.373494	7.05253128e-06	75464247.4
1.1173591e-06	346.987952	6.97897431e-06	76210330.7
1.1173591e-06	350.60241	6.90694078e-06	76953730.8
1.1173591e-06	354.216867	6.83638344e-06	77694483
1.1173591e-06	357.831325	6.76725701e-06	78432619
1.1173591e-06	361.445783	6.69951807e-06	79168167.8
1.1173591e-06	365.060241	6.63312498e-06	79901155.9
1.1173591e-06	368.674699	6.56803779e-06	80631607.9
1.1173591e-06	372.289157	6.5042181e-06	81359547.3
1.1173591e-06	375.903614	6.44162906e-06	82084996.1
1.1173591e-06	379.518072	6.38023523e-06	82807975.4
1.1173591e-06	383.13253	6.32000254e-06	83528505.7
1.1173591e-06	386.746988	6.26089823e-06	84246606.7
1.1173591e-06	390.361446	6.20289075e-06	84962297.7
1.1173591e-06	393.975904	6.14594974e-06	85675597.8
1.1173591e-06	397.590361	6.09004596e-06	86386525.6
1.1173591e-06	401.204819	6.03515123e-06	87095099.6
1.1173591e-06	404.819277	5.98123839e-06	87801338.2
1.1173591e-06	408.433735	5.92828127e-06	88505259.3
1.1173591e-06	412.048193	5.8762546e-06	89206881.2
1.1173591e-06	415.662651	5.82513402e-06	89906221.7
1.1173591e-06	419.277108	5.77489601e-06	90603298.8
1.1173591e-06	422.891566	5.72551785e-06	91298130.1
1.1173591e-06	426.506024	5.67697763e-06	91990733.5
1.1173591e-06	430.120482	5.62925413e-06	92681126.4
1.1173591e-06	433.73494	5.5823269e-06	93369326.4
1.1173591e-06	437.349398	5.53617613e-06	94055350.9
1.1173591e-06	440.963855	5.49078268e-06	94739217
1.1173591e-06	444.578313	5.44612804e-06	95420942
1.1173591e-06	448.192771	5.40219427e-06	96100542.7
1.1173591e-06	451.807229	5.35896406e-06	96778035.9
