Press (GPa)	Temp (K)	Density (gcm^-3)	dT/dP_S (K/GPa)
1.08678736e-05	357.831325	6.59369846e-05	8031208.17
1.08678736e-05	361.445783	6.52712273e-05	8109619.26
1.08678736e-05	365.060241	6.46190916e-05	8187500.2
1.08678736e-05	368.674699	6.39801387e-05	8264887.17
1.08678736e-05	372.289157	6.33539507e-05	8341809.5
1.08678736e-05	375.903614	6.27401294e-05	8418291.76
1.08678736e-05	379.518072	6.21382947e-05	8494355.07
1.08678736e-05	383.13253	6.15480836e-05	8570017.89
1.08678736e-05	386.746988	6.09691488e-05	8645296.61
1.08678736e-05	390.361446	6.04011581e-05	8720205.91
1.08678736e-05	393.975904	5.98437931e-05	8794759.05
1.08678736e-05	397.590361	5.92967485e-05	8868968.03
1.08678736e-05	401.204819	5.87597318e-05	8942843.83
1.08678736e-05	404.819277	5.82324617e-05	9016396.47
1.08678736e-05	408.433735	5.77146681e-05	9089635.17
1.08678736e-05	412.048193	5.72060916e-05	9162568.43
1.08678736e-05	415.662651	5.67064824e-05	9235204.07
1.08678736e-05	419.277108	5.62156003e-05	9307549.36
1.08678736e-05	422.891566	5.57332137e-05	9379611.06
1.08678736e-05	426.506024	5.52590999e-05	9451395.43
1.08678736e-05	430.120482	5.47930438e-05	9522908.33
1.08678736e-05	433.73494	5.43348384e-05	9594155.24
1.08678736e-05	437.349398	5.38842838e-05	9665141.29
1.08678736e-05	440.963855	5.34411868e-05	9735871.3
1.08678736e-05	444.578313	5.30053614e-05	9806349.8
1.08678736e-05	448.192771	5.25766274e-05	9876581.05
1.08678736e-05	451.807229	5.21548111e-05	9946569.09
1.08678736e-05	455.421687	5.17397442e-05	10016317.7
1.08678736e-05	459.036145	5.13312643e-05	10085830.6
1.08678736e-05	462.650602	5.0929214e-05	10155111
1.08678736e-05	466.26506	5.05334411e-05	10224162.3
1.08678736e-05	469.879518	5.01437984e-05	10292987.6
1.08678736e-05	473.493976	4.97601432e-05	10361589.7
1.08678736e-05	477.108434	4.93823373e-05	10429971.5
1.08678736e-05	480.722892	4.90102468e-05	10498135.6
1.08678736e-05	484.337349	4.86437419e-05	10566084.5
1.08678736e-05	487.951807	4.82826969e-05	10633820.7
1.08678736e-05	491.566265	4.79269898e-05	10701346.5
1.08678736e-05	495.180723	4.75765023e-05	10768664.1
1.08678736e-05	498.795181	4.72311194e-05	10835775.5
1.08678736e-05	502.409639	4.68907299e-05	10902682.8
1.08678736e-05	506.024096	4.65552255e-05	10969387.9
1.08678736e-05	509.638554	4.62245013e-05	11035892.6
1.08678736e-05	513.253012	4.58984552e-05	11102198.8
1.08678736e-05	516.86747	4.55769881e-05	11168307.9
1.08678736e-05	520.481928	4.52600037e-05	11234221.8
1.08678736e-05	524.096386	4.49474085e-05	11299941.8
1.08678736e-05	527.710843	4.46391116e-05	11365469.6
1.08678736e-05	531.325301	4.43350244e-05	11430806.4
1.08678736e-05	534.939759	4.40350609e-05	11495953.6
1.08678736e-05	538.554217	4.37391376e-05	11560912.4
1.08678736e-05	542.168675	4.34471729e-05	11625684.3
1.08678736e-05	545.783133	4.31590877e-05	11690270.2
1.08678736e-05	549.39759	4.28748049e-05	11754671.3
1.08678736e-05	553.012048	4.25942494e-05	11818888.7
1.08678736e-05	556.626506	4.23173481e-05	11882923.4
1.08678736e-05	560.240964	4.20440299e-05	11946776.4
1.08678736e-05	563.855422	4.17742255e-05	12010448.7
1.08678736e-05	567.46988	4.15078672e-05	12073941
1.08678736e-05	571.084337	4.12448894e-05	12137254.4
1.08678736e-05	574.698795	4.09852278e-05	12200389.6
1.08678736e-05	578.313253	4.072882e-05	12263347.4
1.08678736e-05	581.927711	4.04756051e-05	12326128.6
1.08678736e-05	585.542169	4.02255235e-05	12388733.8
1.08678736e-05	589.156627	3.99785174e-05	12451163.8
1.08678736e-05	592.771084	3.97345301e-05	12513419.3
1.08678736e-05	596.385542	3.94935067e-05	12575500.9
1.08678736e-05	600	3.92553933e-05	12637409.1
1.08678736e-05	603.614458	3.90201374e-05	12699144.7
1.08678736e-05	607.228916	3.87876876e-05	12760708.1
1.08678736e-05	610.843373	3.85579942e-05	12822100
1.08678736e-05	614.457831	3.83310081e-05	12883320.9
1.08678736e-05	618.072289	3.81066817e-05	12944371.2
1.08678736e-05	621.686747	3.78849685e-05	13005251.5
1.08678736e-05	625.301205	3.76658229e-05	13065962.2
1.08678736e-05	628.915663	3.74492006e-05	13126503.9
1.08678736e-05	632.53012	3.72350581e-05	13186877
1.08678736e-05	636.144578	3.7023353e-05	13247082
1.08678736e-05	639.759036	3.68140439e-05	13307119.2
1.08678736e-05	643.373494	3.66070903e-05	13366989.2
1.08678736e-05	646.987952	3.64024525e-05	13426692.4
1.08678736e-05	650.60241	3.62000918e-05	13486229.1
1.08678736e-05	654.216867	3.59999705e-05	13545599.8
1.08678736e-05	657.831325	3.58020514e-05	13604804.9
1.08678736e-05	661.445783	3.56062984e-05	13663844.8
1.08678736e-05	665.060241	3.5412676e-05	13722720
1.08678736e-05	668.674699	3.52211497e-05	13781430.7
1.08678736e-05	672.289157	3.50316854e-05	13839977.5
1.08678736e-05	675.903614	3.48442502e-05	13898360.7
1.08678736e-05	679.518072	3.46588113e-05	13956580.8
1.08678736e-05	683.13253	3.44753373e-05	14014638.1
1.08678736e-05	686.746988	3.42937968e-05	14072533
1.08678736e-05	690.361446	3.41141595e-05	14130266
1.08678736e-05	693.975904	3.39363956e-05	14187837.5
1.08678736e-05	697.590361	3.37604759e-05	14245247.9
1.08678736e-05	701.204819	3.35863718e-05	14302497.7
1.08678736e-05	704.819277	3.34140553e-05	14359587.1
1.08678736e-05	708.433735	3.32434989e-05	14416516.8
1.08678736e-05	712.048193	3.3074676e-05	14473287.1
1.08678736e-05	715.662651	3.290756e-05	14529898.6
1.08678736e-05	719.277108	3.27421253e-05	14586351.5
1.08678736e-05	722.891566	3.25783466e-05	14642646.5
1.08678736e-05	726.506024	3.2416199e-05	14698784
1.08678736e-05	730.120482	3.22556584e-05	14754764.4
1.08678736e-05	733.73494	3.2096701e-05	14810588.3
1.08678736e-05	737.349398	3.19393033e-05	14866256.2
1.08678736e-05	740.963855	3.17834426e-05	14921768.6
1.08678736e-05	744.578313	3.16290965e-05	14977126
1.08678736e-05	748.192771	3.14762429e-05	15032328.8
1.08678736e-05	751.807229	3.13248603e-05	15087377.8
1.08678736e-05	755.421687	3.11749275e-05	15142273.4
1.08678736e-05	759.036145	3.10264238e-05	15197016.1
1.08678736e-05	762.650602	3.08793288e-05	15251606.6
1.08678736e-05	766.26506	3.07336227e-05	15306045.4
1.08678736e-05	769.879518	3.05892857e-05	15360333.2
1.08678736e-05	773.493976	3.04462987e-05	15414470.4
1.08678736e-05	777.108434	3.03046427e-05	15468457.8
1.08678736e-05	780.722892	3.01642994e-05	15522296
1.08678736e-05	784.337349	3.00252505e-05	15575985.5
1.08678736e-05	787.951807	2.98874781e-05	15629527.1
1.08678736e-05	791.566265	2.97509648e-05	15682921.3
1.08678736e-05	795.180723	2.96156934e-05	15736168.9
1.08678736e-05	798.795181	2.9481647e-05	15789270.5
1.08678736e-05	802.409639	2.9348809e-05	15842226.9
1.08678736e-05	806.024096	2.92171632e-05	15895038.6
1.08678736e-05	809.638554	2.90866935e-05	15947706.5
1.08678736e-05	813.253012	2.89573843e-05	16000231.2
1.08678736e-05	816.86747	2.88292201e-05	16052613.4
1.08678736e-05	820.481928	2.87021858e-05	16104854
1.08678736e-05	824.096386	2.85762665e-05	16156953.5
1.08678736e-05	827.710843	2.84514475e-05	16208912.9
1.08678736e-05	831.325301	2.83277146e-05	16260732.8
1.08678736e-05	834.939759	2.82050536e-05	16312414.1
1.08678736e-05	838.554217	2.80834505e-05	16363957.5
1.08678736e-05	842.168675	2.79628919e-05	16415363.8
1.08678736e-05	845.783133	2.78433642e-05	16466633.8
1.08678736e-05	849.39759	2.77248544e-05	16517768.3
1.08678736e-05	853.012048	2.76073493e-05	16568768.2
1.08678736e-05	856.626506	2.74908364e-05	16619634.2
1.08678736e-05	860.240964	2.73753031e-05	16670367.2
1.08678736e-05	863.855422	2.72607371e-05	16720968
1.08678736e-05	867.46988	2.71471263e-05	16771437.5
1.08678736e-05	871.084337	2.70344588e-05	16821776.5
1.08678736e-05	874.698795	2.69227228e-05	16871986
1.08678736e-05	878.313253	2.68119069e-05	16922066.7
1.08678736e-05	881.927711	2.67019998e-05	16972019.5
1.08678736e-05	885.542169	2.65929903e-05	17021845.4
1.08678736e-05	889.156627	2.64848674e-05	17071545.1
1.08678736e-05	892.771084	2.63776204e-05	17121119.7
1.08678736e-05	896.385542	2.62712387e-05	17170569.9
1.08678736e-05	900	2.61657118e-05	17219896.8
1.08678736e-05	903.614458	2.60610295e-05	17269101.1
1.08678736e-05	907.228916	2.59571817e-05	17318183.9
1.08678736e-05	910.843373	2.58541584e-05	17367146
1.08678736e-05	914.457831	2.57519499e-05	17415988.4
1.08678736e-05	918.072289	2.56505464e-05	17464711.9
1.08678736e-05	921.686747	2.55499386e-05	17513317.6
1.08678736e-05	925.301205	2.54501172e-05	17561806.3
1.08678736e-05	928.915663	2.53510728e-05	17610179
1.08678736e-05	932.53012	2.52527965e-05	17658436.6
1.08678736e-05	936.144578	2.51552794e-05	17706580.1
1.08678736e-05	939.759036	2.50585127e-05	17754610.3
1.08678736e-05	943.373494	2.49624877e-05	17802528.3
1.08678736e-05	946.987952	2.48671961e-05	17850335.1
1.08678736e-05	950.60241	2.47726293e-05	17898031.4
1.08678736e-05	954.216867	2.46787793e-05	17945618.4
1.08678736e-05	957.831325	2.45856377e-05	17993096.9
1.08678736e-05	961.445783	2.44931968e-05	18040467.9
1.08678736e-05	965.060241	2.44014485e-05	18087732.4
1.08678736e-05	968.674699	2.43103851e-05	18134891.3
1.08678736e-05	972.289157	2.4219999e-05	18181945.6
1.08678736e-05	975.903614	2.41302826e-05	18228896.3
1.08678736e-05	979.518072	2.40412285e-05	18275744.2
1.08678736e-05	983.13253	2.39528295e-05	18322490.3
1.08678736e-05	986.746988	2.38650783e-05	18369135.7
1.08678736e-05	990.361446	2.37779678e-05	18415681.2
1.08678736e-05	993.975904	2.3691491e-05	18462127.9
1.08678736e-05	997.590361	2.36056411e-05	18508476.6
1.08678736e-05	1001.20482	2.35204112e-05	18554728.3
1.08678736e-05	1004.81928	2.34357946e-05	18600884
1.08678736e-05	1008.43373	2.33517848e-05	18646944.6
1.08678736e-05	1012.04819	2.32683752e-05	18692911.1
1.08678736e-05	1015.66265	2.31855595e-05	18738784.5
1.08678736e-05	1019.27711	2.31033312e-05	18784565.6
1.08678736e-05	1022.89157	2.30216843e-05	18830255.4
1.08678736e-05	1026.50602	2.29406124e-05	18875854.8
1.08678736e-05	1030.12048	2.28601097e-05	18921364.9
1.08678736e-05	1033.73494	2.278017e-05	18966786.5
1.08678736e-05	1037.3494	2.27007876e-05	19012120.5
1.08678736e-05	1040.96386	2.26219566e-05	19057367.9
1.08678736e-05	1044.57831	2.25436712e-05	19102529.7
1.08678736e-05	1048.19277	2.24659259e-05	19147606.7
1.08678736e-05	1051.80723	2.23887151e-05	19192599.8
1.08678736e-05	1055.42169	2.23120332e-05	19237510.1
1.08678736e-05	1059.03614	2.22358749e-05	19282338.3
1.08678736e-05	1062.6506	2.21602348e-05	19327085.4
1.08678736e-05	1066.26506	2.20851076e-05	19371752.4
1.08678736e-05	1069.87952	2.20104882e-05	19416340.1
1.08678736e-05	1073.49398	2.19363714e-05	19460849.3
1.08678736e-05	1077.10843	2.18627521e-05	19505281.1
1.08678736e-05	1080.72289	2.17896253e-05	19549636.3
1.08678736e-05	1084.33735	2.17169862e-05	19593915.8
1.08678736e-05	1087.95181	2.16448299e-05	19638120.4
1.08678736e-05	1091.56627	2.15731515e-05	19682251.1
1.08678736e-05	1095.18072	2.15019463e-05	19726308.7
1.08678736e-05	1098.79518	2.14312097e-05	19770294
1.08678736e-05	1102.40964	2.1360937e-05	19814208
1.08678736e-05	1106.0241	2.12911237e-05	19858051.6
1.08678736e-05	1109.63855	2.12217653e-05	19901825.5
1.08678736e-05	1113.25301	2.11528574e-05	19945530.5
1.08678736e-05	1116.86747	2.10843956e-05	19989167.7
1.08678736e-05	1120.48193	2.10163756e-05	20032737.7
1.08678736e-05	1124.09639	2.0948793e-05	20076241.4
1.08678736e-05	1127.71084	2.08816438e-05	20119679.7
1.08678736e-05	1131.3253	2.08149238e-05	20163053.4
1.08678736e-05	1134.93976	2.07486288e-05	20206363.2
1.08678736e-05	1138.55422	2.06827547e-05	20249610.1
1.08678736e-05	1142.16867	2.06172977e-05	20292794.7
1.08678736e-05	1145.78313	2.05522538e-05	20335918
1.08678736e-05	1149.39759	2.0487619e-05	20378980.7
1.08678736e-05	1153.01205	2.04233895e-05	20421983.5
1.08678736e-05	1156.62651	2.03595615e-05	20464927.3
1.08678736e-05	1160.24096	2.02961313e-05	20507812.9
1.08678736e-05	1163.85542	2.02330951e-05	20550641
1.08678736e-05	1167.46988	2.01704493e-05	20593412.4
1.08678736e-05	1171.08434	2.01081902e-05	20636127.8
1.08678736e-05	1174.6988	2.00463144e-05	20678788
1.08678736e-05	1178.31325	1.99848182e-05	20721393.8
1.08678736e-05	1181.92771	1.99236982e-05	20763945.9
1.08678736e-05	1185.54217	1.9862951e-05	20806445
1.08678736e-05	1189.15663	1.98025731e-05	20848891.9
1.08678736e-05	1192.77108	1.97425612e-05	20891287.2
1.08678736e-05	1196.38554	1.96829119e-05	20933631.8
1.08678736e-05	1200	1.96236221e-05	20975926.3
1.14879084e-05	300	0.996516598	19.7811551
1.14879084e-05	303.614458	0.995468215	22.429513
1.14879084e-05	307.228916	0.994306846	25.0062018
1.14879084e-05	310.843373	0.993039005	27.5247516
1.14879084e-05	314.457831	0.991670414	29.9967072
1.14879084e-05	318.072289	0.990206116	32.4320095
1.14879084e-05	321.686747	0.988650585	34.8392923
1.14879084e-05	325.301205	7.67864311e-05	6876305.11
1.14879084e-05	328.915663	7.59258528e-05	6966728.16
1.14879084e-05	332.53012	7.50856061e-05	7051895.18
1.14879084e-05	336.144578	7.42647677e-05	7133795.01
1.14879084e-05	339.759036	7.34625296e-05	7213555.82
1.14879084e-05	343.373494	7.26781632e-05	7291826.99
1.14879084e-05	346.987952	7.19109993e-05	7368990.5
1.14879084e-05	350.60241	7.11604154e-05	7445277.7
1.14879084e-05	354.216867	7.04258282e-05	7520834.07
1.14879084e-05	357.831325	6.97066882e-05	7595755.42
1.14879084e-05	361.445783	6.90024763e-05	7670108.13
1.14879084e-05	365.060241	6.83127e-05	7743940.77
1.14879084e-05	368.674699	6.76368917e-05	7817290.64
1.14879084e-05	372.289157	6.69746068e-05	7890187.74
1.14879084e-05	375.903614	6.63254215e-05	7962656.99
1.14879084e-05	379.518072	6.56889315e-05	8034719.7
1.14879084e-05	383.13253	6.50647509e-05	8106394.44
1.14879084e-05	386.746988	6.44525106e-05	8177697.65
1.14879084e-05	390.361446	6.38518576e-05	8248644.01
1.14879084e-05	393.975904	6.32624538e-05	8319246.76
1.14879084e-05	397.590361	6.26839753e-05	8389517.87
1.14879084e-05	401.204819	6.21161111e-05	8459468.28
1.14879084e-05	404.819277	6.15585631e-05	8529107.97
1.14879084e-05	408.433735	6.10110447e-05	8598446.1
1.14879084e-05	412.048193	6.04732805e-05	8667491.1
1.14879084e-05	415.662651	5.99450057e-05	8736250.75
1.14879084e-05	419.277108	5.94259656e-05	8804732.24
1.14879084e-05	422.891566	5.89159148e-05	8872942.26
1.14879084e-05	426.506024	5.8414617e-05	8940887
1.14879084e-05	430.120482	5.79218445e-05	9008572.27
1.14879084e-05	433.73494	5.74373778e-05	9076003.45
1.14879084e-05	437.349398	5.69610049e-05	9143185.6
1.14879084e-05	440.963855	5.64925215e-05	9210123.47
1.14879084e-05	444.578313	5.60317302e-05	9276821.5
1.14879084e-05	448.192771	5.55784404e-05	9343283.9
1.14879084e-05	451.807229	5.51324679e-05	9409514.6
1.14879084e-05	455.421687	5.46936347e-05	9475517.34
1.14879084e-05	459.036145	5.42617687e-05	9541295.65
1.14879084e-05	462.650602	5.38367033e-05	9606852.87
1.14879084e-05	466.26506	5.34182773e-05	9672192.16
1.14879084e-05	469.879518	5.30063349e-05	9737316.52
1.14879084e-05	473.493976	5.2600725e-05	9802228.81
1.14879084e-05	477.108434	5.22013013e-05	9866931.74
1.14879084e-05	480.722892	5.18079221e-05	9931427.89
1.14879084e-05	484.337349	5.14204501e-05	9995719.72
1.14879084e-05	487.951807	5.10387522e-05	10059809.6
1.14879084e-05	491.566265	5.06626991e-05	10123699.7
1.14879084e-05	495.180723	5.02921658e-05	10187392.2
1.14879084e-05	498.795181	4.99270308e-05	10250889.1
1.14879084e-05	502.409639	4.9567176e-05	10314192.4
1.14879084e-05	506.024096	4.92124871e-05	10377303.9
1.14879084e-05	509.638554	4.88628529e-05	10440225.4
1.14879084e-05	513.253012	4.85181656e-05	10502958.6
1.14879084e-05	516.86747	4.81783202e-05	10565505.1
1.14879084e-05	520.481928	4.78432149e-05	10627866.4
1.14879084e-05	524.096386	4.75127508e-05	10690044
1.14879084e-05	527.710843	4.71868315e-05	10752039.4
1.14879084e-05	531.325301	4.68653636e-05	10813853.9
1.14879084e-05	534.939759	4.6548256e-05	10875488.7
1.14879084e-05	538.554217	4.62354202e-05	10936945.1
1.14879084e-05	542.168675	4.59267701e-05	10998224.3
1.14879084e-05	545.783133	4.5622222e-05	11059327.3
1.14879084e-05	549.39759	4.53216942e-05	11120255.4
1.14879084e-05	553.012048	4.50251074e-05	11181009.5
1.14879084e-05	556.626506	4.47323843e-05	11241590.5
1.14879084e-05	560.240964	4.44434496e-05	11301999.5
1.14879084e-05	563.855422	4.41582301e-05	11362237.3
1.14879084e-05	567.46988	4.38766542e-05	11422304.9
1.14879084e-05	571.084337	4.35986523e-05	11482202.9
1.14879084e-05	574.698795	4.33241567e-05	11541932.2
1.14879084e-05	578.313253	4.30531012e-05	11601493.6
1.14879084e-05	581.927711	4.27854214e-05	11660887.8
1.14879084e-05	585.542169	4.25210545e-05	11720115.4
1.14879084e-05	589.156627	4.2259939e-05	11779177.2
1.14879084e-05	592.771084	4.20020154e-05	11838073.8
1.14879084e-05	596.385542	4.17472252e-05	11896805.7
1.14879084e-05	600	4.14955116e-05	11955373.7
1.14879084e-05	603.614458	4.1246819e-05	12013778.1
1.14879084e-05	607.228916	4.10010933e-05	12072019.7
1.14879084e-05	610.843373	4.07582815e-05	12130098.9
1.14879084e-05	614.457831	4.05183321e-05	12188016.2
1.14879084e-05	618.072289	4.02811946e-05	12245772.1
1.14879084e-05	621.686747	4.00468197e-05	12303367.2
1.14879084e-05	625.301205	3.98151594e-05	12360801.8
1.14879084e-05	628.915663	3.95861667e-05	12418076.4
1.14879084e-05	632.53012	3.93597957e-05	12475191.5
1.14879084e-05	636.144578	3.91360016e-05	12532147.4
1.14879084e-05	639.759036	3.89147405e-05	12588944.7
1.14879084e-05	643.373494	3.86959695e-05	12645583.7
1.14879084e-05	646.987952	3.84796469e-05	12702064.8
1.14879084e-05	650.60241	3.82657316e-05	12758388.4
1.14879084e-05	654.216867	3.80541837e-05	12814555
1.14879084e-05	657.831325	3.7844964e-05	12870564.8
1.14879084e-05	661.445783	3.76380342e-05	12926418.4
1.14879084e-05	665.060241	3.74333569e-05	12982116.1
1.14879084e-05	668.674699	3.72308955e-05	13037658.2
1.14879084e-05	672.289157	3.7030614e-05	13093045.1
1.14879084e-05	675.903614	3.68324775e-05	13148277.3
1.14879084e-05	679.518072	3.66364517e-05	13203355.2
1.14879084e-05	683.13253	3.64425028e-05	13258279
1.14879084e-05	686.746988	3.62505981e-05	13313049.2
1.14879084e-05	690.361446	3.60607054e-05	13367666.2
1.14879084e-05	693.975904	3.58727931e-05	13422130.4
1.14879084e-05	697.590361	3.56868305e-05	13476442.2
1.14879084e-05	701.204819	3.55027872e-05	13530602
1.14879084e-05	704.819277	3.53206337e-05	13584610.1
1.14879084e-05	708.433735	3.51403409e-05	13638467.1
1.14879084e-05	712.048193	3.49618806e-05	13692173.3
1.14879084e-05	715.662651	3.47852249e-05	13745729.2
1.14879084e-05	719.277108	3.46103464e-05	13799135.1
1.14879084e-05	722.891566	3.44372186e-05	13852391.6
1.14879084e-05	726.506024	3.42658151e-05	13905499.1
1.14879084e-05	730.120482	3.40961105e-05	13958458
1.14879084e-05	733.73494	3.39280794e-05	14011268.8
1.14879084e-05	737.349398	3.37616973e-05	14063932
1.14879084e-05	740.963855	3.35969399e-05	14116448.1
1.14879084e-05	744.578313	3.34337836e-05	14168817.5
1.14879084e-05	748.192771	3.32722051e-05	14221040.8
1.14879084e-05	751.807229	3.31121817e-05	14273118.4
1.14879084e-05	755.421687	3.29536909e-05	14325051
1.14879084e-05	759.036145	3.27967108e-05	14376838.9
1.14879084e-05	762.650602	3.264122e-05	14428482.9
1.14879084e-05	766.26506	3.24871973e-05	14479983.3
1.14879084e-05	769.879518	3.23346219e-05	14531340.8
1.14879084e-05	773.493976	3.21834737e-05	14582555.9
1.14879084e-05	777.108434	3.20337326e-05	14633629.3
1.14879084e-05	780.722892	3.1885379e-05	14684561.4
1.14879084e-05	784.337349	3.17383938e-05	14735353
1.14879084e-05	787.951807	3.15927581e-05	14786004.5
1.14879084e-05	791.566265	3.14484533e-05	14836516.8
1.14879084e-05	795.180723	3.13054614e-05	14886890.2
1.14879084e-05	798.795181	3.11637644e-05	14937125.6
1.14879084e-05	802.409639	3.10233449e-05	14987223.5
1.14879084e-05	806.024096	3.08841856e-05	15037184.7
1.14879084e-05	809.638554	3.07462696e-05	15087009.7
1.14879084e-05	813.253012	3.06095804e-05	15136699.3
1.14879084e-05	816.86747	3.04741016e-05	15186254.1
1.14879084e-05	820.481928	3.03398172e-05	15235674.8
1.14879084e-05	824.096386	3.02067115e-05	15284962.2
1.14879084e-05	827.710843	3.0074769e-05	15334117
1.14879084e-05	831.325301	2.99439745e-05	15383139.8
1.14879084e-05	834.939759	2.98143131e-05	15432031.5
1.14879084e-05	838.554217	2.96857702e-05	15480792.7
1.14879084e-05	842.168675	2.95583312e-05	15529424.3
1.14879084e-05	845.783133	2.94319822e-05	15577926.9
1.14879084e-05	849.39759	2.9306709e-05	15626301.3
1.14879084e-05	853.012048	2.9182498e-05	15674548.3
1.14879084e-05	856.626506	2.90593359e-05	15722668.7
1.14879084e-05	860.240964	2.89372092e-05	15770663.3
1.14879084e-05	863.855422	2.88161051e-05	15818532.8
1.14879084e-05	867.46988	2.86960107e-05	15866278.1
1.14879084e-05	871.084337	2.85769135e-05	15913900
1.14879084e-05	874.698795	2.8458801e-05	15961399.3
1.14879084e-05	878.313253	2.83416611e-05	16008776.7
1.14879084e-05	881.927711	2.82254819e-05	16056033.3
1.14879084e-05	885.542169	2.81102515e-05	16103169.7
1.14879084e-05	889.156627	2.79959584e-05	16150186.8
1.14879084e-05	892.771084	2.78825912e-05	16197085.4
1.14879084e-05	896.385542	2.77701387e-05	16243866.5
1.14879084e-05	900	2.76585898e-05	16290530.8
1.14879084e-05	903.614458	2.75479337e-05	16337079.2
1.14879084e-05	907.228916	2.74381598e-05	16383512.7
1.14879084e-05	910.843373	2.73292574e-05	16429831.9
1.14879084e-05	914.457831	2.72212163e-05	16476037.9
1.14879084e-05	918.072289	2.71140262e-05	16522131.5
1.14879084e-05	921.686747	2.70076773e-05	16568113.6
1.14879084e-05	925.301205	2.69021595e-05	16613985
1.14879084e-05	928.915663	2.67974632e-05	16659746.6
1.14879084e-05	932.53012	2.66935788e-05	16705399.4
1.14879084e-05	936.144578	2.65904969e-05	16750944.3
1.14879084e-05	939.759036	2.64882083e-05	16796382
1.14879084e-05	943.373494	2.63867039e-05	16841713.5
1.14879084e-05	946.987952	2.62859745e-05	16886939.8
1.14879084e-05	950.60241	2.61860114e-05	16932061.6
1.14879084e-05	954.216867	2.6086806e-05	16977080
1.14879084e-05	957.831325	2.59883495e-05	17021995.7
1.14879084e-05	961.445783	2.58906335e-05	17066809.8
1.14879084e-05	965.060241	2.57936498e-05	17111523.1
1.14879084e-05	968.674699	2.56973901e-05	17156136.5
1.14879084e-05	972.289157	2.56018463e-05	17200650.9
1.14879084e-05	975.903614	2.55070105e-05	17245067.3
1.14879084e-05	979.518072	2.54128748e-05	17289386.5
1.14879084e-05	983.13253	2.53194315e-05	17333609.4
1.14879084e-05	986.746988	2.52266731e-05	17377737
1.14879084e-05	990.361446	2.51345919e-05	17421770.1
1.14879084e-05	993.975904	2.50431806e-05	17465709.7
1.14879084e-05	997.590361	2.49524319e-05	17509556.7
1.14879084e-05	1001.20482	2.48623386e-05	17553311.9
1.14879084e-05	1004.81928	2.47728937e-05	17596976.2
1.14879084e-05	1008.43373	2.46840902e-05	17640550.6
1.14879084e-05	1012.04819	2.45959212e-05	17684036
1.14879084e-05	1015.66265	2.45083799e-05	17727433.2
1.14879084e-05	1019.27711	2.44214596e-05	17770743.2
1.14879084e-05	1022.89157	2.43351538e-05	17813966.8
1.14879084e-05	1026.50602	2.4249456e-05	17857105
1.14879084e-05	1030.12048	2.41643597e-05	17900158.5
1.14879084e-05	1033.73494	2.40798586e-05	17943128.4
1.14879084e-05	1037.3494	2.39959466e-05	17986015.5
1.14879084e-05	1040.96386	2.39126175e-05	18028820.6
1.14879084e-05	1044.57831	2.38298652e-05	18071544.6
1.14879084e-05	1048.19277	2.37476837e-05	18114188.5
1.14879084e-05	1051.80723	2.36660672e-05	18156753.1
1.14879084e-05	1055.42169	2.35850099e-05	18199239.2
1.14879084e-05	1059.03614	2.3504506e-05	18241647.7
1.14879084e-05	1062.6506	2.34245499e-05	18283979.6
1.14879084e-05	1066.26506	2.3345136e-05	18326235.5
1.14879084e-05	1069.87952	2.32662588e-05	18368416.5
1.14879084e-05	1073.49398	2.31879129e-05	18410523.3
1.14879084e-05	1077.10843	2.3110093e-05	18452556.8
1.14879084e-05	1080.72289	2.30327937e-05	18494517.9
1.14879084e-05	1084.33735	2.29560099e-05	18536407.3
1.14879084e-05	1087.95181	2.28797363e-05	18578225.9
1.14879084e-05	1091.56627	2.2803968e-05	18619974.5
1.14879084e-05	1095.18072	2.27287e-05	18661654
1.14879084e-05	1098.79518	2.26539272e-05	18703265.2
1.14879084e-05	1102.40964	2.25796449e-05	18744808.9
1.14879084e-05	1106.0241	2.25058482e-05	18786285.9
1.14879084e-05	1109.63855	2.24325323e-05	18827697
1.14879084e-05	1113.25301	2.23596926e-05	18869043.1
1.14879084e-05	1116.86747	2.22873245e-05	18910324.8
1.14879084e-05	1120.48193	2.22154233e-05	18951543.1
1.14879084e-05	1124.09639	2.21439847e-05	18992698.7
1.14879084e-05	1127.71084	2.20730041e-05	19033792.3
1.14879084e-05	1131.3253	2.20024771e-05	19074824.8
1.14879084e-05	1134.93976	2.19323994e-05	19115796.9
1.14879084e-05	1138.55422	2.18627668e-05	19156709.5
1.14879084e-05	1142.16867	2.17935749e-05	19197563.2
1.14879084e-05	1145.78313	2.17248197e-05	19238358.8
1.14879084e-05	1149.39759	2.1656497e-05	19279097.1
1.14879084e-05	1153.01205	2.15886027e-05	19319778.8
1.14879084e-05	1156.62651	2.15211329e-05	19360404.7
1.14879084e-05	1160.24096	2.14540835e-05	19400975.4
1.14879084e-05	1163.85542	2.13874506e-05	19441491.8
1.14879084e-05	1167.46988	2.13212304e-05	19481954.6
1.14879084e-05	1171.08434	2.1255419e-05	19522364.4
1.14879084e-05	1174.6988	2.11900127e-05	19562722
1.14879084e-05	1178.31325	2.11250078e-05	19603028
1.14879084e-05	1181.92771	2.10604004e-05	19643283.3
1.14879084e-05	1185.54217	2.09961872e-05	19683488.5
1.14879084e-05	1189.15663	2.09323643e-05	19723644.3
1.14879084e-05	1192.77108	2.08689283e-05	19763751.3
