Press (GPa)	Temp (K)	Density (g/cm^-3)	dT/dP (K/GPa)
0.33265	212.24	1.178	19.578
0.33265	213.47	1.1778	19.713
0.33265	214.69	1.1775	19.849
0.33265	215.92	1.1773	19.985
0.33265	217.14	1.177	20.12
0.33265	218.37	1.1768	20.256
0.33265	219.59	1.1765	20.393
0.33265	220.82	1.1763	20.53
0.33265	222.04	1.176	20.668
0.33265	223.27	1.1757	20.806
0.33265	224.49	1.1755	20.945
0.33265	225.71	1.1752	21.085
0.33265	226.94	1.1749	21.225
0.33265	228.16	1.1747	21.366
0.33265	229.39	1.1744	21.509
0.33265	230.61	1.1741	21.651
0.33265	231.84	1.1739	21.795
0.33265	233.06	1.1736	21.939
0.33265	234.29	1.1733	22.085
0.33265	235.51	1.1731	22.23
0.33265	236.73	1.1728	22.377
0.33265	237.96	1.1725	22.524
0.33265	239.18	1.1722	22.671
0.33265	240.41	1.172	22.819
0.33265	241.63	1.1717	22.967
0.33265	242.86	1.1714	23.115
0.33265	244.08	1.1711	23.263
0.33265	245.31	1.1708	23.412
0.33265	246.53	1.1705	23.559
0.33265	247.76	1.1702	23.707
0.33265	248.98	1.17	23.853
0.33265	250.2	1.1697	23.999
0.33265	251.43	1.1694	24.144
0.33265	252.65	1.1691	24.288
0.33265	253.88	1.1688	24.43
0.33265	255.1	1.1685	24.57
0.33265	256.33	1.1682	24.709
0.33265	257.55	1.1679	24.845
0.33265	258.78	1.1676	24.979
0.33265	260	1.1673	25.11
0.33714	200	1.1809	18.189
0.33714	201.22	1.1807	18.321
0.33714	202.45	1.1805	18.453
0.33714	203.67	1.1802	18.586
0.33714	204.9	1.18	18.719
0.33714	206.12	1.1798	18.853
0.33714	207.35	1.1795	18.987
0.33714	208.57	1.1793	19.121
0.33714	209.8	1.179	19.256
0.33714	211.02	1.1788	19.39
0.33714	212.24	1.1785	19.525
0.33714	213.47	1.1783	19.66
0.33714	214.69	1.178	19.795
0.33714	215.92	1.1778	19.93
0.33714	217.14	1.1775	20.065
0.33714	218.37	1.1773	20.201
0.33714	219.59	1.177	20.337
0.33714	220.82	1.1768	20.474
0.33714	222.04	1.1765	20.611
0.33714	223.27	1.1762	20.749
0.33714	224.49	1.176	20.887
0.33714	225.71	1.1757	21.026
0.33714	226.94	1.1755	21.166
0.33714	228.16	1.1752	21.307
0.33714	229.39	1.1749	21.449
0.33714	230.61	1.1747	21.591
0.33714	231.84	1.1744	21.734
0.33714	233.06	1.1741	21.878
0.33714	234.29	1.1739	22.023
0.33714	235.51	1.1736	22.168
0.33714	236.73	1.1733	22.314
0.33714	237.96	1.173	22.461
0.33714	239.18	1.1728	22.608
0.33714	240.41	1.1725	22.755
0.33714	241.63	1.1722	22.902
0.33714	242.86	1.1719	23.05
0.33714	244.08	1.1716	23.198
0.33714	245.31	1.1713	23.345
0.33714	246.53	1.1711	23.492
0.33714	247.76	1.1708	23.639
0.33714	248.98	1.1705	23.785
0.33714	250.2	1.1702	23.931
0.33714	251.43	1.1699	24.075
0.33714	252.65	1.1696	24.218
0.33714	253.88	1.1693	24.36
0.33714	255.1	1.169	24.499
0.33714	256.33	1.1687	24.637
0.33714	257.55	1.1684	24.773
0.33714	258.78	1.1681	24.906
0.33714	260	1.1678	25.037
0.34163	200	1.1814	18.141
0.34163	201.22	1.1812	18.272
0.34163	202.45	1.181	18.403
0.34163	203.67	1.1807	18.536
0.34163	204.9	1.1805	18.669
0.34163	206.12	1.1803	18.802
0.34163	207.35	1.18	18.936
0.34163	208.57	1.1798	19.069
0.34163	209.8	1.1795	19.204
0.34163	211.02	1.1793	19.338
0.34163	212.24	1.179	19.472
0.34163	213.47	1.1788	19.607
0.34163	214.69	1.1785	19.741
0.34163	215.92	1.1783	19.876
0.34163	217.14	1.178	20.011
0.34163	218.37	1.1778	20.146
0.34163	219.59	1.1775	20.282
0.34163	220.82	1.1773	20.418
0.34163	222.04	1.177	20.554
0.34163	223.27	1.1768	20.692
0.34163	224.49	1.1765	20.83
0.34163	225.71	1.1762	20.969
0.34163	226.94	1.176	21.108
0.34163	228.16	1.1757	21.249
0.34163	229.39	1.1754	21.39
0.34163	230.61	1.1752	21.532
0.34163	231.84	1.1749	21.674
0.34163	233.06	1.1746	21.818
0.34163	234.29	1.1744	21.962
0.34163	235.51	1.1741	22.107
0.34163	236.73	1.1738	22.252
0.34163	237.96	1.1735	22.398
0.34163	239.18	1.1733	22.545
0.34163	240.41	1.173	22.691
0.34163	241.63	1.1727	22.838
0.34163	242.86	1.1724	22.985
0.34163	244.08	1.1722	23.132
0.34163	245.31	1.1719	23.279
0.34163	246.53	1.1716	23.426
0.34163	247.76	1.1713	23.572
0.34163	248.98	1.171	23.718
0.34163	250.2	1.1707	23.863
0.34163	251.43	1.1704	24.006
0.34163	252.65	1.1701	24.149
0.34163	253.88	1.1698	24.29
0.34163	255.1	1.1696	24.429
0.34163	256.33	1.1693	24.566
0.34163	257.55	1.169	24.701
0.34163	258.78	1.1687	24.834
0.34163	260	1.1684	24.964
0.34612	200	1.1819	18.092
0.34612	201.22	1.1817	18.223
0.34612	202.45	1.1815	18.354
0.34612	203.67	1.1812	18.486
0.34612	204.9	1.181	18.618
0.34612	206.12	1.1808	18.751
0.34612	207.35	1.1805	18.885
0.34612	208.57	1.1803	19.018
0.34612	209.8	1.18	19.152
0.34612	211.02	1.1798	19.286
0.34612	212.24	1.1795	19.42
0.34612	213.47	1.1793	19.554
0.34612	214.69	1.1791	19.688
0.34612	215.92	1.1788	19.822
0.34612	217.14	1.1785	19.957
0.34612	218.37	1.1783	20.091
0.34612	219.59	1.178	20.227
0.34612	220.82	1.1778	20.362
0.34612	222.04	1.1775	20.498
0.34612	223.27	1.1773	20.635
0.34612	224.49	1.177	20.773
0.34612	225.71	1.1767	20.911
0.34612	226.94	1.1765	21.05
0.34612	228.16	1.1762	21.19
0.34612	229.39	1.176	21.331
0.34612	230.61	1.1757	21.472
0.34612	231.84	1.1754	21.615
0.34612	233.06	1.1752	21.757
0.34612	234.29	1.1749	21.901
0.34612	235.51	1.1746	22.045
0.34612	236.73	1.1743	22.19
0.34612	237.96	1.1741	22.336
0.34612	239.18	1.1738	22.482
0.34612	240.41	1.1735	22.628
0.34612	241.63	1.1732	22.774
0.34612	242.86	1.173	22.921
0.34612	244.08	1.1727	23.068
0.34612	245.31	1.1724	23.214
0.34612	246.53	1.1721	23.36
0.34612	247.76	1.1718	23.506
0.34612	248.98	1.1715	23.651
0.34612	250.2	1.1712	23.795
0.34612	251.43	1.171	23.938
0.34612	252.65	1.1707	24.08
0.34612	253.88	1.1704	24.22
0.34612	255.1	1.1701	24.359
0.34612	256.33	1.1698	24.496
0.34612	257.55	1.1695	24.63
0.34612	258.78	1.1692	24.762
0.34612	260	1.1689	24.891
0.35061	200	1.1824	18.044
0.35061	201.22	1.1822	18.174
0.35061	202.45	1.182	18.305
0.35061	203.67	1.1817	18.437
0.35061	204.9	1.1815	18.569
0.35061	206.12	1.1813	18.701
0.35061	207.35	1.181	18.834
0.35061	208.57	1.1808	18.967
0.35061	209.8	1.1805	19.101
0.35061	211.02	1.1803	19.234
0.35061	212.24	1.1801	19.367
0.35061	213.47	1.1798	19.501
0.35061	214.69	1.1796	19.635
0.35061	215.92	1.1793	19.769
0.35061	217.14	1.1791	19.903
0.35061	218.37	1.1788	20.037
0.35061	219.59	1.1785	20.172
0.35061	220.82	1.1783	20.307
0.35061	222.04	1.178	20.443
0.35061	223.27	1.1778	20.579
0.35061	224.49	1.1775	20.716
0.35061	225.71	1.1773	20.854
0.35061	226.94	1.177	20.993
0.35061	228.16	1.1767	21.132
0.35061	229.39	1.1765	21.272
0.35061	230.61	1.1762	21.413
0.35061	231.84	1.1759	21.555
0.35061	233.06	1.1757	21.698
0.35061	234.29	1.1754	21.841
0.35061	235.51	1.1751	21.985
0.35061	236.73	1.1749	22.129
0.35061	237.96	1.1746	22.274
0.35061	239.18	1.1743	22.419
0.35061	240.41	1.174	22.565
0.35061	241.63	1.1738	22.711
0.35061	242.86	1.1735	22.857
0.35061	244.08	1.1732	23.003
0.35061	245.31	1.1729	23.149
0.35061	246.53	1.1726	23.295
0.35061	247.76	1.1723	23.44
0.35061	248.98	1.1721	23.584
0.35061	250.2	1.1718	23.728
0.35061	251.43	1.1715	23.87
0.35061	252.65	1.1712	24.012
0.35061	253.88	1.1709	24.151
0.35061	255.1	1.1706	24.29
0.35061	256.33	1.1703	24.426
0.35061	257.55	1.17	24.559
0.35061	258.78	1.1697	24.691
0.35061	260	1.1694	24.819
0.3551	200	1.1829	17.996
0.3551	201.22	1.1827	18.126
0.3551	202.45	1.1825	18.256
0.3551	203.67	1.1822	18.387
0.3551	204.9	1.182	18.519
0.3551	206.12	1.1818	18.651
0.3551	207.35	1.1815	18.784
0.3551	208.57	1.1813	18.917
0.3551	209.8	1.181	19.049
0.3551	211.02	1.1808	19.182
0.3551	212.24	1.1806	19.316
0.3551	213.47	1.1803	19.449
0.3551	214.69	1.1801	19.582
0.3551	215.92	1.1798	19.715
0.3551	217.14	1.1796	19.849
0.3551	218.37	1.1793	19.983
0.3551	219.59	1.1791	20.117
0.3551	220.82	1.1788	20.252
0.3551	222.04	1.1785	20.387
0.3551	223.27	1.1783	20.523
0.3551	224.49	1.178	20.66
0.3551	225.71	1.1778	20.797
0.3551	226.94	1.1775	20.936
0.3551	228.16	1.1772	21.075
0.3551	229.39	1.177	21.214
0.3551	230.61	1.1767	21.355
0.3551	231.84	1.1765	21.496
0.3551	233.06	1.1762	21.638
0.3551	234.29	1.1759	21.781
0.3551	235.51	1.1756	21.924
0.3551	236.73	1.1754	22.068
0.3551	237.96	1.1751	22.212
0.3551	239.18	1.1748	22.357
0.3551	240.41	1.1745	22.503
0.3551	241.63	1.1743	22.648
0.3551	242.86	1.174	22.794
0.3551	244.08	1.1737	22.939
0.3551	245.31	1.1734	23.084
0.3551	246.53	1.1731	23.229
0.3551	247.76	1.1729	23.374
0.3551	248.98	1.1726	23.518
0.3551	250.2	1.1723	23.661
0.3551	251.43	1.172	23.803
0.3551	252.65	1.1717	23.944
0.3551	253.88	1.1714	24.083
0.3551	255.1	1.1711	24.22
0.3551	256.33	1.1708	24.356
0.3551	257.55	1.1705	24.489
0.3551	258.78	1.1702	24.62
0.3551	260	1.17	24.748
0.35959	200	1.1834	17.948
0.35959	201.22	1.1832	18.078
0.35959	202.45	1.183	18.208
0.35959	203.67	1.1827	18.339
0.35959	204.9	1.1825	18.47
0.35959	206.12	1.1823	18.602
0.35959	207.35	1.182	18.734
0.35959	208.57	1.1818	18.866
0.35959	209.8	1.1815	18.999
0.35959	211.02	1.1813	19.131
0.35959	212.24	1.1811	19.264
0.35959	213.47	1.1808	19.397
0.35959	214.69	1.1806	19.53
0.35959	215.92	1.1803	19.663
0.35959	217.14	1.1801	19.796
0.35959	218.37	1.1798	19.929
0.35959	219.59	1.1796	20.063
0.35959	220.82	1.1793	20.197
0.35959	222.04	1.1791	20.332
0.35959	223.27	1.1788	20.468
0.35959	224.49	1.1785	20.604
0.35959	225.71	1.1783	20.741
0.35959	226.94	1.178	20.879
0.35959	228.16	1.1778	21.017
0.35959	229.39	1.1775	21.156
0.35959	230.61	1.1772	21.297
0.35959	231.84	1.177	21.437
0.35959	233.06	1.1767	21.579
0.35959	234.29	1.1764	21.721
0.35959	235.51	1.1762	21.864
0.35959	236.73	1.1759	22.007
0.35959	237.96	1.1756	22.151
0.35959	239.18	1.1753	22.296
0.35959	240.41	1.1751	22.44
0.35959	241.63	1.1748	22.585
0.35959	242.86	1.1745	22.73
0.35959	244.08	1.1742	22.875
0.35959	245.31	1.1739	23.02
0.35959	246.53	1.1737	23.165
0.35959	247.76	1.1734	23.309
0.35959	248.98	1.1731	23.452
0.35959	250.2	1.1728	23.595
0.35959	251.43	1.1725	23.736
0.35959	252.65	1.1722	23.876
0.35959	253.88	1.1719	24.015
0.35959	255.1	1.1717	24.152
0.35959	256.33	1.1714	24.287
0.35959	257.55	1.1711	24.419
0.35959	258.78	1.1708	24.55
0.35959	260	1.1705	24.677
0.36408	200	1.1839	17.901
0.36408	201.22	1.1837	18.03
0.36408	202.45	1.1835	18.16
0.36408	203.67	1.1832	18.29
0.36408	204.9	1.183	18.421
0.36408	206.12	1.1828	18.552
0.36408	207.35	1.1825	18.684
0.36408	208.57	1.1823	18.816
0.36408	209.8	1.182	18.948
0.36408	211.02	1.1818	19.08
0.36408	212.24	1.1816	19.213
0.36408	213.47	1.1813	19.345
0.36408	214.69	1.1811	19.478
0.36408	215.92	1.1808	19.61
0.36408	217.14	1.1806	19.743
0.36408	218.37	1.1803	19.876
0.36408	219.59	1.1801	20.009
0.36408	220.82	1.1798	20.143
0.36408	222.04	1.1796	20.278
0.36408	223.27	1.1793	20.413
0.36408	224.49	1.179	20.548
0.36408	225.71	1.1788	20.685
0.36408	226.94	1.1785	20.822
0.36408	228.16	1.1783	20.96
0.36408	229.39	1.178	21.099
0.36408	230.61	1.1777	21.239
0.36408	231.84	1.1775	21.379
0.36408	233.06	1.1772	21.52
0.36408	234.29	1.1769	21.662
0.36408	235.51	1.1767	21.804
0.36408	236.73	1.1764	21.947
0.36408	237.96	1.1761	22.091
0.36408	239.18	1.1759	22.235
0.36408	240.41	1.1756	22.379
0.36408	241.63	1.1753	22.523
0.36408	242.86	1.175	22.668
0.36408	244.08	1.1747	22.812
0.36408	245.31	1.1745	22.956
0.36408	246.53	1.1742	23.1
0.36408	247.76	1.1739	23.244
0.36408	248.98	1.1736	23.387
0.36408	250.2	1.1733	23.529
0.36408	251.43	1.173	23.67
0.36408	252.65	1.1728	23.809
0.36408	253.88	1.1725	23.947
0.36408	255.1	1.1722	24.084
0.36408	256.33	1.1719	24.218
0.36408	257.55	1.1716	24.35
0.36408	258.78	1.1713	24.48
0.36408	260	1.171	24.606
0.36857	200	1.1844	17.854
0.36857	201.22	1.1842	17.983
0.36857	202.45	1.184	18.112
0.36857	203.67	1.1837	18.242
0.36857	204.9	1.1835	18.372
0.36857	206.12	1.1833	18.503
0.36857	207.35	1.183	18.635
0.36857	208.57	1.1828	18.766
0.36857	209.8	1.1825	18.898
0.36857	211.02	1.1823	19.03
0.36857	212.24	1.1821	19.162
0.36857	213.47	1.1818	19.294
0.36857	214.69	1.1816	19.426
0.36857	215.92	1.1813	19.558
0.36857	217.14	1.1811	19.69
0.36857	218.37	1.1808	19.823
0.36857	219.59	1.1806	19.956
0.36857	220.82	1.1803	20.089
0.36857	222.04	1.1801	20.223
0.36857	223.27	1.1798	20.358
0.36857	224.49	1.1795	20.493
0.36857	225.71	1.1793	20.629
0.36857	226.94	1.179	20.766
0.36857	228.16	1.1788	20.904
0.36857	229.39	1.1785	21.042
0.36857	230.61	1.1782	21.181
0.36857	231.84	1.178	21.321
0.36857	233.06	1.1777	21.462
0.36857	234.29	1.1774	21.603
0.36857	235.51	1.1772	21.745
0.36857	236.73	1.1769	21.887
0.36857	237.96	1.1766	22.03
0.36857	239.18	1.1764	22.174
0.36857	240.41	1.1761	22.317
0.36857	241.63	1.1758	22.461
0.36857	242.86	1.1755	22.605
0.36857	244.08	1.1753	22.749
0.36857	245.31	1.175	22.893
0.36857	246.53	1.1747	23.036
0.36857	247.76	1.1744	23.179
0.36857	248.98	1.1741	23.322
0.36857	250.2	1.1739	23.463
0.36857	251.43	1.1736	23.603
0.36857	252.65	1.1733	23.742
0.36857	253.88	1.173	23.88
0.36857	255.1	1.1727	24.016
0.36857	256.33	1.1724	24.15
0.36857	257.55	1.1721	24.281
0.36857	258.78	1.1718	24.41
0.36857	260	1.1715	24.536
0.37306	200	1.1849	17.807
0.37306	201.22	1.1847	17.935
0.37306	202.45	1.1845	18.064
0.37306	203.67	1.1842	18.194
0.37306	204.9	1.184	18.324
0.37306	206.12	1.1838	18.455
0.37306	207.35	1.1835	18.586
0.37306	208.57	1.1833	18.717
0.37306	209.8	1.183	18.848
0.37306	211.02	1.1828	18.98
0.37306	212.24	1.1826	19.111
0.37306	213.47	1.1823	19.243
0.37306	214.69	1.1821	19.374
0.37306	215.92	1.1818	19.506
0.37306	217.14	1.1816	19.638
0.37306	218.37	1.1813	19.77
0.37306	219.59	1.1811	19.903
0.37306	220.82	1.1808	20.036
0.37306	222.04	1.1806	20.169
0.37306	223.27	1.1803	20.303
0.37306	224.49	1.1801	20.438
0.37306	225.71	1.1798	20.574
0.37306	226.94	1.1795	20.71
0.37306	228.16	1.1793	20.847
0.37306	229.39	1.179	20.985
0.37306	230.61	1.1788	21.124
0.37306	231.84	1.1785	21.263
0.37306	233.06	1.1782	21.404
0.37306	234.29	1.178	21.544
0.37306	235.51	1.1777	21.686
0.37306	236.73	1.1774	21.828
0.37306	237.96	1.1771	21.97
0.37306	239.18	1.1769	22.113
0.37306	240.41	1.1766	22.256
0.37306	241.63	1.1763	22.4
0.37306	242.86	1.1761	22.543
0.37306	244.08	1.1758	22.687
0.37306	245.31	1.1755	22.83
0.37306	246.53	1.1752	22.973
0.37306	247.76	1.1749	23.115
0.37306	248.98	1.1747	23.257
0.37306	250.2	1.1744	23.398
0.37306	251.43	1.1741	23.538
0.37306	252.65	1.1738	23.676
0.37306	253.88	1.1735	23.813
0.37306	255.1	1.1732	23.949
0.37306	256.33	1.1729	24.082
0.37306	257.55	1.1726	24.213
0.37306	258.78	1.1723	24.341
0.37306	260	1.1721	24.467
0.37755	200	1.1854	17.761
0.37755	201.22	1.1852	17.888
0.37755	202.45	1.185	18.017
0.37755	203.67	1.1847	18.146
0.37755	204.9	1.1845	18.276
0.37755	206.12	1.1843	18.406
0.37755	207.35	1.184	18.537
0.37755	208.57	1.1838	18.668
0.37755	209.8	1.1835	18.799
0.37755	211.02	1.1833	18.93
0.37755	212.24	1.1831	19.061
0.37755	213.47	1.1828	19.192
0.37755	214.69	1.1826	19.323
0.37755	215.92	1.1823	19.454
0.37755	217.14	1.1821	19.586
0.37755	218.37	1.1818	19.718
0.37755	219.59	1.1816	19.85
0.37755	220.82	1.1813	19.982
0.37755	222.04	1.1811	20.115
0.37755	223.27	1.1808	20.249
0.37755	224.49	1.1806	20.384
0.37755	225.71	1.1803	20.519
0.37755	226.94	1.18	20.655
0.37755	228.16	1.1798	20.792
0.37755	229.39	1.1795	20.929
0.37755	230.61	1.1793	21.067
0.37755	231.84	1.179	21.206
0.37755	233.06	1.1787	21.346
0.37755	234.29	1.1785	21.486
0.37755	235.51	1.1782	21.627
0.37755	236.73	1.1779	21.769
0.37755	237.96	1.1777	21.911
0.37755	239.18	1.1774	22.053
0.37755	240.41	1.1771	22.196
0.37755	241.63	1.1768	22.339
0.37755	242.86	1.1766	22.482
0.37755	244.08	1.1763	22.625
0.37755	245.31	1.176	22.767
0.37755	246.53	1.1757	22.91
0.37755	247.76	1.1755	23.052
0.37755	248.98	1.1752	23.193
0.37755	250.2	1.1749	23.333
0.37755	251.43	1.1746	23.472
0.37755	252.65	1.1743	23.61
0.37755	253.88	1.174	23.747
0.37755	255.1	1.1737	23.882
0.37755	256.33	1.1735	24.014
0.37755	257.55	1.1732	24.145
0.37755	258.78	1.1729	24.273
0.37755	260	1.1726	24.398
0.38204	200	1.1859	17.714
0.38204	201.22	1.1857	17.842
0.38204	202.45	1.1855	17.97
0.38204	203.67	1.1852	18.099
0.38204	204.9	1.185	18.228
0.38204	206.12	1.1847	18.358
0.38204	207.35	1.1845	18.488
0.38204	208.57	1.1843	18.619
0.38204	209.8	1.184	18.749
0.38204	211.02	1.1838	18.88
0.38204	212.24	1.1836	19.011
0.38204	213.47	1.1833	19.141
0.38204	214.69	1.1831	19.272
0.38204	215.92	1.1828	19.403
0.38204	217.14	1.1826	19.534
0.38204	218.37	1.1823	19.666
0.38204	219.59	1.1821	19.797
0.38204	220.82	1.1818	19.929
0.38204	222.04	1.1816	20.062
0.38204	223.27	1.1813	20.195
0.38204	224.49	1.1811	20.329
0.38204	225.71	1.1808	20.464
0.38204	226.94	1.1805	20.6
0.38204	228.16	1.1803	20.736
0.38204	229.39	1.18	20.873
0.38204	230.61	1.1798	21.011
0.38204	231.84	1.1795	21.149
0.38204	233.06	1.1792	21.288
0.38204	234.29	1.179	21.428
0.38204	235.51	1.1787	21.569
0.38204	236.73	1.1784	21.71
0.38204	237.96	1.1782	21.851
0.38204	239.18	1.1779	21.993
0.38204	240.41	1.1776	22.135
0.38204	241.63	1.1774	22.278
0.38204	242.86	1.1771	22.42
0.38204	244.08	1.1768	22.563
0.38204	245.31	1.1765	22.705
0.38204	246.53	1.1762	22.847
0.38204	247.76	1.176	22.988
0.38204	248.98	1.1757	23.129
0.38204	250.2	1.1754	23.269
0.38204	251.43	1.1751	23.408
0.38204	252.65	1.1748	23.545
0.38204	253.88	1.1745	23.681
0.38204	255.1	1.1743	23.815
0.38204	256.33	1.174	23.947
0.38204	257.55	1.1737	24.077
0.38204	258.78	1.1734	24.205
0.38204	260	1.1731	24.33
0.38653	200	1.1864	17.668
0.38653	201.22	1.1862	17.795
0.38653	202.45	1.1859	17.923
0.38653	203.67	1.1857	18.052
0.38653	204.9	1.1855	18.181
0.38653	206.12	1.1852	18.31
0.38653	207.35	1.185	18.44
0.38653	208.57	1.1848	18.57
0.38653	209.8	1.1845	18.7
0.38653	211.02	1.1843	18.831
0.38653	212.24	1.184	18.961
0.38653	213.47	1.1838	19.091
0.38653	214.69	1.1836	19.222
0.38653	215.92	1.1833	19.352
0.38653	217.14	1.1831	19.483
0.38653	218.37	1.1828	19.614
0.38653	219.59	1.1826	19.745
0.38653	220.82	1.1823	19.877
0.38653	222.04	1.1821	20.009
0.38653	223.27	1.1818	20.142
0.38653	224.49	1.1816	20.276
0.38653	225.71	1.1813	20.41
0.38653	226.94	1.181	20.545
0.38653	228.16	1.1808	20.681
0.38653	229.39	1.1805	20.817
0.38653	230.61	1.1803	20.955
0.38653	231.84	1.18	21.093
0.38653	233.06	1.1797	21.231
0.38653	234.29	1.1795	21.371
0.38653	235.51	1.1792	21.511
0.38653	236.73	1.1789	21.651
0.38653	237.96	1.1787	21.792
0.38653	239.18	1.1784	21.934
0.38653	240.41	1.1781	22.075
0.38653	241.63	1.1779	22.217
0.38653	242.86	1.1776	22.359
0.38653	244.08	1.1773	22.501
0.38653	245.31	1.177	22.643
0.38653	246.53	1.1768	22.784
0.38653	247.76	1.1765	22.925
0.38653	248.98	1.1762	23.066
0.38653	250.2	1.1759	23.205
0.38653	251.43	1.1756	23.343
0.38653	252.65	1.1753	23.48
0.38653	253.88	1.1751	23.615
0.38653	255.1	1.1748	23.749
0.38653	256.33	1.1745	23.881
0.38653	257.55	1.1742	24.01
0.38653	258.78	1.1739	24.137
0.38653	260	1.1736	24.262
0.39102	200	1.1869	17.622
0.39102	201.22	1.1867	17.749
0.39102	202.45	1.1864	17.877
0.39102	203.67	1.1862	18.005
0.39102	204.9	1.186	18.133
0.39102	206.12	1.1857	18.262
0.39102	207.35	1.1855	18.392
0.39102	208.57	1.1853	18.522
0.39102	209.8	1.185	18.652
0.39102	211.02	1.1848	18.782
0.39102	212.24	1.1845	18.911
0.39102	213.47	1.1843	19.041
0.39102	214.69	1.1841	19.171
0.39102	215.92	1.1838	19.302
0.39102	217.14	1.1836	19.432
0.39102	218.37	1.1833	19.562
0.39102	219.59	1.1831	19.693
0.39102	220.82	1.1828	19.824
0.39102	222.04	1.1826	19.956
0.39102	223.27	1.1823	20.089
0.39102	224.49	1.1821	20.222
0.39102	225.71	1.1818	20.356
0.39102	226.94	1.1816	20.49
0.39102	228.16	1.1813	20.626
0.39102	229.39	1.181	20.762
0.39102	230.61	1.1808	20.899
0.39102	231.84	1.1805	21.036
0.39102	233.06	1.1802	21.175
0.39102	234.29	1.18	21.313
0.39102	235.51	1.1797	21.453
0.39102	236.73	1.1795	21.593
0.39102	237.96	1.1792	21.734
0.39102	239.18	1.1789	21.875
0.39102	240.41	1.1786	22.016
0.39102	241.63	1.1784	22.157
0.39102	242.86	1.1781	22.299
0.39102	244.08	1.1778	22.44
0.39102	245.31	1.1775	22.581
0.39102	246.53	1.1773	22.722
0.39102	247.76	1.177	22.863
0.39102	248.98	1.1767	23.002
0.39102	250.2	1.1764	23.141
0.39102	251.43	1.1761	23.279
0.39102	252.65	1.1759	23.415
0.39102	253.88	1.1756	23.55
0.39102	255.1	1.1753	23.684
0.39102	256.33	1.175	23.815
0.39102	257.55	1.1747	23.944
0.39102	258.78	1.1744	24.07
0.39102	260	1.1741	24.194
0.39551	200	1.1874	17.577
0.39551	201.22	1.1872	17.703
0.39551	202.45	1.1869	17.83
0.39551	203.67	1.1867	17.958
0.39551	204.9	1.1865	18.086
0.39551	206.12	1.1862	18.215
0.39551	207.35	1.186	18.344
0.39551	208.57	1.1858	18.474
0.39551	209.8	1.1855	18.603
0.39551	211.02	1.1853	18.733
0.39551	212.24	1.185	18.862
0.39551	213.47	1.1848	18.992
0.39551	214.69	1.1846	19.121
0.39551	215.92	1.1843	19.251
0.39551	217.14	1.1841	19.381
0.39551	218.37	1.1838	19.511
0.39551	219.59	1.1836	19.641
0.39551	220.82	1.1833	19.772
0.39551	222.04	1.1831	19.904
0.39551	223.27	1.1828	20.036
0.39551	224.49	1.1826	20.169
0.39551	225.71	1.1823	20.302
0.39551	226.94	1.1821	20.436
0.39551	228.16	1.1818	20.571
0.39551	229.39	1.1815	20.707
0.39551	230.61	1.1813	20.843
0.39551	231.84	1.181	20.98
0.39551	233.06	1.1808	21.118
0.39551	234.29	1.1805	21.257
0.39551	235.51	1.1802	21.396
0.39551	236.73	1.18	21.535
0.39551	237.96	1.1797	21.675
0.39551	239.18	1.1794	21.816
0.39551	240.41	1.1792	21.957
0.39551	241.63	1.1789	22.098
0.39551	242.86	1.1786	22.239
0.39551	244.08	1.1783	22.379
0.39551	245.31	1.1781	22.52
0.39551	246.53	1.1778	22.661
0.39551	247.76	1.1775	22.801
0.39551	248.98	1.1772	22.94
0.39551	250.2	1.1769	23.078
0.39551	251.43	1.1767	23.215
0.39551	252.65	1.1764	23.351
0.39551	253.88	1.1761	23.486
0.39551	255.1	1.1758	23.618
0.39551	256.33	1.1755	23.749
0.39551	257.55	1.1752	23.878
0.39551	258.78	1.1749	24.004
0.39551	260	1.1747	24.127
0.4	200	1.1879	17.532
0.4	201.22	1.1876	17.658
0.4	202.45	1.1874	17.784
0.4	203.67	1.1872	17.912
0.4	204.9	1.1869	18.04
0.4	206.12	1.1867	18.168
0.4	207.35	1.1865	18.297
0.4	208.57	1.1862	18.426
0.4	209.8	1.186	18.555
0.4	211.02	1.1858	18.684
0.4	212.24	1.1855	18.813
0.4	213.47	1.1853	18.943
0.4	214.69	1.185	19.072
0.4	215.92	1.1848	19.201
0.4	217.14	1.1846	19.331
0.4	218.37	1.1843	19.46
0.4	219.59	1.1841	19.59
0.4	220.82	1.1838	19.721
0.4	222.04	1.1836	19.852
0.4	223.27	1.1833	19.983
0.4	224.49	1.1831	20.116
0.4	225.71	1.1828	20.249
0.4	226.94	1.1826	20.382
0.4	228.16	1.1823	20.517
0.4	229.39	1.182	20.652
0.4	230.61	1.1818	20.788
0.4	231.84	1.1815	20.925
0.4	233.06	1.1813	21.062
0.4	234.29	1.181	21.2
0.4	235.51	1.1807	21.339
0.4	236.73	1.1805	21.478
0.4	237.96	1.1802	21.617
0.4	239.18	1.1799	21.757
0.4	240.41	1.1797	21.898
0.4	241.63	1.1794	22.038
0.4	242.86	1.1791	22.179
0.4	244.08	1.1788	22.319
0.4	245.31	1.1786	22.459
0.4	246.53	1.1783	22.599
0.4	247.76	1.178	22.739
0.4	248.98	1.1777	22.877
0.4	250.2	1.1775	23.015
0.4	251.43	1.1772	23.152
0.4	252.65	1.1769	23.287
0.4	253.88	1.1766	23.421
0.4	255.1	1.1763	23.554
